id,translate,translate_description,source
7101,old building,older building completed before a certain time,AI
7102,official gazette,official bulletin,AI
7103,head of office,leader of an office,AI
7104,term of office,period in which an office is exercised,AI
7105,official seat,building where an authority or office holder works,AI
7106,requirement,demand aimed at obtaining something specific,AI
7107,bogey opponent,"opponent one especially fears, often because of past losses",AI
7108,enrichment,"increase of an amount, especially a concentration",AI
7109,apocalypse,prophetic text announcing the end of the world,AI
7110,working class,social class of the working population,AI
7111,employers' side,side of employers,AI
7112,job position,position or employment in a business or company,AI
7113,division of labor,division of work among several individuals,AI
7114,working title,provisional title of a planned or in-progress work,AI
7115,asbestos,fire-resistant mineral fiber whose fibers can cause asbestosis,AI
7116,asthma,chronic inflammation of the airways causing shortness of breath,AI
7117,residence permit,official permit to stay in a country for a specified time,AI
7118,right of residence,right to stay in a certain country,AI
7119,march,organized gathering or march of a large crowd,AI
7120,supervisory board chair,person who chairs the supervisory board,AI
7121,opening event,first of a series of related events,AI
7122,order situation,current state of orders,AI
7123,exemption permit,permit to deviate from certain rules,AI
7124,emigrant,person who voluntarily leaves their country for economic or personal reasons,AI
7125,car market,market for cars; supply and demand of cars,AI
7126,car tire,tire intended for passenger cars,AI
7127,vanguard,vanguard of an army,AI
7128,lifeguard,person who supervises a swimming pool to prevent accidents,AI
7129,station forecourt,larger area in front of a station,AI
7130,ball loss,losing the ball to the opponent,AI
7131,baritone,male voice between tenor and bass,AI
7132,bazaar,covered market street or business quarter in the Orient,AI
7133,construction type,way something is built,AI
7134,construction pit,excavation below ground for a building and its side working areas,AI
7135,site manager,person responsible for construction on behalf of the client,AI
7136,Bavaria,symbol of Bavaria in female form,AI
7137,perseverance,being persistent; the quality of persistence,AI
7138,disabled woman,female person with a severe and lasting impairment,AI
7139,retention,absence of change,AI
7140,contribution rate,rate for contributions,AI
7141,degree of fame,degree of being known,AI
7142,load capacity,ability to withstand a load,AI
7143,belvedere,showy building offering a fine view,AI
7144,behavior,overall manners and conduct,AI
7145,planting,planting or providing with plants,AI
7146,mountain world,mountains with their features and characteristics,AI
7147,career choice,decision about which profession to pursue,AI
7148,settlement,process of settling in a place and multiplying,AI
7149,prudence,quality or attitude of not acting rashly,AI
7150,meeting,detailed conversation about a particular matter,AI
7151,burial,ceremonial funeral,AI
7152,bestseller list,list of products with especially high sales,AI
7153,Bethlehem,city in Palestine,AI
7154,freedom of movement,ability to move freely,AI
7155,taking of evidence,collection of evidence,AI
7156,philistine,"overly respectable, often narrow-minded person",AI
7157,educational institution,institution for education and training,AI
7158,education center,center for education and training,AI
7159,female biologist,female scientist who studies living nature,AI
7160,organic waste bin,bin for biological household waste,AI
7161,mouthful,amount of solid food taken in one bite,AI
7162,focal point,"focus, center",AI
7163,lightning strike,strike of lightning,AI
7164,blood donation,voluntary donation of venous blood,AI
7165,soccer field,place for playing football,AI
7166,surf,breaking waves,AI
7167,brewer,person who produces beer,AI
7168,bridal couple,two people on their wedding day,AI
7169,recreational sports,sport activities for fitness and fun,AI
7170,brunch,extended meal combining breakfast and lunch,AI
7171,beech forest,forest consisting mainly of beeches,AI
7172,female federal justice minister,female head of the justice ministry,AI
7173,Federal Cartel Office,authority protecting competition,AI
7174,Bundestag member,elected representative in the Bundestag,AI
7175,federal environment minister,head of the environment ministry,AI
7176,Federal Ministry of Transport,federal transport ministry,AI
7177,federal chair,male leader at federal level,AI
7178,federal center,central institution of the federal level,AI
7179,Buxtehude,city in Lower Saxony,AI
7180,convertible,car with a top that can be opened,AI
7181,Carol,female given name,AI
7182,cello,second-largest instrument in the string family,AI
7183,chart,hit list ordered by popularity,AI
7184,chauffeur,driver whose job is to transport people,AI
7185,highway,paved road outside towns,AI
7186,checklist,control list of items to check,AI
7187,Christian Democrat,supporter or member of a Christian democratic party,AI
7188,collage,art created by gluing elements onto a surface,AI
7189,committee,committee (English),AI
7190,courage,feeling of fearlessness in danger,AI
7191,attic,room directly under a roof,AI
7192,continuous deployment,deployment without interruptions,AI
7193,thinker,person known for philosophical thinking,AI
7194,way of thinking,manner of thinking,AI
7195,Dessau,city in Saxony-Anhalt,AI
7196,decibel,"logarithmic unit for levels, especially in acoustics",AI
7197,diaspora,area where a minority lives among a majority,AI
7198,thicket,dense brush or young forest,AI
7199,female conductor,female artistic leader giving tempo and interpretation,AI
7200,discretion,secrecy or confidentiality,AI
