id,translate,translate_description,source
9601,consultation,joint consultation,AI
9602,contrast program,thing that forms a strong contrast,AI
9603,group headquarters,headquarters from which a company is managed,AI
9604,Korean,citizen of the Republic of Korea,AI
9605,correctness,quality of being correct,AI
9606,female correspondent,female journalist working as a foreign correspondent,AI
9607,cost explosion,strong increase in prices or costs,AI
9608,cost factor,factor influencing costs,AI
9609,cost reduction,reduction of costs,AI
9610,motor vehicle,land vehicle propelled by a motor,AI
9611,hospital stay,stay in a hospital,AI
9612,case of illness,situation where a disease is diagnosed,AI
9613,credit uptake,taking out a loan,AI
9614,party to a war,participant in an armed conflict,AI
9615,criminal case,criminal act to be investigated and tried,AI
9616,culture ministry,ministry for culture,AI
9617,education minister,minister responsible for education and culture,AI
9618,customer service,often free additional service in consumer dealings,AI
9619,distaff,rod used in spinning to hold fibers,AI
9620,art exhibition,public presentation of artworks,AI
9621,female art historian,female scholar specializing in art history,AI
9622,art project,artistic project,AI
9623,art collection,collection of art objects,AI
9624,price drop,sudden loss of a rate,AI
9625,Kuwait,state on the Persian Gulf,AI
9626,shop owner,person who owns a shop,AI
9627,cargo space,part of a vehicle where freight or luggage can be stored,AI
9628,situation report,report on a situation,AI
9629,warehouse,often large building used for storing goods,AI
9630,lamb,young sheep,AI
9631,state champion,winner of a state championship in a discipline,AI
9632,state theater,theater of a federal state,AI
9633,parliamentary group,group of members in a state parliament,AI
9634,Laos,state in Southeast Asia,AI
9635,lava,erupted magma and the rock formed when it cools,AI
9636,leasing,transfer of use for a fee for example buildings machines or vehicles often with option to buy later,AI
9637,life situation,totality of factors influencing a persons life at a given time,AI
9638,tuition fee,money an apprentice had to pay for training,AI
9639,apprenticeship position,job position to carry out an apprenticeship,AI
9640,professorial chair,position of a full professor,AI
9641,lesson,period in which someone is taught,AI
9642,performance center,center for performance or training,AI
9643,lead motion,initiative for a decision that sets the general line for future decisions,AI
9644,principle,concise fundamental idea or rule guiding thinking and action,AI
9645,Lenzing,third month of the year,AI
9646,lamp,object that holds a light source such as a lamp,AI
9647,lemonade,fruit and sugar soft drink often with carbonation and never alcohol,AI
9648,box,small separate audience area especially in theater or opera,AI
9649,air rifle,gun that accelerates projectile by compressed gas,AI
9650,female poet,female person who writes lyric texts,AI
9651,feasibility,existence of possibility to realize a plan or project,AI
9652,mishap,unfortunate accident or embarrassing misfortune,AI
9653,manuscript,handwritten work,AI
9654,marshal,high court official,AI
9655,effeminate man,man who is silly vain and effeminate,AI
9656,muzzle,protective gear for dogs and biting horses preventing biting,AI
9657,media world,world of the media,AI
9658,female physician,female person who studied medicine,AI
9659,medical studies,study of medicine,AI
9660,guinea pig,rodent from South America kept as a pet,AI
9661,multi event,athletic competition of several disciplines,AI
9662,master performance,outstanding above average performance,AI
9663,human right,right that belongs to all people and cannot be restricted,AI
9664,pack,group of hunting dogs trained to hunt together,AI
9665,tenants association,association for tenants,AI
9666,Mimi,given name or nickname,AI
9667,mismanagement,uneconomic action that fails goals by own fault,AI
9668,staff count,number of employees,AI
9669,member state,state that is a member of an alliance,AI
9670,suspicion of murder,suspicion that someone committed a homicide,AI
9671,mountain biker,person who rides a mountain bike,AI
9672,mummy,dead body protected from decay by embalming or natural conditions,AI
9673,music,music in Italian,AI
9674,music theater,theater that presents musical works,AI
9675,breast milk,milk from a mothers breast,AI
9676,mystery,mysterious event not explainable by logical thinking,AI
9677,neighboring house,adjacent house,AI
9678,rectification,later correction or improvement,AI
9679,news broadcast,broadcast on radio or tv that delivers news,AI
9680,forbearance,understanding forgiving kindness,AI
9681,young talent,young talent,AI
9682,local supplier,store for local supply,AI
9683,naming,act of naming something,AI
9684,national team coach,coach of a national team,AI
9685,navigation system,modern electronic system that guides to a destination using maps and GPS,AI
9686,side room,room adjacent to another usually more important room,AI
9687,dregs,very last remainder of a liquid in a container,AI
9688,face value,legally fixed value of a means of payment,AI
9689,neoliberalism,social and economic concept based on classical liberalism and neoclassical theory,AI
9690,neurologist,specialist physician for neurology,AI
9691,no mans land,stateless land or land between fronts in war,AI
9692,Nigerian,citizen of Nigeria,AI
9693,North Korean,citizen of North Korea,AI
9694,North Pole,point on Earth farthest north,AI
9695,zero round,wage round with no wage increase,AI
9696,opportunism,principleless behavior sacrificing principles for success,AI
9697,oratorio,multi part musical setting of a usually sacred action,AI
9698,local municipality,term for various forms of local administrative units,AI
9699,Easter bunny,fictitious figure who brings and hides Easter gifts and eggs,AI
9700,ozone layer,layer in the lower stratosphere 20 to 50 km high enriched with ozone,AI
