id,translate,translate_description,source
12201,threat letter,written threat,AI
12202,cornerstone,important supporting stone at a wall corner,AI
12203,honorary chairwoman,honorary chairwoman,AI
12204,honorary chairman,honorary chairman,AI
12205,peculiarity,specific peculiarity,AI
12206,self-dynamics,dynamics occurring without external influence,AI
12207,peculiarity,oddity or conspicuousness,AI
12208,own composition,self-composed piece,AI
12209,property right,right to property,AI
12210,income limit,limit of income,AI
12211,multiplication tables,basic multiplication knowledge,AI
12212,confinement,imprisonment or confinement,AI
12213,mayfly,order of insects with about 2800 species,AI
12214,electrical industry,sector producing electrical goods,AI
12215,ivory,material from certain animal teeth and bones,AI
12216,committee of eleven,committee of eleven organizing events,AI
12217,parents' initiative,initiative by parents,AI
12218,aftermath,hay from the second or later mowing,AI
12219,sensation,sensory perception or bodily feeling,AI
12220,energy tax,tax on energy,AI
12221,energy supply company,company providing energy supply,AI
12222,disentanglement,separation of entanglements,AI
12223,disposal company,person or company that disposes of waste,AI
12224,correspondence,something comparable to another,AI
12225,development program,program for development,AI
12226,development project,project for development,AI
12227,hereditary disease,disease passed on by inheritance,AI
12228,pea,seed of a legume,AI
12229,recreation area,natural area for recreation,AI
12230,renewer,person who renews,AI
12231,spare part,part replacing a defective one,AI
12232,archduke,hereditary noble title used in Austria from mid 14th century and by princes until early 20th century,AI
12233,essayist,person who writes essays,AI
12234,digression,insertion of a topic in a text only distantly related to the rest,AI
12235,exoticism,appearance of coming from very distant foreign regions,AI
12236,expressionism,art movement that emerged in the twentieth century,AI
12237,extract,substance obtained by extraction,AI
12238,fable,narrative form where human behavior is transferred to animals to convey a moral,AI
12239,factory hall,hall where something is manufactured,AI
12240,trade visitor,trade visitor or industry visitor,AI
12241,specialty store,large self service store with broad assortment of one category of goods,AI
12242,fare,fee that must be paid for a ride with a means of transport,AI
12243,fanatic,person who clings to an idea without regard for practical consequences,AI
12244,fanfare,bright sounding valveless trumpet like instrument,AI
12245,fistball,ball sport where two teams hit the ball over a band with forearm or fist,AI
12246,pranks,foolish pranks and silly gestures,AI
12247,poultry,birds as farm livestock and as pets,AI
12248,solemnity,dignified seriousness of a moment,AI
12249,coward,fearful risk avoiding person,AI
12250,field commander,person who holds supreme command of a fighting force,AI
12251,long distance trip,trip far away from home,AI
12252,television viewer,person who watches something on TV,AI
12253,stabilization,stabilization or becoming firm,AI
12254,ceremonial speaker,person who gives a public speech on the occasion of a festival or celebration,AI
12255,written specification,written determination,AI
12256,festive event,ceremonial event,AI
12257,fetish,cult object to which special properties are attributed,AI
12258,filmer,person who shoots or produces films,AI
12259,film production,production of a film,AI
12260,film producer,person who manages and finances the production of films,AI
12261,fingernail,arched translucent keratin plate on the top of a fingertip,AI
12262,company name,registered name of a company,AI
12263,company spokesperson,spokesperson of a company,AI
12264,fish catch,catching of fish,AI
12265,fjord,long narrow sea inlet with steep coast,AI
12266,air traffic controller,person at an airport who monitors and regulates takeoffs and landings,AI
12267,trout,commonly eaten freshwater predatory fish,AI
12268,research group,group of scientists,AI
12269,womens group,group of women,AI
12270,womens clinic,clinic intended specifically for women,AI
12271,suicide,ending ones own life with full awareness and free will,AI
12272,foreigner police,police responsible for foreigners,AI
12273,fruit juice,juice pressed from fruit,AI
12274,Gabler,family name,AI
12275,gal,unit of acceleration,AI
12276,gallop,fast gait of four legged animals with all feet off the ground briefly,AI
12277,horse racing track,track built for gallop races,AI
12278,garden gnome,gnome figure made of clay or plastic placed in gardens,AI
12279,gas explosion,sudden volume expansion from ignition of gas mixture causing damage,AI
12280,gas chamber,closed room where people are killed by poison gas,AI
12281,guest country,country that is guest of an international event,AI
12282,gasworks,technical facility where gas is prepared for heating or lighting,AI
12283,region,landscape near water,AI
12284,train of thought,sequence of thoughts,AI
12285,poetry volume,volume containing poems by one or more authors,AI
12286,money source,financial source or money inflow,AI
12287,wife,female person to whom someone is married,AI
12288,municipal head,Swiss official title for community leader,AI
12289,vice vicar,representative of a bishop with administrative tasks,AI
12290,genome,totality of nonredundant DNA sequences of an organism,AI
12291,cooperative member,member of a cooperative,AI
12292,gens,clan in ancient Rome,AI
12293,spear,Germanic throwing spear,AI
12294,Germanist,teacher or scholar of German language and literature,AI
12295,barley juice,brew from hops malt and water usually containing alcohol; beer,AI
12296,central works council,works council for multiple sites,AI
12297,historiography,written representation of historical events and conditions,AI
12298,jury court,court that includes jurors,AI
12299,social order,structure and characteristics of a society,AI
12300,legislative initiative,proposal for a law,AI
