id,translate,translate_description,source
3401,special session,session held for a special reason not as scheduled,AI
3402,social assistance,state aid aimed at meeting basic needs,AI
3403,sector,defined part of a larger whole,AI
3404,special,special offer in English,AI
3405,fundraising campaign,measure to collect donations for a specific purpose,AI
3406,donor,person or organization that gives money goods or services without equivalent return,AI
3407,playmaker,player who coordinates play and influences tactics,AI
3408,game platform,platform or medium for games such as board games,AI
3409,toy,things or objects for playing,AI
3410,lead candidate,candidate at the top of an electoral list,AI
3411,top match,sporting contest between two top teams,AI
3412,state protection,protection of the state and security,AI
3413,urban development,development of a city,AI
3414,city municipality,municipality of a city,AI
3415,city park,park located in a city,AI
3416,city center,central part of a city,AI
3417,trunk,part of a tree between root and crown,AI
3418,regular player,player regularly used in a team over time,AI
3419,statue,freestanding three dimensional sculpture,AI
3420,stature,outer appearance body size build and stature,AI
3421,ballot,form on which one marks who to vote for,AI
3422,forehead,part of the face between eyebrows and hairline,AI
3423,Stockholm,capital of Sweden,AI
3424,cut,cut or cancellation of funds or jobs,AI
3425,electricity consumption,use of electrical energy,AI
3426,student,person who studies at a university or university of applied sciences,AI
3427,female student,female person studying at a university,AI
3428,search operation,undertaking to find someone or something,AI
3429,synagogue,place where the Jewish community meets for prayer and instruction,AI
3430,top of the table,lead in a competition table,AI
3431,day course,course of the day,AI
3432,aunt,sister of a persons mother or father,AI
3433,cup,small drinking vessel with a handle,AI
3434,time of crime,time or period when a crime was committed,AI
3435,diver,living being that moves under the water surface,AI
3436,team spirit,cooperative comradely action among a team with common interest,AI
3437,technician,trained specialist in technology,AI
3438,particle,very small object compared to the system especially smaller than an atom,AI
3439,part time,employment with less than full working time,AI
3440,terrain,manageable limited area of land,AI
3441,terrorist attack,attack with terrorist background,AI
3442,thriller,book film or play with suspense and excitement,AI
3443,lowest point,lowest point of a path or development,AI
3444,zoo,garden like facility showing live animals of different species,AI
3445,animal park,facility where animals are kept in captivity and presented to visitors,AI
3446,animal protection,measures to protect animals from suffering,AI
3447,tiger,very strong solitary big cat with striped fur native to Asia,AI
3448,timing,temporal coordination or adjustment,AI
3449,death case,death of a person,AI
3450,total loss,damage beyond economic or technical repair,AI
3451,memorial service,ceremonial event in memory of a deceased person,AI
3452,trend reversal,decisive change of an existing trend,AI
3453,stairwell,area of a building with stairs leading to other floors,AI
3454,loyalty,maintenance of an attitude or state,AI
3455,shoot,young newly formed plant shoot,AI
3456,truck,large truck,AI
3457,gymnasium,large hall for sports exercises or events,AI
3458,time,time shown by a clock,AI
3459,renaming,changing the name of something or someone,AI
3460,vicinity,surrounding area,AI
3461,sales growth,growth of turnover,AI
3462,downfall,process in which something goes under or disappears,AI
3463,maintenance,material support for persons,AI
3464,investigative committee,committee often parliamentary to investigate matters of public interest,AI
3465,minority,smaller number compared to another,AI
3466,Valencia,orange variety,AI
3467,club history,history of a club,AI
3468,offense,act that violates morals or the law,AI
3469,negotiation table,table where negotiation participants sit,AI
3470,means of transport,device for moving people or goods,AI
3471,relocation,shift to another place,AI
3472,marketing,promoting sales of products or services based on market needs,AI
3473,treason,passing on information without consent,AI
3474,debtness,extent to which a person organization or institution has borrowed money,AI
3475,reason,ability to understand judge and think logically,AI
3476,expulsion,measure to force someone to leave a place,AI
3477,quarter hour,period of 15 minutes,AI
3478,deputy,deputy,AI
3479,runner up,second most successful in a competition for a championship,AI
3480,bailiff,feudal often noble official,AI
3481,full moon,moon appearing as a full disk,AI
3482,eve,evening or day before a holiday or special event,AI
3483,right of way,right to proceed first at intersecting roads,AI
3484,guideline,regulation guideline or claim,AI
3485,method,planned or spontaneous action to reach a goal,AI
3486,preview,foretaste of what is to come,AI
3487,curtain,one or more panels of fabric used to cover openings or divide rooms,AI
3488,forecast,statement about something that will be in the future,AI
3489,same month last year,month one year ago,AI
3490,priority,higher importance than something else,AI
3491,pioneer,person or institution that does something new first,AI
3492,board member,person who is part of the executive group,AI
3493,female chairwoman,female person chairing the board,AI
3494,chairman,person who chairs the board,AI
3495,pretext,contrived justification for an action,AI
3496,omen,sign indicating something to come,AI
3497,vote,vote in a ballot or election,AI
3498,weapons law,law regulating purchase and handling of weapons and ammunition,AI
3499,election program,program of a party for an election,AI
3500,forest fire,spreading fire in a forest,AI
