id,translate,translate_description,source
7001,impatience,lack of endurance to wait for something,AI
7002,trouble,inconvenience or annoyance,AI
7003,unequal treatment,unequal manner of dealing with something,AI
7004,unclearness,state of not being clear,AI
7005,forearm,part of the arm between elbow and hand,AI
7006,integrity,state free of injury,AI
7007,vacation time,time when vacation is taken,AI
7008,vehicle,vehicle often used for old or bad one,AI
7009,fan,device that moves air with rotating blades,AI
7010,event calendar,calendar for events,AI
7011,binding nature,quality of being binding or obligatory,AI
7012,spoilage,process by which food becomes inedible over time,AI
7013,club life,totality of activities in a club,AI
7014,comparison period,period for comparison,AI
7015,behavior pattern,regularity in behavior,AI
7016,negotiating position,position in a negotiation,AI
7017,transport policy,political activities concerning transport,AI
7018,disguise,clothing used to slip into a different role,AI
7019,reduction,reshaping of an object so it is smaller than its original form,AI
7020,injury bad luck,bad luck due to injuries,AI
7021,raffle,procedure to determine which tickets win prizes,AI
7022,consultation,statement by a canton municipality party or interest group on a draft law,AI
7023,merger,act or process of merging,AI
7024,confidence vote,political instrument where government asks parliament for support,AI
7025,contamination,condition and process of contaminating,AI
7026,confusion,act of mistaking someone or something for another,AI
7027,default,delay or arrears in fulfilling an obligation,AI
7028,cousin,son of the fathers brother,AI
7029,video conference,meeting of people in different places who can see and hear each other by video,AI
7030,video game,game run on a console or computer shown on a TV or monitor,AI
7031,vignette,pictorial sticker,AI
7032,violet,name of violet color tone of visible light; paint color,AI
7033,display case,glass cabinet,AI
7034,referendum,vote of all eligible citizens on an important political topic,AI
7035,plebiscite,decision on a bill by vote of the electorate,AI
7036,full beard,beard growth on face and chin of an adult man,AI
7037,power of attorney,authority granted to act on behalf of another,AI
7038,preemptive right,legal or agreed right to be preferred in a purchase,AI
7039,pioneer role,role of doing something before others,AI
7040,vigilance,attentive behavior to watch events,AI
7041,election Sunday,day when elections are held often Sunday in Germany,AI
7042,ballot,form on which one marks the vote in an election or referendum,AI
7043,waltz,turning dance in three quarter time,AI
7044,cheek,outer flat skin area of the face,AI
