id,translate,translate_description,source
10401,project group,group for a project,AI
10402,authorized officer,employee with extensive authority for trade deals,AI
10403,prostate,accessory sex gland of mammals near the bladder,AI
10404,protest march,event where people march to express displeasure,AI
10405,proton,positively charged nucleon in the atomic nucleus,AI
10406,Provence,region in southern France,AI
10407,provincial capital,capital of a particular administrative region,AI
10408,psalm,prayer song from the Book of Psalms,AI
10409,psychoanalysis,method to identify and treat mental disorders developed by Freud,AI
10410,psychosis,mental disorder characterized by loss of contact with reality,AI
10411,pullover,short for pullover or sweater vest,AI
10412,point loss,loss of points,AI
10413,breath,capacity of lungs heart and circulation to supply oxygen,AI
10414,cleaner,woman who cleans rooms for pay,AI
10415,radio broadcast,self contained program segment broadcast on radio,AI
10416,cyclist,person who does cycling as a sport,AI
10417,missile defense,measures to defend against incoming missiles,AI
10418,reason,logical reasoning mind,AI
10419,councilor,member of a council,AI
10420,council member,member of an advisory body,AI
10421,space probe,unmanned probe sent into space to explore planets or space,AI
10422,termination,involuntary dismissal from a job,AI
10423,realpolitik,policy oriented to real conditions and possibilities,AI
10424,legal advice,advice on legal questions,AI
10425,legal order,totality of legal norms of a legal community,AI
10426,legal representative,lawyer or legal representative,AI
10427,idiom,fixed phrase whose meaning is not deduced from parts,AI
10428,speaking time,time to speak,AI
10429,Reformation,church renewal movement of the 16th century leading to split,AI
10430,government policy,policy of the government,AI
10431,Reimer,family name,AI
10432,residual risk,risk that cannot be excluded even with measures,AI
10433,revolt,massive resistance to conditions seen as untenable,AI
10434,review,critical review of a work,AI
10435,judges verdict,decision announced by a judge,AI
10436,groove,narrow elongated depression through which water can flow,AI
10437,rib,curved elongated bone in the upper body connected to the spine,AI
10438,roadster,usually two door car with removable or openable roof,AI
10439,clearing,removal of trees and shrubs in an area,AI
10440,round trip,journey with several stops returning to the starting point,AI
10441,nonfiction book,book treating a factual topic for a broad audience,AI
10442,Zambia,state in southern Africa,AI
10443,collection point,place where something is collected or people gather,AI
10444,samurai,warrior in preindustrial Japan member of the military nobility regardless of gender or age,AI
10445,sanatorium,facility to improve health of chronically or seriously ill people or convalescents,AI
10446,beggar,beggar,AI
10447,rehabilitation case,case for rehabilitation,AI
10448,tractor unit,short tractor vehicle with cab axles engine gearbox and fifth wheel only,AI
10449,schadenfreude,pleasure at someone elses misfortune,AI
10450,sound,all noises sounds and tones,AI
10451,sound barrier,aeronautics term for aerodynamic resistance,AI
10452,dark side,area excluded from light,AI
10453,shinbone,stronger of the two lower leg bones,AI
10454,Schirmer,family name,AI
10455,loophole,small opening that can be used to get in or out,AI
10456,final round,last round in a race,AI
10457,cutting edge,cutting edge of a tool or weapon,AI
10458,clearing,clear long strip through vegetation especially forest,AI
10459,summary procedure,shortened court procedure faster than usual,AI
10460,Schranz,surname,AI
10461,school attendance,regular attendance at a school to be taught,AI
10462,end of school,end of school instruction,AI
10463,school instruction,instruction in a school under guidance of teachers,AI
10464,guardian angel,angel assigned to help a person either as religious idea or figurative helper,AI
10465,patron saint,person revered as holy or powerful who can grant protection to groups or objects,AI
10466,weightlessness,state where gravity does not act or is not felt such as free fall,AI
10467,heavy traffic,heavy vehicle traffic,AI
10468,female swimmer,female person who swims or practices swimming,AI
10469,sailing ship,ship driven by wind with sails,AI
10470,secretariat,office in an organization that handles correspondence and tasks such as scheduling and travel,AI
10471,self service,service method where the customer performs parts of the service,AI
10472,deductible,costs not reimbursed to the insured,AI
10473,right of self determination,granted possibility for a person to decide their own fate,AI
10474,semifinal,competition where finalists are determined,AI
10475,chairlift,cable car that carries people in open seats without weather protection,AI
10476,sickle,tool for cutting grain or grass without a long handle unlike a scythe,AI
10477,sensuality,receptivity and devotion to sensations and pleasant experience of outer senses,AI
10478,custom,social norm legitimized by tradition custom and moral or religious rules,AI
10479,Sixt,surname or brand,AI
10480,ski instructor,teacher who teaches skiing,AI
10481,snowboard,winter sport device a single wide board for gliding on snow,AI
10482,summer slump,news poor time during summer vacation season,AI
10483,special envoy,commissioner for special tasks,AI
10484,soprano,highest voice in a choir sung by women boys or castrati,AI
10485,social court,court for social matters,AI
10486,socialization,adaptation of an individual to social norms and patterns,AI
10487,socialist,supporter of socialism,AI
10488,minister of social affairs,minister for social affairs,AI
10489,social senator,senator responsible for social affairs,AI
10490,trellis,support structure for training fruit trees,AI
10491,savings book,bank savings product owned by the saver where deposits withdrawals and interest are recorded,AI
10492,forced saving,obligation to spend less money,AI
10493,spade,shovel like tool for digging soil,AI
10494,forwarding company,company specializing in transport of goods and often providing services like cooling or storage,AI
10495,reflection,process of reflecting,AI
10496,variant,specific form of something,AI
10497,spin,intrinsic angular momentum of elementary particles,AI
10498,top class player,player of top class,AI
10499,pencil sharpener,device for sharpening wooden pencils,AI
10500,splinter,fragment of hard material such as wood glass or metal,AI
