id,translate,translate_description,source
2001,fatality,person who died in an accident or disaster,AI
2002,toilet,sanitary facility for bodily waste,AI
2003,Tokyo,capital of Japan,AI
2004,pot,small vessel,AI
2005,stretcher,horizontal litter with handles to carry someone lying down,AI
2006,training camp,stay for athletes to train intensively,AI
2007,tractor,power vehicle used in agriculture to pull machines and loads,AI
2008,transporter,vehicle for transporting goods,AI
2009,trio,group of three people who do something together,AI
2010,triumph,great success in war or competition,AI
2011,dryness,quality of being dry or lack of moisture,AI
2012,tower,tall slim free standing building,AI
2013,ultra,supporter of the extreme wing of a group or party,AI
2014,upheaval,far reaching change or upheaval especially social or technical,AI
2015,circumstance,situation or condition relevant to an event,AI
2016,draw,outcome of a game or match with equal points and no winner,AI
2017,accident causer,person who is at fault for an accident,AI
2018,wrong,violation of the law,AI
2019,restlessness,unpleasant movements or noises,AI
2020,accommodation,organizing lodging,AI
2021,subsoil,deeper layer of earth,AI
2022,accommodation,temporary lodging,AI
2023,severe weather,extreme weather causing damage,AI
2024,origin,time place or material from which something arose,AI
2025,user,user,AI
2026,Vatican,state of the Catholic Church,AI
2027,Venice,city in Italy,AI
2028,Venezuela,state in South America,AI
2029,processing,use or transformation of something into a product,AI
2030,consumer advice center,independent mostly publicly funded nonprofit that informs and advises consumers,AI
2031,distribution,act of spreading and multiplying something,AI
2032,bond,feeling of belonging together,AI
2033,pursuit,chasing or following to observe catch or seize,AI
2034,rape,sexual assault forcing a person against their expressed will,AI
2035,traffic control,police checking of road users,AI
2036,transport minister,head of a transport ministry,AI
2037,publishing house,company that reproduces and distributes works of literature art music or science,AI
2038,loan,temporary transfer,AI
2039,loser,person or institution that loses a competition or contest,AI
2040,landlord,person who rents something out,AI
2041,regulation,law like rule issued by an administrative authority,AI
2042,shift,act of shifting or being shifted,AI
2043,mistake,unintentional misconduct,AI
2044,insured woman,female person who has an insurance contract,AI
2045,insurance,agreement where one party compensates damage for a fee,AI
2046,defense ministry,ministry responsible for military matters,AI
2047,distribution,process of distributing,AI
