id,translate,translate_description,source
11001,maestro,music teacher,AI
11002,malt,germinated and dried grain usually barley used for beer,AI
11003,mommy,diminutive of mama,AI
11004,delegate,delegate or representative,AI
11005,market research,study of a market through analysis of supply demand and consumption,AI
11006,market segment,subsection of a market,AI
11007,materialism,doctrine that reduces all being to matter,AI
11008,mausoleum,tomb where a persons body is kept in a special building,AI
11009,opinion researcher,person who studies public opinion,AI
11010,opinion poll,survey of selected people on a topic,AI
11011,reporting obligation,legal obligation to report information to authorities,AI
11012,Mephisto,devil figure from literature,AI
11013,metal industry,totality of companies producing metal products,AI
11014,microelectronics,technology of very small electronics,AI
11015,microcosm,realm of very small dimensions of the cosmos,AI
11016,millennium,period of one thousand years,AI
11017,billion amount,amount in billions,AI
11018,million damage,damage in the millions of a currency,AI
11019,minimum standard,norm defining a required minimum,AI
11020,ministerial post,post of a minister,AI
11021,missionary,person active in Christian mission and conversion,AI
11022,member country,country that is a member of a supranational organization,AI
11023,member state,state that is a member of an alliance,AI
11024,middle grades,grades 8 to 10 of a German Gymnasium and similar,AI
11025,modem,device for sending and receiving digital data over analog signals,AI
11026,Montreux,city in Switzerland,AI
11027,murder victim,person who was a victim of murder,AI
11028,motorboat,small motor powered watercraft,AI
11029,motorization,increase in motor vehicles,AI
11030,museum director,person at the head of a museum,AI
11031,mother country,country on which colonies depend,AI
11032,imitation,act of imitating copying a thing or person or behavior,AI
11033,replica,process of rebuilding something after a model,AI
11034,descendant,person descended directly or indirectly from others,AI
11035,namesake,person or thing with the same name as another,AI
11036,rhinoceros,large mammal in Africa and Southeast Asia with one or two horns thick skin and three toed limbs,AI
11037,national hero,person revered by a nation as significant,AI
11038,national museum,state run museum collecting and exhibiting important national art and cultural goods,AI
11039,neon,colorless tasteless odorless chemical element number 10 noble gas,AI
11040,revival,new staging of a piece,AI
11041,restructuring,new structuring,AI
11042,new contract,new obligation or contract,AI
11043,Nile,long river in Africa,AI
11044,shelter,temporary accommodation,AI
11045,upper class,layer above at least one other layer,AI
11046,operating room,room with equipment for operations,AI
11047,optician,craftsman who makes repairs and sells optical devices,AI
11048,orangery,greenhouse for exotic plants with large south facing windows,AI
11049,orchestra pit,sunken area between stage and audience where orchestra plays,AI
11050,organizational structure,system of permanent rules for task distribution and relationships,AI
11051,East Africa,region in eastern Africa,AI
11052,East Berlin,former eastern part of Berlin,AI
11053,easterner,person from eastern Germany especially former GDR,AI
11054,eastern part,part located east of the imagined center of an area,AI
11055,outsourcing,relocating tasks outside the company and using external resources,AI
11056,ovation,strong applause thunderous clapping,AI
11057,anti tank gun,anti tank cannon,AI
11058,palm garden,garden or park planted mainly with palm trees,AI
11059,wastepaper basket,small container for paper waste,AI
11060,paranoia,psychological disorder with delusions especially of persecution,AI
11061,parliamentarism,system where parliament influences government through legislation and oversight,AI
11062,parliament members,nominative plural of Parlamentsabgeordneter,AI
11063,party member,person who has joined a party,AI
11064,pitchstone,glossy volcanic rock,AI
11065,bum,unkempt man who stays on the street and is likely homeless,AI
11066,pension insurance,insurance for pensions,AI
11067,staffing level,stock of personnel,AI
11068,petition committee,committee for petitions,AI
11069,composite sketch,image of a suspect created from witness descriptions,AI
11070,photon,quantum of light massless particle mediating electromagnetic interaction,AI
11071,pils,short for Pilsner style beer a bottom fermented beer with more hops,AI
11072,pit bull,American Pit Bull Terrier dog breed,AI
11073,police action,police operation,AI
11074,police deployment,totality of police officers deployed,AI
11075,police unit,group of police operating together,AI
11076,farce,stage piece with mix ups exaggerations and coarse comedy,AI
11077,potpourri,musical piece made of known small melodies,AI
11078,preacher,person who proclaims religious truths usually clergy,AI
11079,price list,list of items or services with prices,AI
11080,bruise,injury caused by blunt force to tissue or organs,AI
11081,Pretoria,administrative capital of South Africa,AI
11082,private matter,matter not intended for the public,AI
11083,problem case,case with problems,AI
11084,production facility,facility for production,AI
11085,programmatic orientation,content orientation of a program,AI
11086,propeller,aircraft or ship drive with blades around a shaft,AI
11087,prospectus,leaflet or small magazine used as advertising,AI
11088,prosthesis,artificial replacement for missing body parts or organs,AI
11089,provocateur,person who provokes or deliberately causes unrest,AI
11090,pulp,pulp also pulp fiction in English,AI
11091,price per square meter,price required or paid per square meter of property,AI
11092,nonconformist,person who does not follow usual ways of thinking,AI
11093,quintessence,essence of a matter final result inferred from all before,AI
11094,rabbi,honorary title or form of address for a Jewish scholar and teacher,AI
11095,bike,bicycle,AI
11096,grass field,larger area with grass,AI
11097,racist,person who believes own group superior and others inferior,AI
11098,ratification,confirmation bringing into force,AI
11099,spatial planning,planned organization development and securing of larger areas,AI
11100,shipowner,transport entrepreneur at sea with own ships,AI
