id,translate,translate_description,source
5001,extent,volume or area a body or object occupies,AI
5002,starting position,place or situation from which one sets out,AI
5003,closing,ending of a musical piece,AI
5004,clearance sale,large-scale sale to clear inventory,AI
5005,substitution,"act of substitution, often replacing a player in team sports",AI
5006,impact,consequences of an action or omission,AI
5007,car dealership,company that sells automobiles,AI
5008,driver,person who drives a car,AI
5009,automobile manufacturer,manufacturer of automobiles,AI
5010,Balkans,region in Southeast Europe,AI
5011,beam,"post with four sides, usually load-bearing",AI
5012,Bangladesh,state in South Asia,AI
5013,baroque,art style dominant in Europe from about 1600 to 1750,AI
5014,barrier,obstacle separating or delimiting spaces,AI
5015,construction industry,construction sector,AI
5016,construction company,company that carries out construction work,AI
5017,building permit,permission from the authority to build,AI
5018,year of construction,year something was produced or built,AI
5019,DIY store,large retail store for building materials and tools,AI
5020,master builder,master craftsman in building trade and engineering,AI
5021,building law,body of legal rules governing construction,AI
5022,building fabric,solid substance of buildings regarding condition and historic value,AI
5023,construction,field dealing with processes of creating buildings,AI
5024,construction economy,"activities related to planning, building, and maintaining structures and infrastructure",AI
5025,beauty,beautiful woman; beautiful specimen,AI
5026,influence,producing an effect on something,AI
5027,front passenger seat,seat next to the driver,AI
5028,interment,burial of mortal remains,AI
5029,assistance,helpful activity or conduct contributing to someone's success,AI
5030,commuter traffic,high traffic at certain times due to commuters,AI
5031,court of appeal,higher court deciding on appeals,AI
5032,occupier,"member of an occupying power, usually a soldier",AI
5033,signage,putting up signs,AI
5034,bribery,granting advantages to officials in expectation of a return favor,AI
5035,female operator,female person who operates something,AI
5036,operating result,company profit in a period excluding special effects,AI
5037,image material,collection of photographs,AI
5038,female minister of education,female head of a ministry of education,AI
5039,internal market,"economic area with defined borders where goods, services, capital and labor move freely",AI
5040,biomass,total organic mass of living or dead organisms,AI
5041,bishops' conference,assembly of bishops of a region,AI
5042,blood crime,intentional killing with aggravating circumstances,AI
5043,bobby,British policeman,AI
5044,bomb threat,threat that a bomb has been placed,AI
5045,bomber,aircraft for attacking ground or sea targets,AI
5046,Bosnian,citizen of Bosnia and Herzegovina,AI
5047,female ambassador,female highest diplomatic representative abroad,AI
5048,boulevard,broad tree-lined avenue,AI
5049,traditions,all customs of a community,AI
5050,Breisgau,region in Baden-Wurttemberg,AI
5051,bridge,card game from England for four players,AI
5052,bronze medal,prize for third place in a competition,AI
5053,Bucharest,capital of Romania,AI
5054,Bundesliga match,match in the Bundesliga,AI
5055,federal party congress,assembly of delegates of a federal party,AI
5056,parliamentary group,party representation in the Bundestag,AI
5057,bus line,route served by buses,AI
5058,Cambridge,city in England,AI
5059,champagne,sparkling wine from Champagne under strict rules,AI
5060,chase,pursuit,AI
5061,editor-in-chief,female head of an editorial staff,AI
5062,chip manufacturer,company producing computer chips,AI
5063,Christmas tree,decorated conifer for Christmas,AI
5064,Christkind,symbolic figure of Christmas who brings gifts,AI
5065,chronicle,historical account,AI
5066,Chur,city in Switzerland,AI
5067,highlight,climax or key point,AI
5068,cola,caffeinated sugary soft drink,AI
5069,countdown,counting down to zero,AI
5070,currywurst,sausage with curry-tomato sauce,AI
5071,morning coat,formal daytime suit (cutaway),AI
5072,umbrella association,institution representing several organizations with the same topic,AI
5073,performance,act of presenting or the presentation itself,AI
5074,file,data stored on a medium and identified by a name,AI
5075,permanent exhibition,exhibition presented permanently,AI
5076,prolonged rain,rainfall event with long duration,AI
5077,cover story,invented pretext hiding true intentions,AI
5078,decade,unit or set of ten,AI
5079,female designer,female person who designs consumer goods,AI
5080,desktop computer,computer intended for permanent placement on a desk,AI
5081,service wagon,wagon that had to be provided to a feudal lord for transport,AI
5082,dinosaur,group of sauropsids including extinct dinosaurs and modern birds,AI
5083,management,leadership function,AI
5084,direct mandate,mandate for the candidate with most votes in a constituency,AI
5085,domicile,residence,AI
5086,village community,people living together in a village,AI
5087,dose,measured amount of a medicine,AI
5088,torque,physical quantity: cross product of force and lever arm,AI
5089,duet,composition with two voices,AI
5090,stupidity,lack of mental ability,AI
5091,chaos,uncoordinated coexistence of processes,AI
5092,passage,"passage allowing vehicles, e.g., gate or bridge",AI
5093,average age,average age of a group,AI
5094,average price,average price,AI
5095,dry stretch,route through an area without water,AI
5096,eagle,two strokes under par,AI
5097,own,that which belongs to someone,AI
5098,income tax,tax on income of natural persons,AI
5099,source of income,opportunity to earn income,AI
5100,readiness,state of being ready for action,AI
