id,translate,translate_description,source
1501,designation,code of signs and symbols referring to an object or concept,AI
1502,library,institution where books and media can be read or borrowed,AI
1503,bond,"connectedness, close relationship",AI
1504,bishop,church dignitary leading a diocese,AI
1505,blood sample,blood taken for tests,AI
1506,ambassador,highest diplomatic representative abroad,AI
1507,arson,intentional or negligent setting of a fire,AI
1508,cause of fire,trigger of a fire event,AI
1509,brown,brown color,AI
1510,Briton,citizen of Great Britain,AI
1511,bronze,alloy of copper and tin,AI
1512,well,structure for obtaining groundwater or spring water,AI
1513,beech,deciduous tree of the genus Fagus,AI
1514,Budapest,capital of Hungary,AI
1515,federal state,state that is a relatively autonomous part of a larger state,AI
1516,Federal Constitutional Court,highest German constitutional court,AI
1517,castle,medieval fortified residence,AI
1518,business,profit-oriented enterprise,AI
1519,butter,"spreadable fat made from milk, at least 80% milk fat",AI
1520,camp,camp in leisure activities or during holidays,AI
1521,campus,grounds of a university,AI
1522,cause,legal ground,AI
1523,Celsius,designation of the Celsius temperature scale; used as degrees Celsius,AI
1524,charm,"charming, winning manner",AI
1525,boss,female boss,AI
1526,chemistry,science of composition and properties of substances,AI
1527,Chicago,city in the USA,AI
1528,code,system mapping signs and sequences,AI
1529,container,standardized transport container,AI
1530,contest,contest (English),AI
1531,crew,crew of a ship,AI
1532,home,one's home,AI
1533,data protection,protection of personal data from misuse,AI
1534,date,calendar day,AI
1535,cover,closed surface or cover,AI
1536,deficit,"lack of something, usually money",AI
1537,delegation,sending representatives to an event,AI
1538,dementia,loss of cognitive abilities such as memory and orientation,AI
1539,monument,object erected to commemorate a person or event,AI
1540,Tuesday afternoon,afternoon of a Tuesday,AI
1541,diesel,short for diesel engine,AI
1542,dimension,extent of something,AI
1543,thing,object with unspecified properties,AI
1544,discrimination,unequal treatment or separation,AI
1545,discipline,orderly behavior,AI
1546,documentary,film or radio program depicting a topic realistically,AI
1547,document,official written document,AI
1548,documentation,collecting and organizing information,AI
1549,Danube,major river in Europe,AI
1550,Thursday morning,morning of a Thursday,AI
1551,Thursday afternoon,afternoon of a Thursday,AI
1552,threat,announcement of unpleasant or illegal action,AI
1553,Dubai,city and emirate in the UAE,AI
1554,darkness,dark or low-light state or place,AI
1555,search,systematic search to find hidden items,AI
1556,real time,time in which system change matches real-world change,AI
1557,corner,corner,AI
1558,volunteer position,voluntary unpaid engagement,AI
1559,property,something that belongs to someone,AI
1560,single-family house,building with one housing unit for one family,AI
1561,operation,medical procedure on the body,AI
1562,compliance,compliance with a rule,AI
1563,shopping,purchase of something for money,AI
1564,harmony,agreement; harmony,AI
1565,entry,crossing a border to travel into another country,AI
1566,loneliness,state of being alone or abandoned,AI
1567,individual case,single event or occurrence,AI
1568,retail,sale of goods directly to consumers,AI
1569,scandal,incident that causes great attention and offense,AI
1570,element,building block; basic component,AI
1571,penalty kick,penalty shot from 11 meters,AI
1572,reception,receiving a transmission,AI
1573,final,match deciding the overall winner,AI
1574,angel,"supernatural being, messenger of God",AI
1575,distance,length between two points,AI
1576,release,permission or compulsion to leave a place or institution,AI
1577,decision,decision,AI
1578,relaxation,relief or end of tension,AI
1579,origin,process of becoming or creating,AI
1580,all-clear,lifting of a previously declared alarm,AI
1581,episode,short section in a longer process,AI
1582,earthquake,tremors of the Earth's surface,AI
1583,ground floor,floor at ground level,AI
1584,rise,small hill,AI
1585,relief,reduction of weight,AI
1586,investigation proceedings,proceedings for investigation,AI
1587,renewal,renovation or replacement of parts,AI
1588,emergency,critical situation with a negative outcome,AI
1589,harvest,work to bring in crops,AI
1590,first aid,providing first aid,AI
1591,stage,section stage or leg,AI
1592,euphoria,enthusiastic state of joy and a temporary elevated good feeling,AI
1593,Eurovision,association of European broadcasting organizations for exchange of television and radio productions,AI
1594,existence,presence of an object or state in reality,AI
1595,experiment,scientific trial,AI
1596,female expert,female person very knowledgeable in a field,AI
1597,factory,buildings facilities workforce and management at one site for industrial mass production,AI
1598,driving permit,permission to drive a motor vehicle,AI
1599,lane,part of a road available to a vehicle for travel in one direction,AI
1600,fact,actual circumstance and indisputable fact,AI
