id,translate,translate_description,source
12001,transport network,totality of routes serving an area,AI
12002,transport planner,planner for transport,AI
12003,announcement,publication of information,AI
12004,embarrassment,feeling of insecurity or confusion,AI
12005,lender,person who lends something for a fee or deposit,AI
12006,mail order,trade in goods via transport,AI
12007,abduction,forced removal of persons to another place,AI
12008,insurance company,company that promises compensation for damage for a fee,AI
12009,nationalization,transfer of management of private companies or properties to a state,AI
12010,irritation,worsened mood or annoyance,AI
12011,entanglement,process or state of being caught in a situation,AI
12012,defamation,denigration of someone or something,AI
12013,decoration,ornament not needed for function,AI
12014,vibration,very fast movement side to side trembling,AI
12015,video recording,recording of an event with video technology,AI
12016,virtuoso,artist who masters their art perfectly,AI
12017,vista,view; name of an operating system,AI
12018,bird protection,measures and norms to preserve and restore bird populations,AI
12019,ombudsman,ombudsman of the people,AI
12020,people's congress,body of elected representatives of the population,AI
12021,premonition,vague feeling that something will happen,AI
12022,previous year result,result achieved in the prior year,AI
12023,summons,official request to appear before a court or police,AI
12024,opening credits,introduction to a film or book,AI
12025,pre tax profit,profit earned without considering income taxes,AI
12026,ancient times,period long past,AI
12027,arms trade,trade in weapons,AI
12028,pilgrimage site,place that is a destination of pilgrimages,AI
12029,challenge cup,prize passed from one winner to the next,AI
12030,hiking day,day reserved for an excursion often for school classes,AI
12031,freight traffic,collective term for transport of goods by vehicles,AI
12032,water play,play with water or a water attraction,AI
12033,woman,derogatory term for a woman,AI
12034,worldwide success,worldwide success,AI
12035,world literature,literature of world significance,AI
12036,world fame,worldwide fame,AI
12037,advertising campaign,action for advertising,AI
12038,retrospective,exhibition of a complete body of work,AI
12039,signal,sign given with eye head hand or finger,AI
12040,economic community,group of people who interact economically,AI
12041,economic association,association formed on economic interests,AI
12042,widower,man whose spouse has died,AI
12043,welfare,realized common good and ensuring development of individuals and groups in a state,AI
12044,welfare association,nonprofit institution active in the social sector,AI
12045,pleasure,satisfied feeling caused by joy in someone or something,AI
12046,housing estate,contiguous area with residential buildings,AI
12047,dream wish,hopeful and often unrealistic idea,AI
12048,dentures,artificial replacement for missing teeth,AI
12049,toothpaste,paste for cleaning teeth with a toothbrush,AI
12050,magic word,word or formula that is supposed to trigger magic,AI
12051,contemporary,person who lives or lived at the same time as another,AI
12052,Zen,Chinese and Japanese branch of Buddhism based on meditation,AI
12053,Central Europe,region in Europe,AI
12054,civilian,person not belonging to the military,AI
12055,penitentiary,obsolete term for prison with harsher regime,AI
12056,co payment,own payment toward reimbursed amounts,AI
12057,foreclosure sale,forced auction of an object to satisfy creditors,AI
12058,intermediate stop,stop between departure and final station,AI
12059,cynic,person who is malicious and hurtful,AI
12060,subscriber,person who uses a prepaid right for regular services or goods,AI
12061,deportation stop,stop of deportations,AI
12062,adagio,slow musical tempo,AI
12063,awl,tool for making holes in tough materials such as leather,AI
12064,ancestor,forefather of a group or a people,AI
12065,ring binder,"large, sturdy binder for filing sheets",AI
12066,briefcase,"bag for transporting files, books, and office materials",AI
12067,ale,English light beer,AI
12068,Algiers,capital of Algeria,AI
12069,allegro,indication to play fast,AI
12070,apartment in an old building,apartment in an old building,AI
12071,amateur,"person who does something for enjoyment, not professionally",AI
12072,office year,year of a term,AI
12073,official language,official language of government authorities,AI
12074,analyst,person who analyzes complex facts,AI
12075,Anatolia,region in Turkey,AI
12076,hostility,hostile aggression,AI
12077,range of offers,selection of offers,AI
12078,charge,one of the accusations,AI
12079,registration form,standardized form for registration,AI
12080,registration deadline,time after which registration is no longer possible,AI
12081,invocation,plea to a higher or supernatural being,AI
12082,anthology,collection of literary texts by one author or on a topic,AI
12083,antiquarian bookshop,shop specializing in old or used books,AI
12084,watercolor,"a picture made with water-soluble, non-opaque paints",AI
12085,female employee,female person with a job,AI
12086,field of work,set of tasks someone or something is responsible for,AI
12087,labor camp,camp where prisoners are interned for forced labor,AI
12088,unemployment assistance,wage-replacement benefit for unemployed citizens,AI
12089,unemployment rate,proportion of people without a job compared to those with a job,AI
12090,number of unemployed,number of unemployed people,AI
12091,job cuts,reduction of jobs,AI
12092,job loss,loss of employment,AI
12093,work process,process of work,AI
12094,workroom,room where work is done,AI
12095,work hour,hour in which one works,AI
12096,working time model,scheme for distribution of working time,AI
12097,architecture competition,competition seeking best architectural design for a project,AI
12098,poor district,city district mostly inhabited by the poor,AI
12099,nuclear policy,the goals and decisions of a government concerning the use of nuclear energy,AI
12100,nuclear test,testing of nuclear explosives,AI
