id,translate,translate_description,source
8701,Gebauer,family name,AI
8702,birth house,house where someone was born,AI
8703,birthday gift,gift given for a birthday,AI
8704,memorial stone,stone block set up to remember something or someone,AI
8705,region,landscape or region,AI
8706,interweaving,interwoven structure,AI
8707,followers,totality of followers of someone or something,AI
8708,counterattack,attack that follows an enemy attack,AI
8709,opposite pole,other pole or counterpart with distinctly different properties,AI
8710,equivalent,value considered an equivalent replacement,AI
8711,financial institution,company for financial transactions where customers deposit or withdraw money,AI
8712,community project,project carried out jointly,AI
8713,chief music director,leading music director of an institution,AI
8714,generator,machine that converts mechanical energy into electrical energy,AI
8715,Genesis,first book of Moses,AI
8716,genetics,science and study of heredity,AI
8717,genius,creative spirit inherent in a person,AI
8718,genetic engineering,technology for changing genetic material,AI
8719,geologist,scientist working in geology,AI
8720,overall ranking,overall ranking in a competition,AI
8721,sexual intercourse,sexual union involving penetration,AI
8722,speed limit,setting of a maximum speed on roads,AI
8723,amendment,change to a law,AI
8724,gesture style,way of behavior toward others,AI
8725,use of violence,use of violence,AI
8726,weight class,classification of athletes by body weight,AI
8727,Gibraltar,British overseas territory at the southern tip of Spain,AI
8728,equation,treating and considering as equivalent,AI
8729,Gulf state,state located on the Persian Gulf,AI
8730,gorilla,member of the genus of great apes,AI
8731,gravestone,memorial stone placed on a grave,AI
8732,grenade,projectile filled with explosive charge and fuse,AI
8733,Greek,citizen of Greece,AI
8734,basic research,research into fundamentals without focusing on practical use,AI
8735,groundbreaking,ceremonial start of construction,AI
8736,goulash,stew with small pieces of meat strongly seasoned,AI
8737,oats,cereal with loose panicles,AI
8738,Haifa,city in Israel,AI
8739,commercial register,public register of merchants at the registry court,AI
8740,harp,very old string instrument with a triangular frame,AI
8741,harmonization,action to align things or sounds,AI
8742,hard court,playing field with hard surface often reddish sand,AI
8743,main occupation,primary occupation providing most of the livelihood,AI
8744,chief inspector,high police rank,AI
8745,main part,largest and central part of a whole,AI
8746,house entrance,entrance of a house,AI
8747,building services,technology in a building,AI
8748,lifter,person or device that lifts,AI
8749,pike,elongated freshwater predatory fish with long head and strong teeth,AI
8750,yeast,single celled fungus reproducing by budding or fission,AI
8751,home village,small settlement one considers home,AI
8752,local museum,museum dedicated to regional topics,AI
8753,cheerfulness,cheerful relaxed mood,AI
8754,female helper,female person who helps or supports someone,AI
8755,stallion,uncastrated male of horse and related animals,AI
8756,herring,fish with green blue back and silvery sides,AI
8757,heart content,for pleasure and whim,AI
8758,hypocrisy,pretending untruths; a form of lying,AI
8759,rear axle,axle behind the vehicle center of mass holding rear wheels,AI
8760,ambush,concealed place from which one attacks by surprise,AI
8761,turning toward,orientation toward something with interest,AI
8762,busy period,very strong activity,AI
8763,high mountains,mountain range reaching over 1500 m,AI
8764,high jump,competition where athletes jump over a bar,AI
8765,engine displacement,volume displaced by all pistons in a combustion engine,AI
8766,hundred,item with size value measure or number 100,AI
8767,individual,an individual in its totality and uniqueness,AI
8768,industrial conglomerate,large company selling industrially produced goods,AI
8769,industrialized country,highly developed country with much industry,AI
8770,industrialist,owner of an industrial company,AI
8771,industrial location,location of industry,AI
8772,infectious disease,disease caused by pathogens,AI
8773,computer scientist,person working in computer science,AI
8774,interior senator,senator responsible for internal affairs in city states,AI
8775,instrumentalization,misuse of something for own purposes,AI
8776,conflict of interest,conflict of different interests,AI
8777,internationalization,expansion of action beyond national borders,AI
8778,internet access,hardware and software prerequisites to access the internet,AI
8779,interpellation,formal request for information by parliamentarians to the government,AI
8780,Interpol,international organization for crime fighting based in Lyon,AI
8781,investment bank,bank for investments,AI
8782,investment program,plan for investing capital to maximize profit,AI
8783,investment volume,totality of funds invested,AI
8784,Irishman,citizen of Ireland,AI
8785,annual balance,total annual accounts of a company,AI
8786,millennium,period of 1000 years,AI
8787,youth department,department for youth,AI
8788,youth center,house for youth work,AI
8789,youth hostel,simple hotel where youths can stay cheaply,AI
8790,Yugoslavia,former state in southeastern Europe,AI
8791,junker,young land nobleman or noble estate owner,AI
8792,junta,military government,AI
8793,female justice senator,female senator for justice,AI
8794,camera team,team for filming,AI
8795,chamber orchestra,orchestra with few musicians,AI
8796,fighter aircraft,aircraft armed for military missions,AI
8797,cantonal government,government of a canton,AI
8798,potato,crop plant with white bluish flowers and green berries,AI
8799,cash register,cash register,AI
8800,Catholic,member of the Roman Catholic Church,AI
