id,translate,translate_description,source
3001,inauguration,ceremony officially opening a building or institution,AI
3002,iron,"chemical element, silver-white metal",AI
3003,elf,"mythical being, nature spirit",AI
3004,elegance,"grace, elegance",AI
3005,electronics,subfield of electrical engineering dealing with electronic components,AI
3006,energy supplier,company supplying electricity,AI
3007,resolution,choice after consideration; decision,AI
3008,horror,feeling of shocked horror,AI
3009,disposal,removal of unwanted things,AI
3010,invention,novel material constructs or methods with useful applications,AI
3011,research,research into a matter,AI
3012,preservation,securing continued existence,AI
3013,decree,official order or instruction,AI
3014,extortion,illegal coercion by threat,AI
3015,pathogen,cause of a disease,AI
3016,creation,creating; often technical products,AI
3017,yield,positive result of an effort,AI
3018,archbishop,bishop of an archdiocese and head of a church province,AI
3019,floor,ground floor or storey of a building; first floor usually means the floor above ground and sometimes the ground floor,AI
3020,budget,budget; economic or household plan,AI
3021,European champion,person leading Europe wide in a specific discipline,AI
3022,European championship,tournament with participants from all of Europe,AI
3023,eurozone,geographical area of the European monetary union,AI
3024,specialist knowledge,knowledge someone has of their field,AI
3025,thread,thin long body twisted from fibers,AI
3026,passenger,person who uses public transport,AI
3027,lane,marked strip on a road intended for travel in a set direction,AI
3028,driving ban,ban for a person to drive a motor vehicle on public roads usually ordered by a court,AI
3029,fairness,proper behavior toward others in private and professional dealings,AI
3030,fascism,system of rule in Italy from 1922 to 1945,AI
3031,barrel,container of wood metal or plastic for storage and transport of liquids bulk goods and similar,AI
3032,television station,station that mainly broadcasts TV programs,AI
3033,long distance transport,transport of people or goods over long distances,AI
3034,manufacturing,industrial or craft production process,AI
3035,mainland,main land area of a continent,AI
3036,determination,statement that neutrally describes a fact,AI
3037,ceasefire,temporary suspension of fighting with firearms,AI
3038,financial crisis,disruption or collapse of the financial system,AI
3039,fitness studio,place with equipment for strength and endurance training,AI
3040,shallow spot,place in the sea or a river that is not very deep,AI
3041,stain,spot that is dirty and unsightly,AI
3042,flea,wingless insect with flat body long jumping legs and mouthparts for sucking blood,AI
3043,torture,abuse or infliction of physical and mental pain,AI
3044,formation,group of people with a common purpose,AI
3045,photography,technical process that produces and stores images on light sensitive media,AI
3046,foyer,large entrance hall in a theater opera or concert hall,AI
3047,acquittal,court decision declaring the defendant not guilty,AI
3048,voluntariness,quality of doing something freely without coercion,AI
3049,feeding,act of eating for animals,AI
3050,friend circle,circle of people with whom one has friendship,AI
3051,peace agreement,treaty between warring parties to end a conflict,AI
3052,spark,small glowing particle burning in the air,AI
3053,fear,emotion in the face of impending danger,AI
3054,guest performance,one time performance of an artist or sports team in a place,AI
3055,prayer,request to a god or conversation with a god,AI
3056,command,obligation or instruction,AI
3057,captivity,state of being held prisoner,AI
3058,opposing side,party that holds the opposite view,AI
3059,headwind,wind coming from the front,AI
3060,insider tip,useful tip intended only for a limited group,AI
3061,violinist,person who plays the violin,AI
3062,hostage,person held to protect criminals or demand ransom,AI
3063,calmness,moderate attitude inner peace and balance,AI
3064,yellow,yellow hue or a section of visible light; yellow paint,AI
3065,monetary policy,economic policy measures by a government or central bank,AI
3066,municipal council meeting,meeting of the municipal council,AI
3067,recovery,restoration of health,AI
3068,cooperative,association of natural or legal persons,AI
3069,genocide,crime aimed at destroying a national ethnic racial or religious group,AI
3070,genre,art category in a general non stylistic sense,AI
3071,Georgia,country in the Caucasus,AI
3072,court proceedings,judicial hearing of a case before judgment,AI
3073,total value,total value,AI
3074,overall rating,overall rating across disciplines,AI
3075,shareholder,owner or co owner of a company,AI
3076,draft law,first version of a law text,AI
3077,legislator,person or institution that can pass laws,AI
3078,legislation,enactment of laws,AI
3079,female health minister,female head of a health ministry,AI
3080,health ministry,ministry responsible for population health,AI
3081,tissue,fabric made on a loom,AI
3082,equality,equality of rights and duties in a legal system,AI
3083,equal status,granting equal rights,AI
3084,grandee,high ranking Spanish noble,AI
3085,influenza,acute febrile viral infection of the respiratory tract,AI
3086,principle,basic rule or assumption,AI
3087,groundwater,underground water filling cavities of the earth crust and moving by gravity,AI
3088,grouping,loosely formed group with a common goal,AI
3089,port city,large settlement on sea lake or river that ships can call at,AI
3090,indoor pool,swimming pool in enclosed rooms,AI
3091,handball player,athlete who plays handball,AI
3092,trade agreement,treaty between states setting rules for trade relations,AI
3093,chamber of commerce,representation of business enterprises,AI
3094,handwriting,distinct form of a persons hand written script,AI
3095,handful,small amount that fits in a cupped hand,AI
3096,Hanke,family name,AI
3097,heap,several things thrown together in one place,AI
3098,lead actor,actor who plays the main role,AI
3099,main character,protagonist of a story,AI
3100,main thing,the most important or decisive matter,AI
3101,family doctor,doctor one consults first and who may make home visits,AI
3102,Hawaii,US state made up of islands,AI
3103,saint female,female person venerated as holy,AI
3104,healing,medical measures to overcome illness,AI
3105,brightness,sufficient to high light intensity,AI
3106,Heller plural,genitive plural of the noun Helles,AI
3107,shirt,upper body garment especially for men,AI
3108,challenger,person who competes against another,AI
3109,hearth,central fire and cooking place in a house,AI
3110,lifeblood,life,AI
3111,myocardial infarction,destruction of heart muscle areas due to blocked blood supply,AI
