id,translate,translate_description,source
10701,professional profile,set of features and tasks of a profession,AI
10702,employers' liability insurance,carrier of statutory accident insurance for private companies,AI
10703,occupational group,group of professions with common characteristics,AI
10704,insult,act of insulting,AI
10705,seizure,confiscation by official order,AI
10706,squatter,male person who unlawfully occupies something,AI
10707,ideal cast,ideal casting or lineup,AI
10708,operating company,company that operates something,AI
10709,work climate,workplace atmosphere affecting morale,AI
10710,female works council chair,chairwoman of the works council,AI
10711,guard,person who guards,AI
10712,district advisory board,advisory committee of a district,AI
10713,district council assembly,assembly of district councillors,AI
10714,biathlete,athlete who practices biathlon,AI
10715,low-cost airline,airline offering very low prices,AI
10716,biodiesel,fuel for diesel engines made from renewable raw materials,AI
10717,birch,representative of the genus Betula,AI
10718,paleness,state of being pale,AI
10719,pencil,writing instrument made of wood with a graphite core,AI
10720,blindness,inability to see,AI
10721,flash,brief very bright light used in photography,AI
10722,floral decoration,decoration made of flowers,AI
10723,bomb attack,attack carried out with a bomb,AI
10724,bon mot,witty remark or saying,AI
10725,onboard computer,computer in a vehicle,AI
10726,fallow land,uncultivated field,AI
10727,fire disaster,fire with major personal or material damage,AI
10728,breaking machine,device for breaking material,AI
10729,brakeman,person who brakes vehicles,AI
10730,Breslau,German name of the city Wroclaw,AI
10731,postage stamp,adhesive stamp used to pay postal fees,AI
10732,bronchitis,inflammation of the bronchi,AI
10733,brood,act of brooding or incubation,AI
10734,bookkeeper,person working in accounting,AI
10735,bookmaker,person offering bets with odds,AI
10736,budgeting,planning a budget,AI
10737,Bulgarian,person from Bulgaria,AI
10738,bulletin,official published statement,AI
10739,boomerang,flat throwing object that returns to the thrower,AI
10740,Federal Garden Show,national gardening exhibition,AI
10741,Federal Ministry of Defence,federal defense ministry,AI
10742,young man,young man,AI
10743,bosom,female breast and cleavage,AI
10744,cafe,coffeehouse; cafe,AI
10745,Canberra,capital of Australia,AI
10746,caravan,caravan,AI
10747,cheerleader,person who encourages applause,AI
10748,editor-in-chief,editor-in-chief,AI
10749,chronicler,person who writes a chronicle,AI
10750,Coca-Cola,bottle of Coca-Cola,AI
10751,Colt,revolver,AI
10752,Connecticut,U.S. state,AI
10753,container ship,freight ship for containers,AI
10754,controlling,department for internal accounting,AI
10755,color,optical appearance of visible radiation; a color,AI
10756,cowboy,trigger-happy western hero,AI
10757,steamship,ship driven by a steam engine,AI
10758,deflation,general and lasting fall in prices with delayed purchasing,AI
10759,decadence,"decline, moral or cultural decay",AI
10760,denial,official refutation of a claim,AI
10761,female demonstrator,female person participating in a demonstration,AI
10762,German class,class focused on German language and literature,AI
10763,service sector,service sector,AI
10764,service company,company offering services for pay,AI
10765,business trip,trip on official duty,AI
10766,defamation,targeted slander of others,AI
10767,direct election,voting directly for a candidate,AI
10768,discus,throwing disc in athletics,AI
10769,doctoral candidate,student seeking a doctorate,AI
10770,dagger,knife with two edges,AI
10771,double murder,murder of two people,AI
10772,village church,rural church,AI
10773,rotation speed,number of rotations per time unit,AI
10774,third state,state outside an alliance,AI
10775,drug policy,political measures regarding drugs,AI
10776,Dubrovnik,city in Croatia,AI
10777,ductus,"line style in writing, drawing, and painting",AI
10778,average income,arithmetic average income of a group,AI
10779,Eicher,surname,AI
10780,self-interest,interest driven by one's own advantage,AI
10781,life of its own,development taking its own path,AI
10782,self-promotion,advertising for oneself,AI
10783,submission,introduction or contribution,AI
10784,intruder,person who gains unwanted access,AI
10785,stew,dish cooked and served in a single pot,AI
10786,individual performance,individual performance,AI
10787,single room,room for one person,AI
10788,railway worker,employee of a railway company,AI
10789,figure skating,form of skating with artistic figures and jumps,AI
10790,ice stadium,stadium for ice sports,AI
10791,parent council,parents' committee,AI
10792,parents' association,organized group of parents supporting a school,AI
10793,gallery,elevated gallery or tribune,AI
10794,final settlement,final accounting,AI
10795,final product,final product not further processed,AI
10796,decision process,process of a decision,AI
10797,determination,determination,AI
10798,pressure to succeed,pressure to be successful,AI
10799,lack,"only used in the phrase ""in Ermangelung""",AI
10800,conqueror,person who takes territory by force,AI
