id,translate,translate_description,source
7601,rugby,team game with an oval leather ball,AI
7602,rune,oldest script characters of the Germanic peoples,AI
7603,slide,structure with a sloped chute to slide down,AI
7604,case worker,person handling a specific subject area,AI
7605,safari,trip through Africa to hunt or observe big game,AI
7606,saga,literary genre of Old Icelandic prose,AI
7607,season hit,score within the period of a competition,AI
7608,sport coat,mens jacket with buttons of not too soft fabric,AI
7609,salt water,water with dissolved salt,AI
7610,sauerkraut,white cabbage preserved by lactic acid fermentation,AI
7611,sheikh,head of a family or tribe,AI
7612,spotlight beam,light emitted by spotlights,AI
7613,shyness,timid reserved behavior,AI
7614,arbitration tribunal,private decision body whose ruling has effect of a court judgment,AI
7615,sleeping place,area suitable for resting in a state of outer calm,AI
7616,mud fight,play on muddy ground,AI
7617,defeat,losing in a military personal or sport conflict,AI
7618,inflatable boat,boat with inflatable hull made of hard rubber or similar plastics,AI
7619,gorge,narrow and steep cut in a valley,AI
7620,final third,closing third,AI
7621,snout,protruding mouth and nose area of animals,AI
7622,sniffing,act of inhaling a substance through the nose,AI
7623,school operation,operation of a school,AI
7624,debt level,amount of debt,AI
7625,debtor,person or organization that owes money to a creditor,AI
7626,shoulder injury,injury that affects the shoulder,AI
7627,shootout,conflict in which firearms are fired at each other,AI
7628,safety zone,area meant to provide safety for someone or something,AI
7629,swallow,agile songbird of the family Hirundinidae,AI
7630,Swedish woman,female citizen of Sweden,AI
7631,daughter in law,wife of the son or daughter,AI
7632,sailboat,sport boat powered mainly by wind,AI
7633,soap,water soluble cleaning agent for body hygiene,AI
7634,sect,small religious community split from large religious communities,AI
7635,self image,assessment someone develops of themselves,AI
7636,self doubt,uncertainty about what one does can do or wants,AI
7637,sequence,series of similar things,AI
7638,security guarantee,assurance that someone or something will remain safe in a threatening situation,AI
7639,preventive detention,detention of an offender after prison to protect the public when still dangerous,AI
7640,sieve,surface with holes for separating mixed materials also used figuratively,AI
7641,silhouette,outline that stands out dark against a background,AI
7642,symphony,large work for orchestra whose first movement is usually in sonata form,AI
7643,ski slope,part of a mountain opened for downhill skiing,AI
7644,script,written notes or transcript of a lecture,AI
7645,immediate program,program with immediate measures,AI
7646,female soldier,female member of military personnel of a country,AI
7647,special envoy,envoy for special tasks,AI
7648,special commission,working group set up for a specific task,AI
7649,sunburn,skin burn caused by the sun,AI
7650,social work,qualified help in difficult life situations,AI
7651,female social worker,qualified female helper in difficult life situations,AI
7652,female social democrat,female supporter of social democracy or member of a social democratic party,AI
7653,social partner,partner in social partnership,AI
7654,social welfare system,all institutions and measures concerning social care and provision in a society,AI
7655,spaghetti,long thin pasta usually made from durum wheat semolina,AI
7656,Sparta,ancient city in Greece,AI
7657,tinsmith,craftsman who works and produces metal objects,AI
7658,reflection,image of an object in a mirror,AI
7659,game community,grouping of people for the purpose of playing together,AI
7660,spider,small eight legged animal that often spins threads,AI
7661,spy,secret unrecognized observer who scouts the opposing side,AI
7662,sports federation,sports federation,AI
7663,language use,use of language in utterances,AI
7664,spook,unexplained or eerie threatening event,AI
7665,state council,council of a state,AI
7666,coup,violent sudden overthrow,AI
7667,state treaty,binding agreement between autonomous territorial entities,AI
7668,chief of staff,superior of a group of officers who advise him,AI
7669,city archive,municipal institution for preserving regional history and official documents,AI
7670,urban motorway,motorway located within a city,AI
7671,city district,district of a city or municipality with its own name,AI
7672,city border,territorial border of a city,AI
7673,city hall building,building in a city,AI
7674,steel plant,plant that produces steel,AI
7675,path,simple path in steep terrain,AI
7676,Stone Age,prehistoric period when humans made tools from stone not metal,AI
7677,death,archaic form of dying,AI
7678,star singers,children dressed as the Three Kings who sing and collect donations around January 6,AI
7679,observatory,place for space observations with scientific instruments,AI
7680,tax policy,political activities concerning taxes part of fiscal policy,AI
7681,boot,shoe with a shaft,AI
7682,silence,act of not speaking,AI
7683,criminal court,court for criminal cases,AI
7684,offense elements,statutory elements defining punishability,AI
7685,defense counsel,defender appointed to an accused in criminal proceedings,AI
7686,penal enforcement,execution of a final prison sentence,AI
7687,route network,totality of routes of a transport system covering an area,AI
7688,strings player,person who plays a string instrument,AI
7689,power line,electrical line carrying current,AI
7690,stube,heated living room or heated room,AI
7691,kilometers per hour,km per hour,AI
7692,mare,female animal of horses or camels,AI
7693,swamp,shallow standing water area with vegetation,AI
7694,sushi,Japanese dish of cooked rice and raw fish originally any bite sized food with vinegar rice,AI
7695,symbiosis,living together of organisms of different species for mutual benefit,AI
7696,syndrome,totality of symptoms of an illness,AI
7697,synonym,word with the same meaning as another in a specific context,AI
7698,system change,change of a system,AI
7699,agenda item,item on an agenda,AI
7700,typhoon,tropical cyclone in the northwestern Pacific,AI
