id,translate,translate_description,source
10101,charter of freedom,document granting permission exemption or release from serfdom,AI
10102,deprivation of freedom,restriction of a persons freedom by authorities or courts,AI
10103,xenophobia,hostile attitude toward foreigners,AI
10104,foreign word,loanword that keeps original spelling pronunciation and grammar,AI
10105,peace initiative,initiative aimed at creating peace and starting negotiations,AI
10106,peace policy,policy aimed at achieving or maintaining peace,AI
10107,peacekeeping,measures to preserve peace,AI
10108,animal feed,things fed to animals,AI
10109,gallerist,operator of an art gallery,AI
10110,figurehead,usually female wooden figure at the bow of a sailing ship,AI
10111,gamma,name of the third Greek letter,AI
10112,horticulture,intensive cultivation of flowers fruit and vegetables and the techniques for it,AI
10113,garden city,city characterized by many gardens and green spaces,AI
10114,gas price,amount of money to be paid for fuel or liquid gas,AI
10115,host family,family that hosts a person such as an exchange student for a period,AI
10116,guest commentary,commentary written by a guest author,AI
10117,nag,low quality horse,AI
10118,behavior,behavior characterized by particular features,AI
10119,intelligence chief,head of an intelligence service,AI
10120,intelligence officer,employee of an intelligence service,AI
10121,secret police,secret police unit with special powers in totalitarian states,AI
10122,hostage taker,person who deprives others of freedom,AI
10123,ATM,automated cash dispenser,AI
10124,money supply,total amount of payment means in circulation,AI
10125,municipal association,association of municipalities,AI
10126,inspector general,highest ranking soldier of the armed forces,AI
10127,consul general,highest ranking consul head of a consulate general,AI
10128,generational contract,agreement where working generation finances pensions of the older,AI
10129,comrade,person who accompanies another through certain areas of life,AI
10130,geometry,science of forms in plane and space,AI
10131,jurisdiction,authority to administer justice,AI
10132,complete works,entire work of an author or artist,AI
10133,ghost,spirit or usually frightening supernatural being,AI
10134,designer,person who designs something,AI
10135,health reform,major legal restructuring of health care often to cut costs,AI
10136,health protection,sum of measures to protect people from harm,AI
10137,recovery,process of becoming healthy again,AI
10138,profit zone,area with profit,AI
10139,tugging,prolonged violent pulling on something,AI
10140,giraffe,large long legged plant eating mammal of African savannas,AI
10141,equation,symbolic formula asserting equality of two values or terms,AI
10142,embers,glowing material combustion without flames,AI
10143,grammar,language knowledge with rules and lexicon,AI
10144,griffin,legendary creature with eagle head and wings and lion body,AI
10145,groto,short cave often artificial,AI
10146,landowner,person who owns land,AI
10147,land register,court register of property transactions,AI
10148,baseline,baseline of a sports field marking start and end,AI
10149,core problem,central fundamental problem,AI
10150,fundamental question,question of fundamental importance,AI
10151,base stock,initial set or amount available at the start,AI
10152,half moon,moon when half illuminated,AI
10153,indoor tournament,competition held in a hall,AI
10154,hamster,rodent with thick fur and short tail of the Cricetidae family,AI
10155,hand grenade,metal container filled with explosive thrown by hand,AI
10156,glove,garment that covers the hand and fingers for warmth or protection,AI
10157,hemp,genus of flowering plants with palmate leaves and tough fibers,AI
10158,hangar,large covered hall for storing and servicing aircraft,AI
10159,Haslinger,family name,AI
10160,main attraction,most impressive attraction,AI
10161,secondary school certificate,certificate awarded after Hauptschule in Germany,AI
10162,major work,most important work of an artist or scientist,AI
10163,house call,visit to a person in their home,AI
10164,budget debate,parliamentary exchange about income and expenses of a city or state,AI
10165,household helper,person employed to help with housework,AI
10166,househusband,man who runs the household,AI
10167,major incident,major damage event especially in transport,AI
10168,hearing,questioning of experts and witnesses by a committee,AI
10169,hegemony,dominant position and supremacy,AI
10170,hectoliter,volume unit of 100 liters,AI
10171,reduction,act of making something smaller or less,AI
10172,manor house,house inhabited by owner of an agricultural estate,AI
10173,relief action,undertaking aimed at helping someone,AI
10174,high speed train,train that can travel above 270 kmh,AI
10175,boom,phase of high economic growth,AI
10176,high voltage,electrical voltage above 1000 volts,AI
10177,high technology,very advanced technology,AI
10178,court,retinue of servants and confidants of a monarch,AI
10179,cavity,empty or fluid filled space inside something solid,AI
10180,wooden house,house built entirely of wood,AI
10181,Hornung,old term for February,AI
10182,dog feces,feces from a dog,AI
10183,idyll,state of simple peaceful life,AI
10184,ardor,strong devotion to a feeling or project,AI
10185,individualization,tendency to emphasize freedom and independence of the individual,AI
10186,information technology,science of information technology,AI
10187,guild,association of craftsmen of the same trade,AI
10188,intellect,ability to think and understand,AI
10189,interim,interim period,AI
10190,Islamist,adherent of Islamism,AI
10191,annual average,average value over a year,AI
10192,snack,small meal between main meals,AI
10193,jockey,rider of racehorses,AI
10194,youth culture,cultural activities and styles of youth,AI
10195,youth orchestra,orchestra of youths,AI
10196,youth theater,theater for youths,AI
10197,chamber play,play for a small stage,AI
10198,runoff vote,vote where two candidates compete closely,AI
10199,combat mission,participation in military actions,AI
10200,candidate list,list of people running for something,AI
