id,translate,translate_description,source
901,explosion,sudden volume expansion with loud bang due to chemical or nuclear reactions with rising temperature and pressure causing damage,AI
902,manhunt,search for persons by warrant or search order,AI
903,female driver,female driver of a vehicle,AI
904,bicycle,vehicle driven by pedaling with two wheels in line,AI
905,direction of travel,direction in which a vehicle is moved,AI
906,factor,operand in multiplication and part of a product,AI
907,trap,device for catching wild animals,AI
908,fan,enthusiastic supporter of something or someone,AI
909,color,particular range of visible light in the electromagnetic spectrum,AI
910,favorite,being that is preferred by someone,AI
911,conclusion,summarized result or summary,AI
912,celebration,festive event for a specific occasion,AI
913,television,broadcasting reception and the technology of image and sound transmission,AI
914,arrest,holding a person on a legal basis for a preliminary period,AI
915,figure,body shape or human form,AI
916,finance minister,head of a finance ministry and responsible for state finances,AI
917,finger,movable part of the hand of higher primates,AI
918,fisher,worker who professionally catches fish,AI
919,meat,muscle and often fatty tissue,AI
920,flight,movement of a body through the air mainly using aerodynamics,AI
921,airplane,aircraft heavier than air that uses aerodynamic lift,AI
922,river,large flowing body of water,AI
923,fund,reserve of assets for specific purposes,AI
924,format,form and size of paper books files or films,AI
925,formula,symbolic equation or expression to calculate a quantity,AI
926,progress,societal positive development,AI
927,continuation,act of continuing,AI
928,forum,real or virtual place to exchange opinions and ask questions,AI
929,parliamentary group,voluntary association of members to pursue political goals in parliament,AI
930,outdoor pool,swimming pool outdoors,AI
931,Freiburg,city in Baden Wurttemberg,AI
932,release,release from custody or an unfree situation,AI
933,free state,state where power comes from the people,AI
934,friendship,relationship between two or more friends,AI
935,freshness,pleasant cooling effect,AI
936,deadline,period for a specific goal or project,AI
937,front,suddenly occurring boundary between air masses,AI
938,find,object found by someone,AI
939,host,person who invites someone as a guest,AI
940,gastronomy,economic sector of professional catering and hospitality,AI
941,birth,birth event,AI
942,patience,ability to wait for something,AI
943,region,landscape region not precisely delimited,AI
944,object,material thing of not too large size,AI
945,present,the temporal now between past and future,AI
946,opposite train,train traveling in the opposite direction on the same line,AI
947,secret,hidden action or information,AI
948,brain,part of the central nervous system located in the head,AI
949,fine,penalty requiring payment of money for an offense,AI
950,permission,granting or existence of permission to do something,AI
951,Geneva,city in Switzerland,AI
952,justice,principle or state in which each person gets what they deserve,AI
953,events,what is happening or occurring,AI
954,gift,transfer of ownership without expecting something in return,AI
955,taste,sense of taste or taste perception,AI
956,bill,preliminary not yet adopted form of a law,AI
957,trade union,organization of employees to pursue interests,AI
958,winner,person or institution that wins a competition,AI
959,conscience,mechanism that evaluates actions by moral standards,AI
960,thunderstorm,weather event with lightning and thunder often with heavy rain,AI
961,God,superhuman or supernatural personality postulated to explain phenomena,AI
962,gram,unit of mass equal to a thousandth of a kilogram,AI
963,committee,group formed for consultation or decision making,AI
964,Greece,state in southeastern Europe,AI
965,handle,part of an object intended to be held,AI
966,primary school,school for grades 1 to 4 or 6,AI
967,expert report,expert judgment on a question usually in writing,AI
968,arrest warrant,binding order to arrest a person,AI
969,half liter beer,half liter of beer served in a mug,AI
970,semifinal,round where participants qualify for the final,AI
971,half year,half of a year,AI
972,stop,station where a vehicle stops,AI
973,hammer,tool with head and handle,AI
974,craft,traditional manual trades or professions,AI
975,hatred,very strong aversion often inducing aggression,AI
976,haste,doing tasks very quickly under inner tension,AI
977,skin,largest sensory organ serving protection and regulation,AI
978,home game,match played at home in front of home crowd,AI
979,hectare,area measure equal to 10000 square meters,AI
980,helper,person who helps or supports someone,AI
981,origin,where someone or something comes from,AI
982,production,process of making something,AI
983,regard,used in fixed expressions: a certain way of seeing something,AI
984,university,institution of tertiary education for research and teaching,AI
985,courtyard,enclosed space on a property usually surrounded by buildings,AI
986,wood,material of a tree composed of cellulose and lignin,AI
987,Huber,farmer of a hube in southern Germany and Austria,AI
988,helicopter,aircraft kept aloft by one or more horizontal rotors,AI
989,ideal,goal recognized as highest value or idea of perfection,AI
990,index,register such as an alphabetical list or overview,AI
991,information,brief informative message,AI
992,content,substance of something; what it consists of,AI
993,interior minister,head of the interior ministry,AI
994,interior ministry,ministry responsible for internal affairs,AI
995,innovation,introduction of something new with expected improvements,AI
996,Innsbruck,city in Austria,AI
997,insolvency,consequence of inability to pay,AI
998,installation,assembling parts and the finished system,AI
999,institute,institution for research education or similar,AI
1000,instrument,tool or device for measurement or investigation,AI
