id,translate,translate_description,source
13201,simulation exercise,method to simulate and train complex projects such as maneuvers,AI
13202,plane tree,deciduous tree of the Platanaceae family up to 50 meters,AI
13203,record player,device for playing records,AI
13204,poetics,poetry theory and criticism,AI
13205,polyclinic,hospital offering mainly outpatient treatment,AI
13206,porno,medium containing pornographic content,AI
13207,judge,juror in a competition,AI
13208,press chief,head of the press department,AI
13209,private property,property of a private person,AI
13210,private television,television operated privately not public service,AI
13211,private household,economic unit of at least one private person,AI
13212,private person,male person in his own personal sphere,AI
13213,profession,profession vocation trade passion,AI
13214,profiling,showing a clear trait or stance to stand out,AI
13215,prophylaxis,measures to prevent especially diseases,AI
13216,proportional system,short for proportional electoral system,AI
13217,Protestant,member of a Christian denomination arising from the Reformation,AI
13218,provenance,origin,AI
13219,provincial town,small or medium city outside major centers,AI
13220,gala session,festive session in carnival,AI
13221,publicity,public attention caused by media coverage,AI
13222,publishing,publication field of mass communication and media,AI
13223,punk,member of punk subculture rejecting bourgeois values,AI
13224,spring,place where water or air emerges,AI
13225,withholding tax,tax collected at the source of income,AI
13226,speed radar control,radar speed check,AI
13227,report,reporting,AI
13228,smoke poisoning,poisoning from inhaling toxic smoke,AI
13229,test tube,cylindrical glass tube with closed round end for lab tests,AI
13230,vine,tendril of a grapevine,AI
13231,grapevine,individual grapevine plant,AI
13232,legal expert,person with extensive knowledge of legal issues,AI
13233,legal studies,science of interpreting and analyzing legal texts,AI
13234,giant warrior,rough gigantic warrior hero from legends,AI
13235,department head,head of a department,AI
13236,reform policy,reformist policy oriented to reforms,AI
13237,reform proposal,proposal for how something should be renewed,AI
13238,downpour,heavy rain shower,AI
13239,government bill,proposal by the government,AI
13240,regionalization,shift to regions,AI
13241,regulation,regulation by rules,AI
13242,state railway,state railway company,AI
13243,Reichsmark,currency of the German Reich from 1924 to 1948,AI
13244,complaint,complaint about a defect and request for remedy,AI
13245,resentment,emotional aversion or prejudice,AI
13246,remaining term,remaining part of a given term,AI
13247,cattle plague,disease among cattle,AI
13248,risk group,group of people for whom a certain risk exists,AI
13249,back of the hand,back of the hand or upper side of the wrist,AI
13250,rococo,style period 1730 to 1780 with lighter playful forms,AI
13251,rest break,break in an activity for rest,AI
13252,broadcasting council,body overseeing programs of public broadcasters,AI
13253,curve,curved surface or line,AI
13254,Rus,eastern Slavic state entities from 9th to 17th century,AI
13255,donation in kind,donation of goods,AI
13256,sampler,collection also music sampler,AI
13257,sandal,simple shoe held by a strap construction,AI
13258,sand court,court or sports field prepared with sand,AI
13259,restorer,person or firm that rehabilitates,AI
13260,pollutant,chemical substance that harms nature above a certain level,AI
13261,counter hall,large room with service counters for customers,AI
13262,shiver,sudden sensation of cold,AI
13263,show trial,public staged trial with conviction predetermined,AI
13264,scherzo,cheerful musical piece,AI
13265,Schilcher,Austrian rose wine variety from Styria made from Blauer Wildbacher,AI
13266,chimpanzee,member of the chimpanzee genus of great apes,AI
13267,pothole,hole in the road surface,AI
13268,Schleicher,surname,AI
13269,Silesia,region in Central Europe,AI
13270,final placing,final ranking position,AI
13271,pacemaker,person who sets the pace,AI
13272,textbook,book used as basis for teaching in school,AI
13273,blame assignment,assigning blame to someone or something,AI
13274,education policy,politics concerning design and administration of school system,AI
13275,class period,lesson unit,AI
13276,education system,all circumstances that play a role in organizing and running schools,AI
13277,fluctuation,constant change,AI
13278,filth,gross dirt or dirty state of objects or beings,AI
13279,seriously injured person,person who is seriously injured and needs treatment,AI
13280,wing,wing,AI
13281,tendon,band of connective tissue between muscles and bones transmitting mechanical forces,AI
13282,soap opera,television series without fixed end aired regularly daily or weekly,AI
13283,rope team,group of mountaineers tied to a common rope,AI
13284,section chief,high civil service title,AI
13285,suicide attack,attack on people where the attacker accepts their own death,AI
13286,seminar room,room in a building where seminars are held,AI
13287,transmission mast,mast from which broadcasts can be transmitted,AI
13288,serenade,evening musical performance as song with accompaniment or instrumental,AI
13289,sergeant,rank of a non commissioned officer,AI
13290,security directorate,authority for security,AI
13291,security question,question related to security,AI
13292,winners podium,raised platform for the award ceremony of top three participants,AI
13293,solar cell,component of semiconductors that converts sunlight into electrical energy,AI
13294,sonata,musical piece with several movements,AI
13295,special summit,extraordinary summit,AI
13296,special party congress,party congress held because of special circumstances,AI
13297,Sunday work,work on Sunday,AI
13298,social contribution,levy for social purposes,AI
13299,social policy politician,politician mainly concerned with social policy,AI
13300,social housing,subsidized apartment for people who cannot afford market housing,AI
