id,translate,translate_description,source
11501,final disposal,permanent storage of waste,AI
11502,development policy,political measures related to development aid,AI
11503,globe,"the planet Earth, emphasizing its spherical shape",AI
11504,success report,report of a success,AI
11505,success story,story of success,AI
11506,leisure pool,leisure pool with attractions,AI
11507,theme park,theme park,AI
11508,enlightenment,insight leading to new consciousness,AI
11509,humiliation,degrading treatment,AI
11510,first edition,first publication of a printed work,AI
11511,establishment,business or venue sometimes of questionable reputation,AI
11512,budget draft,thought out but not yet approved plan for a budget with income and expenses,AI
11513,Eurotunnel,50 km railway tunnel under the Strait of Dover between Folkestone in the UK and Coquelles in France,AI
11514,euthanasia,easing of dying through pain relieving medicines and care,AI
11515,executive committee,committee in an organization that decides and implements,AI
11516,exhibitionist,person who gains sexual pleasure from exposing themselves to strangers,AI
11517,exporter,trader who exports goods abroad,AI
11518,female specialist,female person trained in a field with corresponding knowledge,AI
11519,driving service,service for driving or transport,AI
11520,crease,long unevenness in a flat smooth surface especially in textiles paper skin and similar,AI
11521,color accent,small color accent,AI
11522,fencer,athlete who practices fencing,AI
11523,misdevelopment,change in the wrong direction over time,AI
11524,long haul driver,truck driver who performs transport over long distances,AI
11525,telescope,optical device with one eyepiece to improve distant vision,AI
11526,television studio,rooms of an institution where TV programs are produced,AI
11527,television crew,work group that makes TV recordings,AI
11528,party,casual informal celebration,AI
11529,feuilleton,culture section of a newspaper,AI
11530,fighter,fighter in English,AI
11531,file,file in English,AI
11532,film reel,spool on which a film is wound,AI
11533,felt,tangled fibrous material made by compressing unspun hair or wool,AI
11534,final victory,victory in the final of a tournament or competition,AI
11535,fixation,fastening of someone or something,AI
11536,air passenger,person traveling by airplane,AI
11537,formal error,error in form or formality,AI
11538,research community,association of researchers or institutions for joint research,AI
11539,camera,device for taking photos,AI
11540,group board,board of a parliamentary group,AI
11541,Franciscan,member of a mendicant order founded by Francis of Assisi,AI
11542,gynecologist,doctor specializing in womens diseases and obstetrics,AI
11543,freak,person passionately devoted to a specific topic,AI
11544,baron,noble title,AI
11545,tourism,travel and holiday traffic by non residents,AI
11546,peace conference,meeting to discuss a state of peace,AI
11547,Fromme plural,nominative plural of the noun Frommer,AI
