id,translate,translate_description,source
13401,constitutional law expert,jurist specialized in constitutional law,AI
13402,alienation,making something less familiar,AI
13403,sales manager,head of sales,AI
13404,point of sale,place where something is offered for sale,AI
13405,traffic obstruction,obstruction in traffic caused by an event,AI
13406,traffic problem,difficulty dealing with a traffic situation,AI
13407,transport senator,senator responsible for infrastructure in city states,AI
13408,traffic engineering,technology for controlling and securing traffic,AI
13409,transport connection,possible route or transport to get from one place to another,AI
13410,transport system,sum of technical social and economic facilities needed for transport processes,AI
13411,publishing group,group of publishing houses,AI
13412,loss zone,area with losses,AI
13413,marketer,person or company for marketing,AI
13414,reduction,reduction in number or quality; weakening of feelings,AI
13415,difference,difference,AI
13416,contamination,contamination,AI
13417,insurance group,group of insurers,AI
13418,insured sum,amount covered in case of loss,AI
13419,administrative director,director of administration,AI
13420,refuser,person who категорически refuses something,AI
13421,confusion tactics,deliberately caused confusion to unsettle others,AI
13422,quad event,sport consisting of four disciplines,AI
13423,four cylinder,combustion engine with four cylinders,AI
13424,violin concerto,solo concerto with violin accompanied by orchestra,AI
13425,cello,second largest string instrument,AI
13426,vowel,speech sound with unobstructed airflow and vibrating vocal cords,AI
13427,people's front,political people's front,AI
13428,people's chamber,parliament such as in the GDR,AI
13429,representation,body representing the will of the population,AI
13430,voodoo,syncretic cult from West Africa practiced in Haiti,AI
13431,prediction,statement about something that will be in the future,AI
13432,ancestor,living being from whom a younger being descends,AI
13433,forehand,player who must play the first card in a trick,AI
13434,privilege,right that others do not have,AI
13435,early retirement,period from actual retirement to statutory pension age,AI
13436,advance,amount of money given in advance against future performance,AI
13437,preliminary examination,preliminary examination,AI
13438,advance ticket office,place for advance ticket sales,AI
13439,anteroom,first room accessible to clients in a practice or office,AI
13440,guard service,service that patrols and secures objects or facilities,AI
13441,guard,male person tasked with guarding,AI
13442,election observer,independent person who observes and controls an election,AI
13443,orphan,minor who has lost one or both parents by death,AI
13444,orphan child,child whose parents have died,AI
13445,Walkman,small portable cassette player with headphones,AI
13446,wall painting,form of painting using a wall as ground,AI
13447,Wank,mountain in Bavaria; also surname,AI
13448,bug,suborder of insects within Hemiptera,AI
13449,immobilizer,device preventing a vehicle from being driven away,AI
13450,wine tasting,tasting for a small group to judge wine quality,AI
13451,advertisement film,short film for advertising purposes,AI
13452,advertising poster,poster advertising a product or service,AI
13453,advertising slogan,stylized phrase repeated for advertising,AI
13454,value correction,correction of a value,AI
13455,weather frog,tree frog kept in a glass to predict weather by its position,AI
13456,race,competition of sailing boats,AI
13457,poacher,person who illegally hunts game,AI
13458,winter resort,town with nearby opportunities for winter sports,AI
13459,economic research institute,institute for scientific study of the economy,AI
13460,economic life,all processes and events within an economy,AI
13461,economic plan,plan for economy or finances,AI
13462,wiper,short for windshield wiper,AI
13463,wave,large strong water wave,AI
13464,welfare state,state that largely ensures social security and participation of citizens,AI
13465,marvel,admirable work,AI
13466,Zapf,surname; cone shape,AI
13467,sorcerers apprentice,figure from Goethes ballad,AI
13468,animated cartoon,animation made from sequential drawings,AI
13469,time lapse,accelerated long term recording showing slow processes quickly,AI
13470,newspaper interview,interview conducted for publication in a newspaper,AI
13471,cell nucleus,organelle containing the DNA of eukaryotic cells,AI
13472,central bank council,council of a central bank,AI
13473,central institute,central institute,AI
13474,central locking,device to lock or unlock all doors from a central point,AI
13475,gypsy,term sometimes used for Roma and Yenish people,AI
13476,interest income,income from interest,AI
13477,customs office,public office responsible for duties on import and export,AI
13478,zoologist,scientist who studies animals,AI
13479,additive,substance that is added,AI
13480,space between,free space between at least two things or persons,AI
13481,interjection,call during a speech or performance,AI
13482,evening academy,an institution that holds classes in the evening,AI
13483,evening hour,an hour in the evening (between 6 p.m. and midnight),AI
13484,Abitur candidate,student taking or who has taken the Abitur,AI
13485,measurement,determining a physical quantity; taking dimensions,AI
13486,abstract,short objective summary of a longer text,AI
13487,wastewater association,association for wastewater disposal,AI
13488,armpit,place where the upper arm attaches to the torso,AI
13489,sixty-eighter,participant or sympathizer of the 1968 movement,AI
13490,agriculture commissioner,commissioner for agriculture,AI
13491,agricultural product,product produced by a farm,AI
13492,agrarian reform,reforms affecting the agricultural sector,AI
13493,share capital,capital divided into shares,AI
13494,stock option,right to buy or sell a share later at an agreed price,AI
13495,share swap,exchange of shares,AI
13496,actuary,insurance mathematician,AI
13497,alarm bell,bell rung to activate people in danger,AI
13498,Alitalia,former Italian airline,AI
13499,peer,someone of the same age,AI
13500,office room,workroom of an official,AI
