id,translate,translate_description,source
9001,reproduction,process of duplication,AI
9002,revolver,handgun with a rotating cylinder,AI
9003,bark,outer usually harder layer of woody plants,AI
9004,female rival,female person pursuing the same goal where only one can achieve it,AI
9005,biker,member of a subculture of mostly black clad motorcycle riders in clubs,AI
9006,rouge,red shade of makeup,AI
9007,rush,rush or haste in English,AI
9008,Saxon,person born or living in Saxony Germany,AI
9009,balance,difference between debit and credit,AI
9010,Salzach,river in Austria and Germany,AI
9011,sanction,confirmation or justification,AI
9012,record,round disk with analog recorded sounds,AI
9013,circuit,connection of electrical components,AI
9014,Schaub,family name,AI
9015,swing,device that moves up and down around a pivot,AI
9016,heap of shards,collection of broken pieces of glass or ceramic,AI
9017,harassment,deliberate difficulty to make something harder malicious annoyance,AI
9018,reed,dense marsh grass growing on lake shores up to four meters,AI
9019,glimmer,dim light or weak shine,AI
9020,slaughter,killing and butchering of livestock to obtain meat,AI
9021,sleeping bag,insulating large bag for sleeping,AI
9022,spotlight,particularly bright painted area,AI
9023,baton,police baton,AI
9024,bad weather,term for currently bad unfavorable weather,AI
9025,veil,thin semi transparent fabric used to cover head or face,AI
9026,glaze,glaze on the surface,AI
9027,blacksmith,craftsman who works metals with fire and tools,AI
9028,smuggler,person who smuggles goods across a border and avoids duties,AI
9029,Snow White,very old European fairy tale and its main figure hunted by her stepmother,AI
9030,screw,pin with thread turned into a base or nut,AI
9031,carpentry shop,workshop where a carpenter works,AI
9032,debt burden,burden caused by heavy debts,AI
9033,class,group of students taught together,AI
9034,protected area,geographic area placed under special protection for a purpose,AI
9035,intellectual disability,mental disability with IQ below 70,AI
9036,abortion,medical termination and removal of an embryo or fetus from the uterus,AI
9037,pork,prepared or intended meat from pig,AI
9038,scout,member of the youth organization of the scouts,AI
9039,sailor,person working in seafaring,AI
9040,self presentation,way a person group or institution presents itself to others,AI
9041,self staging,presentation of ones own person,AI
9042,self protection,protection of ones own person,AI
9043,selection,separating a subset by certain criteria,AI
9044,depression,shallow depression in the ground,AI
9045,alpine dairyman,person who runs dairy farming on an alpine pasture and makes cheese or butter,AI
9046,Senna,surname or plant,AI
9047,security technology,technology for safety,AI
9048,signature,abbreviated signature to confirm a document,AI
9049,bench,seat furniture usually for several people,AI
9050,ski lift,cable system that transports skiers with skis,AI
9051,sclerosis,pathological hardening or disease,AI
9052,brine,liquid mixture of water and one or more salts,AI
9053,female soloist,female person who sings dances or plays a solo,AI
9054,summer evening,end of a summer day,AI
9055,special edition,edition of a newspaper or print for a special occasion,AI
9056,special case,exception deviation from the rule,AI
9057,special regulation,rule created for a special purpose,AI
9058,special train,train running outside regular timetable for a specific purpose,AI
9059,sun umbrella,umbrella for protection against sun,AI
9060,social partnership,cooperation of employers and employees,AI
9061,span,distance between two points such as wing tips in birds insects or planes,AI
9062,austerity policy,policy focused on saving money,AI
9063,woodpecker,bird of the woodpecker family with hard long beak,AI
9064,spearhead,tip of a spear,AI
9065,top club,top club,AI
9066,top team,team that is successful over a long period,AI
9067,top team,top team,AI
9068,top earner,person who earns far above average income,AI
9069,physical education,teaching of sports,AI
9070,statesman,public man with a political profession,AI
9071,thorn,pointed plant part outgrowth of bark tissue,AI
9072,city treasury,treasury or finances of the city,AI
9073,city center,central part of a city,AI
9074,city councillors,delegates of a city,AI
9075,main plant,main plant of a company,AI
9076,star guest,prominent guest,AI
9077,runway,runway where airplanes take off,AI
9078,status symbol,something used to emphasize ones social position,AI
9079,stone throw,throwing a stone,AI
9080,starlet,small point like celestial body visible to the naked eye,AI
9081,tax burden,burden from taxes,AI
9082,tax reform,major change or reform of a tax system,AI
9083,agitation,influencing the mood,AI
9084,bush,low shrub without main trunk,AI
9085,string quartet,chamber music composition for two violins viola and cello,AI
9086,knitter,male person who operates a knitting machine and makes knitwear,AI
9087,straw,threshed cereal stalk,AI
9088,timetable,division of time for organizing work or instruction,AI
9089,subculture,group that partly or completely separates from the rest of society,AI
9090,time of day,time point or period during the day at daylight,AI
9091,valley floor,lowest points in the cross section of a valley,AI
9092,collective dispute,dispute between bargaining parties in negotiations,AI
9093,camouflage,changing appearance so origin is not or hardly recognizable,AI
9094,task,task in English,AI
9095,motive,motive for committing a particular crime,AI
9096,thousander,mountain higher than 1000 meters above sea level,AI
9097,partial success,not full success limited to a specific area,AI
9098,tennis pro,person who plays tennis professionally,AI
9099,terminator,line between day and night,AI
9100,terrorist,person who supports terrorism and plans or carries out attacks,AI
9101,female theologian,female person who has studied theology,AI
9102,therapist,person trained to apply therapies,AI
9103,Thessaloniki,city in Greece,AI
9104,little animal,small animal or young animal,AI
9105,carpenter,craftsman who makes furniture windows and doors from wood,AI
9106,front page,first page of a magazine or newspaper with title and main news,AI
9107,death sentence,court judgment ordering killing as punishment,AI
9108,recording studio,room or building for recording sound or speech,AI
9109,female goalkeeper,most defensive female player preventing goals,AI
9110,tourist attraction,place visited by many tourists,AI
9111,tourism worker,person working in tourism,AI
9112,tranche,part of a whole,AI
9113,accuracy,reliability in hitting a target,AI
9114,Trinidad,island or state in the Caribbean,AI
9115,trumpeter,person who plays the trumpet,AI
9116,gymnastics festival,festival with gymnastics competitions,AI
9117,levy,amount allocated per person or participant,AI
9118,overthrow,rapid upheaval as opposed to evolution,AI
9119,environmental protection organization,group working together to protect the environment,AI
9120,disfavor,loss of favor after unwanted action,AI
9121,lowland,lower lying land,AI
9122,background music,accompanying music,AI
9123,management consultant,external service provider helping companies solve problems and improve processes,AI
9124,discussion,usually formal conversation about an important matter,AI
9125,embezzlement,illegal appropriation of чужой property already in ones possession,AI
9126,undertone,implicit meaning of a statement,AI
9127,underworld,underworld of the dead in mythology,AI
9128,indigenous person,member of a people who first inhabited a region,AI
9129,great grandson,male child of a grandchild or third generation descendant,AI
9130,vacation destination,destination of a vacation,AI
9131,variation,act of varying or changing something,AI
9132,vase,vessel for decoration or holding flowers,AI
9133,fatherhood,state of being a father,AI
9134,appointment,agreement on a planned meeting or activity,AI
9135,annoyance,continuing irritation,AI
9136,admirer,person who loves someone often secretly,AI
9137,club house,building where a club holds meetings,AI
9138,female chairperson,female person who holds the chair of a club,AI
9139,board,group elected to run a club,AI
9140,interweaving,state of close entanglement or action creating it,AI
9141,rapist,person who commits rape,AI
9142,downplaying,portraying something as less significant or dangerous than it is,AI
9143,traffic load,load caused by traffic,AI
9144,transport company,company for transport,AI
9145,slowing,delay or becoming slower,AI
9146,lending,act of lending something,AI
9147,notation,short written entry or note for memory or communication,AI
9148,mixture,act of mixing,AI
9149,offsetting,offsetting of opposing claims,AI
9150,sinking,act of causing a ship or object to stop floating,AI
9151,insurance industry,totality of companies and people in insurance,AI
9152,price increase,increase in price of goods or services,AI
9153,contract signing,signing of a legally binding agreement,AI
9154,familiarity,state of being familiar with something,AI
9155,safekeeping,contract to keep entrusted property safe and return it,AI
9156,administrative reform,reshaping of administration,AI
9157,entanglement,act of getting entangled and the result,AI
9158,distortion,act and result of distorting,AI
9159,quarter,period of three months,AI
9160,business card,small card with a persons name and data,AI
9161,ethnic group,group defined by ethnic characteristics within a people,AI
9162,people's theater,theater for the people,AI
9163,volleyball player,player of volleyball,AI
9164,pre registration,registration in advance,AI
9165,role model function,role model function,AI
9166,harbinger,thing or person indicating what is to come,AI
9167,existence,state of being present,AI
9168,anteroom,room in front of the intended room,AI
9169,head,person who holds a leading function,AI
9170,lecture series,series of lectures,AI
9171,preface,introduction of a book,AI
9172,weapons system,complex weapon with several components,AI
9173,election outcome,outcome of an election,AI
9174,electoral district,spatial area for organizing the election process,AI
9175,election success,success in an election,AI
9176,truth content,portion of a statement that corresponds to truth,AI
9177,orphanage,home for parentless children,AI
9178,Waldorf school,school based on Rudolf Steiner methods,AI
9179,forest lake,lake in a forest; place name,AI
9180,warning shot,shot into the air to warn and induce surrender,AI
9181,water vapor,water in gaseous form,AI
9182,exchange rate,price to buy foreign currency expressed in domestic currency,AI
9183,Christmas story,story about a Christmas theme,AI
9184,vineyard,level area where wine is planted,AI
9185,wine cellar,usually underground storage room for wine,AI
9186,long jump,competition in which one jumps as far as possible,AI
9187,World Trade Organization,international trade organization WTO,AI
9188,world view,view of the world,AI
9189,workday,day on which work is legally permitted,AI
9190,value increase,increase of value,AI
9191,competition day,day when one or more sports competitions take place,AI
9192,race,race as running competition or with vehicles,AI
9193,dedication,words in a book intended for someone,AI
9194,reintegration,integration after a break,AI
9195,winter quarters,accommodation during the winter,AI
9196,science ministry,ministry responsible for science,AI
9197,state of knowledge,level of knowledge,AI
9198,living area,part of a larger unit that can be inhabited,AI
9199,dormitory,facility for a specific group where one can live,AI
9200,skyscraper,very tall building usually over 100 meters,AI
9201,wordplay,playful use of words such as double meanings,AI
9202,preferred candidate,person favored for an office job or similar,AI
9203,Zabel,surname,AI
9204,magic art,art of magic,AI
9205,zebra,African wild equid with striped coat,AI
9206,pointer,part of a measuring device or clock showing a value or direction,AI
9207,centralization,bringing together at one center,AI
9208,central council,highest leadership body of an institution,AI
9209,central government,government in a centralist state,AI
