id,translate,translate_description,source
6301,advocate,person or organization that supports a cause,AI
6302,poisoning,bodily harm by ingestion of poison,AI
6303,sales room,room where goods are sold,AI
6304,traffic volume,density or amount of traffic,AI
6305,traffic situation,current situation in traffic,AI
6306,transport company,company operating a certain type of public transport,AI
6307,defamation,damage to reputation by false statements,AI
6308,breather,short break to recover and catch breath,AI
6309,waste,unnecessary or senseless consumption,AI
6310,defense policy,political measures aimed at national defense,AI
6311,administrative court of appeal,highest administrative court,AI
6312,kinship,fact of being related,AI
6313,refusal,rejection of something desired,AI
6314,realization,implementation into reality,AI
6315,citizens initiative,instrument of direct democracy to introduce a bill,AI
6316,common speech,folk language everyday speech,AI
6317,folk music,traditional music of peoples and regions,AI
6318,volleyball,ball used for volleyball,AI
6319,bullseye,hit that strikes the center of the target,AI
6320,prevention,preventive measures especially against diseases,AI
6321,previous year level,level of the previous year,AI
6322,previous year value,value of the previous year,AI
6323,intent,willful and knowing causing of a legal injury,AI
6324,regulation,instruction that must be followed,AI
6325,advance warning,timely notice of impending danger,AI
6326,armed violence,violent use of weapons,AI
6327,election defeat,losing an election,AI
6328,election winner,person who won an election,AI
6329,preservation,behavior aimed at preserving something,AI
6330,waiting list,list for those waiting,AI
6331,waterfall,vertical drop of a river over a height step,AI
6332,hydropower,energy from moving water,AI
6333,Aquarius,zodiac sign for 21 January to 19 February,AI
6334,water level,height of the water gauge in rivers and lakes,AI
6335,water tower,structure for storing water and maintaining pressure,AI
6336,Wadden Sea,coastal area strongly influenced by tides,AI
6337,pioneer,person who paves the way for others and future developments,AI
6338,departure,act of leaving a place,AI
6339,signpost,object indicating the way to places,AI
6340,Christmas holiday,one of the days when Christmas is celebrated,AI
6341,wine growing,cultivation of vines to produce wine,AI
6342,foresight,wide view or forward thinking,AI
6343,long range view,clear view over a long distance,AI
6344,world number one,female athlete who is first in a world ranking,AI
6345,competitive advantage,advantage over competitors,AI
6346,contest,rivalry where parties try to outdo each other,AI
6347,adversary,person who works against anothers interests,AI
6348,reincarnation,beginning of a new life of the same individual after death,AI
6349,cradle,small bed for infants that can be rocked,AI
6350,Viking,member of a Germanic people of the North and Baltic Sea region,AI
6351,habitat,area where game lives,AI
6352,hibernation,hibernation like state of some mammals and birds in cold season,AI
6353,winter athlete,person who practices a winter sport,AI
6354,economic strength,performance capacity of an economy,AI
6355,economic area,geographic area with economic links and agreements,AI
6356,residential quarter,delimited area of a town or city,AI
6357,wood,golf club with a wooden head,AI
6358,Worms,city in Rhineland Palatinate,AI
6359,wording,exact form in which something was said,AI
6360,yuan,currency unit of the Peoples Republic of China,AI
6361,means of payment,thing that can be used to pay such as money or checks,AI
6362,drawer,male person who draws pictures,AI
6363,index finger,second finger between thumb and middle finger,AI
6364,time span,delimited and defined time span,AI
6365,scepter,royal insignia staff received at a coronation,AI
6366,target,target for shooting practice,AI
6367,interest rate,interest expressed in percent,AI
6368,circus tent,large often oval tent for a traveling circus,AI
6369,lemon juice,juice obtained by pressing lemons,AI
6370,imposition,impertinence or unacceptable behavior,AI
6371,meeting,meeting of people to do something,AI
6372,encounter,meeting of persons,AI
6373,pass,deliberate pass of the ball to a teammate,AI
6374,delivery,delivery of a shipment or document,AI
6375,inflow,flow of a liquid or gas toward a target,AI
6376,forced pause,involuntary pause due to external circumstances,AI
6377,two wheeler,vehicle with two wheels like bicycle or motorcycle,AI
6378,onion,edible cultivated plant of the onion family,AI
6379,twin,one of two embryos and children developed at the same time,AI
6380,sales market,market of buyers and sellers; market where goods and services are sold,AI
6381,deportation detention,detention preceding deportation,AI
6382,female department head,woman leading a department,AI
6383,out-migration,moving away from a place/country,AI
6384,affront,public verbal or written attack or insult,AI
6385,acquisition,purchase of a company or its shares to gain control,AI
6386,action week,week with actions,AI
6387,alarm system,device that emits an alarm signal when triggered,AI
6388,allergy sufferer,person who suffers from an allergy,AI
6389,nursing home,facility where elderly people live and are cared for,AI
6390,partial retirement,period before retirement with reduced working hours and pay,AI
6391,ambition,"ambition, striving for more",AI
6392,amphetamine,synthetic stimulant used as a drug,AI
6393,pineapple,tropical fruit of the pineapple plant,AI
6394,initial period,period in which something begins,AI
6395,landing approach,approach for landing of an aircraft,AI
6396,village green,"small central open area in a village, usually common meadow or pasture",AI
6397,purchase,acquisition of valuables,AI
6398,bond,interest-bearing security; borrowing from the public,AI
6399,address,exact address details to locate a person or institution,AI
6400,infection,transmission of a disease,AI
