id,translate,translate_description,source
12301,trade regulation,rules for trades,AI
12302,trade association,association of a trade,AI
12303,chance of winning,chance of profit,AI
12304,highlight,peak or special highlight,AI
12305,glasshouse,house mainly made of glass,AI
12306,creed,statement of beliefs of a religion,AI
12307,principle of equality,principle of equal treatment,AI
12308,parable,figurative story to illustrate a thought and convey insight,AI
12309,gourmet,person who enjoys and judges fine food,AI
12310,excavation,activity to discover and secure archaeological finds,AI
12311,graffito,inscription scratched into a wall of linguistic or cultural relevance,AI
12312,grief,deep sorrow,AI
12313,border area,narrow area around a border,AI
12314,cricket,insect of the Gryllidae family known for chirping,AI
12315,barbecue,festival where grilled dishes are eaten,AI
12316,platform,concept with fixed rules serving as guideline to reach goals,AI
12317,raw material,material from which higher value things can be made,AI
12318,tonic,first tone of a scale,AI
12319,guru,religious teacher in Hinduism Buddhism and Sikhism revered as divine embodiment,AI
12320,liability,legal obligation to compensate for damage,AI
12321,female handball player,female athlete who plays handball,AI
12322,retail chain,chain of retail stores,AI
12323,marketplace,place where trade is conducted,AI
12324,commercial school,school focused on subjects for commercial professions,AI
12325,hunt,chase with hounds,AI
12326,main competitor,serious competitor,AI
12327,main person,most important person in a context,AI
12328,central administration,central administration,AI
12329,homework,task given by a teacher to do at home,AI
12330,squatter,person living in and occupying an empty house without permission,AI
12331,budget hole,large deficit in the budget,AI
12332,Hege,family name,AI
12333,naturopath,non physician therapist,AI
12334,returnee,person who returns home after long absence,AI
12335,home director,person who manages a home,AI
12336,hectare,area measure equal to 10000 square meters,AI
12337,heroic deed,act requiring much courage and solving a problem,AI
12338,inhibition,reluctance or resistance to act against inner convictions,AI
12339,autumn fair,fair held in autumn,AI
12340,mistress,woman who owns and commands,AI
12341,heart attack,myocardial infarction,AI
12342,aid service,activity to help others,AI
12343,assistant,person who performs supporting tasks,AI
12344,aid project,project for helping,AI
12345,coming time,the time to come,AI
12346,ulterior motive,intention influencing action but not openly stated,AI
12347,estate,property left behind at death,AI
12348,person behind,person located behind someone else,AI
12349,building authority,office for building construction,AI
12350,university lecturer,person who teaches and researches at a university,AI
12351,treason,crime against the state,AI
12352,woodcut,relief printing process using a carved wooden block,AI
12353,hooligan,sports fan who likes to use violence against other fans,AI
12354,hoof,foot of an odd toed ungulate covered with horn,AI
12355,centisecond,one hundredth of a second,AI
12356,idea competition,competition for ideas,AI
12357,snack stand,kiosk or stand where one can get a snack,AI
12358,imitation,act of copying something as well as possible,AI
12359,impressionism,19th century painting style focused on the impression of a scene,AI
12360,industry association,association of industry,AI
12361,information system,tool or program to transport and manage information,AI
12362,infrared,infrared radiation,AI
12363,domestic policy politician,politician working in domestic policy,AI
12364,instrumentarium,totality of instruments or means,AI
12365,Jesuit,member of the Catholic order Society of Jesus,AI
12366,persecution of Jews,systematic threat harm injury or murder of Jews,AI
12367,young adult book,book aimed at teenagers,AI
12368,youth team,team made up of youths,AI
12369,youth association,association for youth work,AI
12370,adolescence,life phase between childhood and adulthood,AI
12371,junkie,person addicted to something originally drugs,AI
12372,cactus,succulent plant of the Cactaceae family,AI
12373,Kauder,family name,AI
12374,ladle,scooping spoon,AI
12375,microstate,state with comparatively small territory,AI
12376,complication,something that makes a plan more difficult,AI
12377,control committee,committee for control,AI
12378,inspector,person who performs inspections,AI
12379,checkpoint,point where checks are made,AI
12380,outline,outline of a body created by contrast or lines,AI
12381,concert program,program of a concert,AI
12382,cost advantage,advantage in costs,AI
12383,driver,person who drives a motor vehicle,AI
12384,credit sector,sector dealing with granting loans,AI
12385,horseradish,horseradish,AI
12386,war victim,person who suffered death injury or losses due to war,AI
12387,war theater,place where military hostilities occur,AI
12388,crucifix,artistic depiction of the crucified Jesus,AI
12389,cube,cube,AI
12390,cultural offerings,offer of cultural institutions and events,AI
12391,cultural monument,object regarded as a testimony of human culture,AI
12392,culture director,department head for culture,AI
12393,cultural institution,institution for culture,AI
12394,customer request,request of a customer,AI
12395,art object,artistically made object,AI
12396,art prize,award for an artists work,AI
12397,short term parking zone,marked parking spaces where only a short time is allowed,AI
12398,stock inventory,stock of items stored in a warehouse,AI
12399,state group,group at state level,AI
12400,rural municipality,rural municipality,AI
