id,translate,translate_description,source
2501,state league,regional league level usually at state level,AI
2502,state association,association at state level,AI
2503,Latin America,region from Mexico to South America,AI
2504,lath,long square timber thinner than a beam thicker than a strip and narrower than a board,AI
2505,lute,stringed instrument with pear shaped body and neck,AI
2506,loudspeaker,device converting electrical energy to sound for playback of music,AI
2507,life expectancy,estimated duration of life,AI
2508,joy of life,joy of living positive attitude toward life,AI
2509,year of life,year in a persons life,AI
2510,living space,space where life and its development are possible,AI
2511,lifestyle,combination of behaviors that characterize a person or group and determine lifestyle,AI
2512,emptiness,state of an area or room containing nothing,AI
2513,body,living body of human or animal,AI
2514,lightness,low weight,AI
2515,guardrail,safety barrier on the roadside,AI
2516,control center,organizational unit from which certain things are coordinated,AI
2517,Liechtenstein,principality in the Alps,AI
2518,limit,set value that must not be exceeded,AI
2519,left wing party,political party oriented to the left,AI
2520,Lisbon,capital of Portugal,AI
2521,license,official written permission for something otherwise forbidden,AI
2522,loosening,action to loosen something very firm or to relax restrictions,AI
2523,logic,study of the laws of derived knowledge,AI
2524,logistics,integrated planning organization control handling and monitoring of goods and information flow from supplier to customer and often disposal,AI
2525,hatch,folding door or closable opening,AI
2526,doer,person who acts or produces something,AI
2527,magic,alleged supernatural influence on people things or events,AI
2528,painter,artist who paints pictures,AI
2529,manipulation,undesired or forbidden alteration of something,AI
2530,market value,value assigned to a good under market conditions,AI
2531,mask,object for concealment or protection,AI
2532,massacre,killing of many people,AI
2533,mathematics,science studying abstract structures for properties and patterns,AI
2534,medication,medicine in a certain dosage for healing preventing or relieving illness,AI
2535,championship title,award received when winning a competition,AI
2536,human life,duration of a persons life,AI
2537,microphone,technical device for recording sounds,AI
2538,millimeter,one thousandth of a meter,AI
2539,distrust,doubt toward a person or matter,AI
2540,members meeting,meeting where members of an organization gather,AI
2541,player,person who actively takes part in a game,AI
2542,comrade,someone who pursues the same goal and fights together,AI
2543,lunch,meal eaten at midday,AI
2544,Middle Ages,central epoch in history,AI
