id,translate,translate_description,source
5601,selling price,sum paid by buyer to seller,AI
5602,traffic sign,sign with a traffic symbol,AI
5603,transport association,association of transport companies,AI
5604,reliance,conviction that one can trust and rely,AI
5605,reduction,act of making something less or smaller,AI
5606,closure,device for closing or locking,AI
5607,contamination,soiling by dirt,AI
5608,utility provider,provider of electricity gas or water,AI
5609,loss of trust,loss of trust,AI
5610,embezzlement,illegal appropriation of чужой property already in ones possession,AI
5611,transformation,change and reshaping of something,AI
5612,utilization,beneficial use of something such as a patent or biomass,AI
5613,astonishment,being astonished,AI
5614,four man defense,defensive formation with two central and two full backs,AI
5615,Four Hills Tournament,ski jumping competition held Dec to Jan in Oberstdorf Garmisch Innsbruck and Bischofshofen,AI
5616,people's initiative,initiative of the people,AI
5617,public park,public park,AI
5618,general assembly,assembly of all members of an institution,AI
5619,preliminary work,effort to prepare something,AI
5620,front wheel,wheel on the front axle of a vehicle,AI
5621,front side,front facing side,AI
5622,dominance,superior power or influence in a field,AI
5623,pre run,normal running direction,AI
5624,forecourt,open area in front of a building,AI
5625,stock,supplies prepared in larger quantities for later use,AI
5626,voice,voice sound,AI
5627,wax,ester of fatty acids and long chain alcohols,AI
5628,chosen home,place someone chose as a new home,AI
5629,election worker,person who helps conduct an election and controls procedures,AI
5630,forest area,large area covered with forest,AI
5631,water police,police division responsible for waterways,AI
5632,melancholy, inward turned sad mood,AI
5633,refusal,act of refusing something,AI
5634,vineyard,sloped or flat area planted with vines,AI
5635,order,binding instruction,AI
5636,wellness,physical and mental well being through exercise relaxation and nutrition,AI
5637,world trade,totality of trade processes between economic regions,AI
5638,world class,highest level,AI
5639,world market,global market with uniform prices for traded goods and services,AI
5640,global politics,world politics in a global framework,AI
5641,global star,person famous all over the world,AI
5642,helix,helical structure and its technical application,AI
5643,ram,male sheep,AI
5644,rendering,rendering or presentation of information or works,AI
5645,wilderness,area uninfluenced by humans,AI
5646,inn,house where guests are served food and drink,AI
5647,well being,state in which someone feels good and is in good condition,AI
5648,residential complex,building or complex with many apartments and shared facilities,AI
5649,home ownership,ownership of living space,AI
5650,housing allowance,state support for needy people for rent costs,AI
5651,apartment fire,uncontrolled fire in an apartment,AI
5652,wish list,list of wishes,AI
5653,root,plant organ for anchoring and absorbing nutrients,AI
5654,yen,Japanese currency,AI
5655,pikeperch,predatory freshwater fish of the perch family,AI
5656,mine,facility to extract valuable materials from the ground,AI
5657,ten thousand,number ten thousand,AI
5658,gingerbread,small flat pastry; also Lebkuchen,AI
5659,decay,disintegration into components,AI
5660,breakup,action of breaking a whole into parts,AI
5661,certificate,proof of qualification,AI
5662,finish line,line marking the finish for participants,AI
5663,goal setting,act of defining what is to be achieved,AI
5664,cinnamon,spice from dried bark of cinnamon trees,AI
5665,lemon,yellow citrus fruit,AI
5666,civil courage,courage of citizens to stand up to authorities,AI
5667,zugzwang,compulsion to make a move in a game even if disadvantageous,AI
5668,interim balance,preliminary balance,AI
5669,depiction,something depicted pictorially or symbolically; a representation,AI
5670,evening newspaper,"a newspaper published in the evening, often a tabloid",AI
5671,sequence,ordered succession,AI
5672,query,selection of information from an electronically stored dataset,AI
5673,subscription,right secured by prepayment for regular services or goods,AI
5674,final training session,last training before a competition,AI
5675,split-off,separation of a part that forms its own unit,AI
5676,barrier,device preventing something from passing a point,AI
5677,relegation spot,table position implying relegation next season,AI
5678,vote out,election in which the incumbent is not re-elected,AI
5679,dissenter,someone who thinks differently in a line-loyal system,AI
5680,devaluation,reduction of a currency's value,AI
5681,branch,place where a road/path branches off,AI
5682,eight,the numeral 8 or something labeled 8,AI
5683,adaptation,adjustment or ability to adapt,AI
5684,adoption,legal acceptance of a non-biological child,AI
5685,anus,exit opening of the intestine through which feces leave the bowel,AI
5686,academic,person who completed higher education with a degree,AI
5687,accordion,instrument with keys or buttons; sound produced by reeds and bellows,AI
5688,acrobatics,skill in physical exercises,AI
5689,alert readiness,state of being ready for an alarm,AI
5690,all-wheel drive,drive system where all wheels propel the vehicle,AI
5691,alpine club,club for mountain sports,AI
5692,retirement home,facility for elderly people to live and be cared for,AI
5693,traffic light system,signal installation for traffic control,AI
5694,office colleague,person holding the same office as someone else,AI
5695,devotion,deep inner focus or devotion,AI
5696,initial suspicion,level of suspicion requiring investigations to start in Germany,AI
5697,suggestion,proposal to do or not do something,AI
5698,request,request often perceived as unreasonable,AI
5699,spur,motive or inner drive for action,AI
5700,institution,public institution housing a specific group,AI
