id,translate,translate_description,source
9001,reproduction,process of duplication,AI
9002,revolver,handgun with a rotating cylinder,AI
9003,bark,outer usually harder layer of woody plants,AI
9004,female rival,female person pursuing the same goal where only one can achieve it,AI
9005,biker,member of a subculture of mostly black clad motorcycle riders in clubs,AI
9006,rouge,red shade of makeup,AI
9007,rush,rush or haste in English,AI
9008,Saxon,person born or living in Saxony Germany,AI
9009,balance,difference between debit and credit,AI
9010,Salzach,river in Austria and Germany,AI
9011,sanction,confirmation or justification,AI
9012,record,round disk with analog recorded sounds,AI
9013,circuit,connection of electrical components,AI
9014,Schaub,family name,AI
9015,swing,device that moves up and down around a pivot,AI
9016,heap of shards,collection of broken pieces of glass or ceramic,AI
9017,harassment,deliberate difficulty to make something harder malicious annoyance,AI
9018,reed,dense marsh grass growing on lake shores up to four meters,AI
9019,glimmer,dim light or weak shine,AI
9020,slaughter,killing and butchering of livestock to obtain meat,AI
9021,sleeping bag,insulating large bag for sleeping,AI
9022,spotlight,particularly bright painted area,AI
9023,baton,police baton,AI
9024,bad weather,term for currently bad unfavorable weather,AI
9025,veil,thin semi transparent fabric used to cover head or face,AI
9026,glaze,glaze on the surface,AI
9027,blacksmith,craftsman who works metals with fire and tools,AI
9028,smuggler,person who smuggles goods across a border and avoids duties,AI
9029,Snow White,very old European fairy tale and its main figure hunted by her stepmother,AI
9030,screw,pin with thread turned into a base or nut,AI
9031,carpentry shop,workshop where a carpenter works,AI
9032,debt burden,burden caused by heavy debts,AI
9033,class,group of students taught together,AI
9034,protected area,geographic area placed under special protection for a purpose,AI
9035,intellectual disability,mental disability with IQ below 70,AI
9036,abortion,medical termination and removal of an embryo or fetus from the uterus,AI
9037,pork,prepared or intended meat from pig,AI
9038,scout,member of the youth organization of the scouts,AI
9039,sailor,person working in seafaring,AI
9040,self presentation,way a person group or institution presents itself to others,AI
9041,self staging,presentation of ones own person,AI
9042,self protection,protection of ones own person,AI
9043,selection,separating a subset by certain criteria,AI
9044,depression,shallow depression in the ground,AI
9045,alpine dairyman,person who runs dairy farming on an alpine pasture and makes cheese or butter,AI
9046,Senna,surname or plant,AI
9047,security technology,technology for safety,AI
9048,signature,abbreviated signature to confirm a document,AI
9049,bench,seat furniture usually for several people,AI
9050,ski lift,cable system that transports skiers with skis,AI
9051,sclerosis,pathological hardening or disease,AI
9052,brine,liquid mixture of water and one or more salts,AI
9053,female soloist,female person who sings dances or plays a solo,AI
9054,summer evening,end of a summer day,AI
9055,special edition,edition of a newspaper or print for a special occasion,AI
9056,special case,exception deviation from the rule,AI
9057,special regulation,rule created for a special purpose,AI
9058,special train,train running outside regular timetable for a specific purpose,AI
9059,sun umbrella,umbrella for protection against sun,AI
9060,social partnership,cooperation of employers and employees,AI
9061,span,distance between two points such as wing tips in birds insects or planes,AI
9062,austerity policy,policy focused on saving money,AI
9063,woodpecker,bird of the woodpecker family with hard long beak,AI
9064,spearhead,tip of a spear,AI
9065,top club,top club,AI
9066,top team,team that is successful over a long period,AI
9067,top team,top team,AI
9068,top earner,person who earns far above average income,AI
9069,physical education,teaching of sports,AI
9070,statesman,public man with a political profession,AI
9071,thorn,pointed plant part outgrowth of bark tissue,AI
9072,city treasury,treasury or finances of the city,AI
9073,city center,central part of a city,AI
9074,city councillors,delegates of a city,AI
9075,main plant,main plant of a company,AI
9076,star guest,prominent guest,AI
9077,runway,runway where airplanes take off,AI
9078,status symbol,something used to emphasize ones social position,AI
9079,stone throw,throwing a stone,AI
9080,starlet,small point like celestial body visible to the naked eye,AI
9081,tax burden,burden from taxes,AI
9082,tax reform,major change or reform of a tax system,AI
9083,agitation,influencing the mood,AI
9084,bush,low shrub without main trunk,AI
9085,string quartet,chamber music composition for two violins viola and cello,AI
9086,knitter,male person who operates a knitting machine and makes knitwear,AI
9087,straw,threshed cereal stalk,AI
9088,timetable,division of time for organizing work or instruction,AI
9089,subculture,group that partly or completely separates from the rest of society,AI
9090,time of day,time point or period during the day at daylight,AI
9091,valley floor,lowest points in the cross section of a valley,AI
9092,collective dispute,dispute between bargaining parties in negotiations,AI
9093,camouflage,changing appearance so origin is not or hardly recognizable,AI
9094,task,task in English,AI
9095,motive,motive for committing a particular crime,AI
9096,thousander,mountain higher than 1000 meters above sea level,AI
9097,partial success,not full success limited to a specific area,AI
9098,tennis pro,person who plays tennis professionally,AI
9099,terminator,line between day and night,AI
9100,terrorist,person who supports terrorism and plans or carries out attacks,AI
