id,translate,translate_description,source
7001,impatience,lack of endurance to wait for something,AI
7002,trouble,inconvenience or annoyance,AI
7003,unequal treatment,unequal manner of dealing with something,AI
7004,unclearness,state of not being clear,AI
7005,forearm,part of the arm between elbow and hand,AI
7006,integrity,state free of injury,AI
7007,vacation time,time when vacation is taken,AI
7008,vehicle,vehicle often used for old or bad one,AI
7009,fan,device that moves air with rotating blades,AI
7010,event calendar,calendar for events,AI
7011,binding nature,quality of being binding or obligatory,AI
7012,spoilage,process by which food becomes inedible over time,AI
7013,club life,totality of activities in a club,AI
7014,comparison period,period for comparison,AI
7015,behavior pattern,regularity in behavior,AI
7016,negotiating position,position in a negotiation,AI
7017,transport policy,political activities concerning transport,AI
7018,disguise,clothing used to slip into a different role,AI
7019,reduction,reshaping of an object so it is smaller than its original form,AI
7020,injury bad luck,bad luck due to injuries,AI
7021,raffle,procedure to determine which tickets win prizes,AI
7022,consultation,statement by a canton municipality party or interest group on a draft law,AI
7023,merger,act or process of merging,AI
7024,confidence vote,political instrument where government asks parliament for support,AI
7025,contamination,condition and process of contaminating,AI
7026,confusion,act of mistaking someone or something for another,AI
7027,default,delay or arrears in fulfilling an obligation,AI
7028,cousin,son of the fathers brother,AI
7029,video conference,meeting of people in different places who can see and hear each other by video,AI
7030,video game,game run on a console or computer shown on a TV or monitor,AI
7031,vignette,pictorial sticker,AI
7032,violet,name of violet color tone of visible light; paint color,AI
7033,display case,glass cabinet,AI
7034,referendum,vote of all eligible citizens on an important political topic,AI
7035,plebiscite,decision on a bill by vote of the electorate,AI
7036,full beard,beard growth on face and chin of an adult man,AI
7037,power of attorney,authority granted to act on behalf of another,AI
7038,preemptive right,legal or agreed right to be preferred in a purchase,AI
7039,pioneer role,role of doing something before others,AI
7040,vigilance,attentive behavior to watch events,AI
7041,election Sunday,day when elections are held often Sunday in Germany,AI
7042,ballot,form on which one marks the vote in an election or referendum,AI
7043,waltz,turning dance in three quarter time,AI
7044,cheek,outer flat skin area of the face,AI
7045,water temperature,temperature of water,AI
7046,water consumption,consumption of water,AI
7047,feather duster,handheld device with soft bristles or feathers to remove dust,AI
7048,pond,small shallow lake or standing water,AI
7049,Christmas night,night of December 24 to 25 or the Christian holiday on Dec 25,AI
7050,Christmas party,celebration held for Christmas,AI
7051,Christmas gift,gift traditionally given at Christmas,AI
7052,Christmas day,one of the days when Christmas is celebrated,AI
7053,world exhibition,international exhibition established during industrialization,AI
7054,World Bank,World Bank originally founded to finance reconstruction after World War II,AI
7055,world history,history of all peoples and cultures in their connections,AI
7056,World Cultural Heritage,cultural asset classified by UNESCO as valuable to humanity,AI
7057,world power,politically influential state with worldwide capable armed forces,AI
7058,world title,title of a world champion,AI
7059,ad campaign,action to promote something intensively over time,AI
7060,commercial,short film or audio sequence advertising something,AI
7061,advertising push,intensive advertising,AI
7062,whisky,alcoholic drink made from barley or malt by fermentation and distillation,AI
7063,Viennese woman,female inhabitant of Vienna,AI
7064,wild boar,wild ancestor of domestic pig with tusks and dark bristles,AI
7065,winter sports,totality of sports practiced mainly in winter with snow or ice,AI
7066,economist,scientist in economics,AI
7067,female scientist,female person engaged in science,AI
7068,vodka,distilled spirit made from grain potatoes or molasses,AI
7069,goodwill,positive attitude toward someone or something,AI
7070,residential development,development with apartments,AI
7071,wish list sheet,paper listing wishes often by children,AI
7072,Zagreb,capital of Croatia,AI
7073,bridle,headgear for controlling draft or riding animals,AI
7074,time effort,effort in time,AI
7075,contemporary history,history experienced by current contemporaries,AI
7076,tent camp,temporary accommodation with multiple tents outdoors,AI
7077,witness statement,statement given by a witness,AI
7078,destination,destination chosen by someone,AI
7079,interest,fee for the use of capital,AI
7080,braid,braided hair made from several strands,AI
7081,annex,part added to a building later,AI
7082,breeding,controlled reproduction of plants or animals to pass desired traits,AI
7083,tractor unit,motorized vehicle to pull trailers such as a tractor unit,AI
7084,guild,occupational group,AI
7085,ingredient,addition to food or component of food,AI
7086,too much,too large amount,AI
7087,forced labor,work to which someone is forced under threat of punishment,AI
7088,special purpose association,association of municipalities for specific tasks,AI
7089,cynicism,attitude that devalues the values of others through hurtful remarks,AI
7090,adventurer,person who seeks or experiences dangerous challenges,AI
7091,waste management,industry and companies that recycle and dispose of waste,AI
7092,severance pay,compensation payment for leaving a job,AI
7093,haulage away,driving away/transporting something away,AI
7094,Abitur exam,final exam at higher school qualifying for university study,AI
7095,final report,final report summarizing findings,AI
7096,agricultural policy,policy dealing with agriculture,AI
7097,ayatollah,honorary title for clerical dignitaries,AI
7098,actionism,excessive activity,AI
7099,Alexandria,city in Egypt,AI
7100,panacea,(nonexistent) medicine for all possible diseases,AI
