id,translate,translate_description,source
4701,police officer,officer in the police,AI
4702,police custody,preventive police measure holding a person briefly,AI
4703,police check,inspection of persons or things by police,AI
4704,pollen,flower pollen,AI
4705,cushion,cushion in bed,AI
4706,pop culture,internationally influenced widespread popular culture,AI
4707,Portuguese,citizen of Portugal,AI
4708,power play,situation where one team has fewer players due to a penalty,AI
4709,internship,work of interns often for training and gaining insight,AI
4710,price development,development change of the price paid for a good or service,AI
4711,price category,category by price,AI
4712,profit,gain often financial,AI
4713,protagonist,female champion of an idea or movement,AI
4714,protest action,organized often public action protesting something,AI
4715,procedure,way a task should be handled,AI
4716,processor,central processing unit in a computer,AI
4717,psychiatrist,specialist in mental and emotional illnesses,AI
4718,publication,publication of something,AI
4719,audience favorite,person much loved by the audience,AI
4720,point gain,gain of points,AI
4721,doll,small reconstruction of a human or child often used as a toy,AI
4722,career changer,person switching to another profession often better paid,AI
4723,radio station,institution that broadcasts radio programs,AI
4724,refinery,industrial facility for processing raw materials,AI
4725,Ramadan,ninth month of the Islamic lunar calendar and holy fasting month,AI
4726,ramp,sloped access,AI
4727,rioter,person who makes a riot,AI
4728,rest,break in travel or hike for recovery,AI
4729,smoke inhalation poisoning,poisoning from smoke gases,AI
4730,spaceship,vehicle that can transport people and goods in space,AI
4731,space station,manned spacecraft in Earth orbit,AI
4732,realism,proper realistic assessment of reality,AI
4733,legal remedy,means to challenge or review court decisions,AI
4734,jurisprudence,totality or type of court judgments,AI
4735,legal certainty,security guaranteed by legal norms,AI
4736,editor,person who writes edits and improves manuscripts in media,AI
4737,shipping company,company that transports people or goods with its own ships,AI
4738,regal,dative singular form of Regal,AI
4739,rule set,collection of rules,AI
4740,shower,short rain shower,AI
4741,umbrella,foldable umbrella against rain,AI
4742,regional transport,freight or passenger transport over medium distances,AI
4743,index,alphabetically sorted list such as contents or index,AI
4744,maturity,completion of physical or mental growth process,AI
4745,principal,head of a school in Germany,AI
4746,Renaissance,cultural movement between Middle Ages and modern era from Italy,AI
4747,racing stable,group of owners trainers jockeys and horses in races,AI
4748,female reporter,female journalist at or near the scene reporting,AI
4749,repression,suppression,AI
4750,resource,natural raw material deposit,AI
4751,rescue operation,short term planned action to help in an emergency,AI
4752,revue,show with a storyline and dance and acrobatics,AI
4753,Rick,family name and given name,AI
4754,bolt,long metal bar as part of a lock,AI
4755,beef,meat from cattle intended for preparation,AI
4756,rock star,person famous for performing rock music,AI
4757,pipe,cylindrical hollow object for conveying liquids gases and solids,AI
4758,raw material,raw material for processing,AI
4759,red wine,red wine made from red or blue grapes,AI
4760,category,section or category,AI
4761,hull,underside or lower part of a ship aircraft or similar,AI
4762,run,rush of many people toward the same goal,AI
4763,cul de sac,small street with no through traffic,AI
4764,safe,secure fireproof container for valuables and money,AI
4765,juice,liquid in plants,AI
4766,satire,humorous critical writing or text in many media forms,AI
4767,saddle,padded seat attached to the back of a riding animal,AI
4768,chess,strategic board game for two players,AI
4769,shilling,medieval and historical currency,AI
4770,sled,low seat with upward curved runners used to slide on snow or ice,AI
4771,final line,horizontal line at end of a text or calculation,AI
4772,painkiller,remedy that relieves pain,AI
4773,dirt,uncleanliness wet grime dust,AI
4774,beak,mouthpart of certain animals,AI
4775,drawer,open top container built into furniture and pulled out,AI
4776,school routine,normal daily routine at school,AI
4777,female principal,female head of a school,AI
4778,closing ranks,holding together of communities with the same interests,AI
4779,shed,hut or storage room for tools or supplies,AI
4780,undeclared work,paid work without compliance with legal employment rules and without taxes or contributions,AI
4781,Swede,citizen of Sweden,AI
4782,Schwyz,canton in Switzerland,AI
4783,cable car,suspended railway with cabin attached to a cable,AI
4784,sparkling wine,quality sparkling wine with carbon dioxide from fermentation and no added carbon dioxide,AI
4785,section,part of a whole,AI
4786,self defense,defense against attacks,AI
4787,female senator,female member of a senate,AI
4788,broadcast time,time period when broadcasts are transmitted,AI
4789,nursing home,facility where elderly people live and receive care,AI
4790,sensor,technical detector,AI
4791,Serb,inhabitant of Serbia,AI
4792,shopping,going around shops to buy things,AI
4793,security service,activity institution or organization that ensures safety,AI
4794,security council,institution or organization meant to ensure security,AI
4795,security risk,something that can endanger integrity or safety,AI
4796,securing,securing or seizure,AI
4797,silver medal,prize for second place in a competition,AI
4798,sir,male title of British nobility,AI
4799,hearing room,hall where sessions are held,AI
4800,Sicily,island of Italy,AI
