id,translate,translate_description,source
1501,designation,code of signs and symbols referring to an object or concept,AI
1502,library,institution where books and media can be read or borrowed,AI
1503,bond,"connectedness, close relationship",AI
1504,bishop,church dignitary leading a diocese,AI
1505,blood sample,blood taken for tests,AI
1506,ambassador,highest diplomatic representative abroad,AI
1507,arson,intentional or negligent setting of a fire,AI
1508,cause of fire,trigger of a fire event,AI
1509,brown,brown color,AI
1510,Briton,citizen of Great Britain,AI
1511,bronze,alloy of copper and tin,AI
1512,well,structure for obtaining groundwater or spring water,AI
1513,beech,deciduous tree of the genus Fagus,AI
1514,Budapest,capital of Hungary,AI
1515,federal state,state that is a relatively autonomous part of a larger state,AI
1516,Federal Constitutional Court,highest German constitutional court,AI
1517,castle,medieval fortified residence,AI
1518,business,profit-oriented enterprise,AI
1519,butter,"spreadable fat made from milk, at least 80% milk fat",AI
1520,camp,camp in leisure activities or during holidays,AI
1521,campus,grounds of a university,AI
1522,cause,legal ground,AI
1523,Celsius,designation of the Celsius temperature scale; used as degrees Celsius,AI
1524,charm,"charming, winning manner",AI
1525,boss,female boss,AI
1526,chemistry,science of composition and properties of substances,AI
1527,Chicago,city in the USA,AI
1528,code,system mapping signs and sequences,AI
1529,container,standardized transport container,AI
1530,contest,contest (English),AI
1531,crew,crew of a ship,AI
1532,home,one's home,AI
1533,data protection,protection of personal data from misuse,AI
1534,date,calendar day,AI
1535,cover,closed surface or cover,AI
1536,deficit,"lack of something, usually money",AI
1537,delegation,sending representatives to an event,AI
1538,dementia,loss of cognitive abilities such as memory and orientation,AI
1539,monument,object erected to commemorate a person or event,AI
1540,Tuesday afternoon,afternoon of a Tuesday,AI
1541,diesel,short for diesel engine,AI
1542,dimension,extent of something,AI
1543,thing,object with unspecified properties,AI
1544,discrimination,unequal treatment or separation,AI
1545,discipline,orderly behavior,AI
1546,documentary,film or radio program depicting a topic realistically,AI
1547,document,official written document,AI
1548,documentation,collecting and organizing information,AI
1549,Danube,major river in Europe,AI
1550,Thursday morning,morning of a Thursday,AI
1551,Thursday afternoon,afternoon of a Thursday,AI
1552,threat,announcement of unpleasant or illegal action,AI
1553,Dubai,city and emirate in the UAE,AI
1554,darkness,dark or low-light state or place,AI
1555,search,systematic search to find hidden items,AI
1556,real time,time in which system change matches real-world change,AI
1557,corner,corner,AI
1558,volunteer position,voluntary unpaid engagement,AI
1559,property,something that belongs to someone,AI
1560,single-family house,building with one housing unit for one family,AI
1561,operation,medical procedure on the body,AI
1562,compliance,compliance with a rule,AI
1563,shopping,purchase of something for money,AI
1564,harmony,agreement; harmony,AI
1565,entry,crossing a border to travel into another country,AI
1566,loneliness,state of being alone or abandoned,AI
1567,individual case,single event or occurrence,AI
1568,retail,sale of goods directly to consumers,AI
1569,scandal,incident that causes great attention and offense,AI
1570,element,building block; basic component,AI
1571,penalty kick,penalty shot from 11 meters,AI
1572,reception,receiving a transmission,AI
1573,final,match deciding the overall winner,AI
1574,angel,"supernatural being, messenger of God",AI
1575,distance,length between two points,AI
1576,release,permission or compulsion to leave a place or institution,AI
1577,decision,decision,AI
1578,relaxation,relief or end of tension,AI
1579,origin,process of becoming or creating,AI
1580,all-clear,lifting of a previously declared alarm,AI
1581,episode,short section in a longer process,AI
1582,earthquake,tremors of the Earth's surface,AI
1583,ground floor,floor at ground level,AI
1584,rise,small hill,AI
1585,relief,reduction of weight,AI
1586,investigation proceedings,proceedings for investigation,AI
1587,renewal,renovation or replacement of parts,AI
1588,emergency,critical situation with a negative outcome,AI
1589,harvest,work to bring in crops,AI
1590,first aid,providing first aid,AI
1591,stage,section stage or leg,AI
1592,euphoria,enthusiastic state of joy and a temporary elevated good feeling,AI
1593,Eurovision,association of European broadcasting organizations for exchange of television and radio productions,AI
1594,existence,presence of an object or state in reality,AI
1595,experiment,scientific trial,AI
1596,female expert,female person very knowledgeable in a field,AI
1597,factory,buildings facilities workforce and management at one site for industrial mass production,AI
1598,driving permit,permission to drive a motor vehicle,AI
1599,lane,part of a road available to a vehicle for travel in one direction,AI
1600,fact,actual circumstance and indisputable fact,AI
1601,facade,front view of a building,AI
1602,feedback,report of a perception or evaluation that can be used to change or improve something,AI
1603,holiday,day set apart from everyday life devoted to an event person or special circumstance,AI
1604,enemy,person or group with a particularly negative relationship to another,AI
1605,distance,great spatial distance,AI
1606,television set,device for receiving and displaying TV signals,AI
1607,completion,process of bringing something to an end such as a job or task,AI
1608,fortress,archaic poetic term,AI
1609,fireworks,display with rockets and or firecrackers,AI
1610,branch,shop belonging to the same company and part of a chain,AI
1611,Finland,state in northern Europe,AI
1612,roof ridge,highest edge of a sloped roof,AI
1613,fish,animal that lives underwater and breathes through gills,AI
1614,flag,flag attached to a rope as a national or honorary symbol of a state,AI
1615,bottle,container for storing and transporting liquids or gases with a characteristic shape and neck,AI
1616,Flensburg,city in Schleswig Holstein,AI
1617,Florida,US state,AI
1618,fox,fox in English,AI
1619,Frenchman,citizen or resident of France,AI
1620,release,permission to use something such as money or a network,AI
1621,prison sentence,punishment of deprivation of liberty for a period in prison,AI
1622,Friday morning,morning of a Friday,AI
1623,Friday afternoon,afternoon of a Friday,AI
1624,leisure time,time freely available,AI
1625,cemetery,place often near a church for burial of the dead,AI
1626,frustration,feeling of disappointment from repeated failure,AI
1627,fox,member of certain short legged species of the dog family,AI
1628,foundation,base of a building or machine,AI
1629,fusion,merging of objects,AI
1630,gala,formal attire or court dress,AI
1631,gallery,open corridor on one side in or on buildings,AI
1632,garage,room for parking motor vehicles,AI
1633,use,use or application,AI
1634,thought,process of thinking,AI
1635,commemoration,honoring and remembering a past event or deceased person,AI
1636,sidewalk,pedestrian area next to a roadway,AI
1637,Gelsenkirchen,city in North Rhine Westphalia,AI
1638,gene,sequence on DNA coding for a specific RNA,AI
1639,general,officer rank,AI
1640,enjoyment,consumption of food smoke or drink,AI
1641,Gera,city in Thuringia,AI
1642,court,higher instance for deciding legal disputes,AI
1643,sex,property of higher living beings to be male or female,AI
1644,sisters totality,totality of sisters,AI
1645,design,measure for shaping an object,AI
1646,gesture,sign by movements of hands arms head or body for communication,AI
1647,healthcare system,totality of institutions persons and processes for health,AI
1648,shine,shine or reflection especially on smooth materials,AI
1649,equilibrium,state of reversible chemical reaction where forward and reverse balance,AI
1650,gold price,price of gold on the world market,AI
1651,worship service,gathering of believers to pray and celebrate according to liturgy,AI
1652,governor,governor or highest official of a province or colony,AI
1653,grave,burial place or final resting place,AI
1654,horror,feeling of fear or dread from something threatening,AI
1655,gymnasium,secondary school with Abitur or Matura,AI
1656,The Hague,seat of the Dutch government,AI
1657,prison sentence,form of penal deprivation of liberty,AI
1658,hook,curved device for hanging or hooking objects,AI
1659,peninsula,land surrounded by water on three sides,AI
1660,stop,place where public transport stops,AI
1661,action,human action or deliberate act,AI
1662,need for action,need or necessity to act,AI
1663,Hanseatic city,city that was a member of the Hanse,AI
1664,hardware,physical components of a computer or system,AI
1665,breath,weak breath,AI
1666,leading role,most important role in a film or play,AI
1667,annual general meeting,annual meeting of shareholders to receive information,AI
1668,Heidelberg,city in Baden Wurttemberg,AI
1669,Christmas Eve,24 December the eve of Christmas,AI
1670,home country,country where one was born or grew up,AI
1671,home city,city where one feels at home,AI
1672,heating,system or device for warming,AI
1673,historian,scientist who researches and presents history,AI
1674,hit,very successful product,AI
1675,hobby,activity or interest done voluntarily for enjoyment,AI
1676,flood,water overflowing riverbanks,AI
1677,holding,company that owns capital stakes in subsidiaries,AI
1678,Hollywood,district of Los Angeles,AI
1679,Holstein,region in northern Germany,AI
1680,horn,wind instrument consisting of one or two coiled tubes,AI
1681,horoscope,schematic representation of planetary positions at a time,AI
1682,tornado,small scale air vortex in the atmosphere,AI
1683,hunger,desire for food,AI
1684,image,internal picture of an object influencing its reputation,AI
1685,real estate,immovable property asset,AI
1686,import dative,dative singular form of the noun Import,AI
1687,owner,person who owns something,AI
1688,interior space,space enclosed by walls and ceiling inside something,AI
1689,insider,person with internal information,AI
1690,inspiration,illuminating idea,AI
1691,institution,institution or organization or agency,AI
1692,staging,artistic staging of a performance,AI
1693,invasion,incursion of hostile attackers into foreign territory,AI
1694,investment,investment of capital to achieve profit,AI
1695,investment,capital investment,AI
1696,Ireland,island state in Europe,AI
1697,jacket,garment for men and women covering the upper body,AI
1698,hunt,searching stalking catching and killing game by hunters,AI
1699,anniversary,day on which an event recurs,AI
1700,cohort,people born in a specific year,AI
1701,decade,period of ten years,AI
1702,jazz,music genre originating in the USA with roots in blues,AI
1703,afterlife,supernatural realm entered after death,AI
1704,female journalist,female person working in journalism,AI
1705,cheering,expression of great joy through gestures and voice,AI
1706,cabin,small enclosed room in a vehicle,AI
1707,Kaiserslautern,city in Rhineland Palatinate,AI
1708,calendar,listing of days weeks and months with various information,AI
1709,chamber,room often unheated and used for a specific purpose,AI
1710,canal,artificial waterway or traffic route,AI
1711,female candidate,female person available for selection,AI
1712,candidacy,standing as a candidate in an election,AI
1713,cantonal police,police of a Swiss canton,AI
1714,chancellery,authority serving or supporting a chancellor,AI
1715,capital,money or values used in production to earn profit,AI
1716,cottage,house of a small farmer or day laborer,AI
1717,goalkeeper,most defensive player preventing goals often with special rights,AI
1718,chain,series of connected movable links,AI
1719,sound,how something sounds,AI
1720,monastery,building where monks or nuns live in seclusion,AI
1721,bone,part of the skeleton of vertebrates,AI
1722,coalition partner,member of a coalition,AI
1723,suitcase,container for transporting clothes or other items,AI
1724,cocaine,intoxicant from coca plant leaves,AI
1725,female colleague,female person working in the same profession or company,AI
1726,Colombia,state in South America,AI
1727,comfort,convenience through external conditions,AI
1728,commune,political and legal community in a city,AI
1729,competence,personal ability or capability,AI
1730,compromise,agreement where all parties give up some points,AI
1731,congress,assembly or conference of people with common interests,AI
1732,business cycle,overall economic situation including future trends,AI
1733,consensus,agreement of opinions; unanimity,AI
1734,consequence,impact or result of an action,AI
1735,continent,continent of the Earth,AI
1736,concentration,mental focus and tension,AI
1737,Copenhagen,capital of Denmark,AI
1738,corruption,abuse of position for personal advantage,AI
1739,Krefeld,city in North Rhine Westphalia,AI
1740,Croatia,state in Southeast Europe,AI
1741,sphere,volume whose points are equidistant from a center,AI
1742,rally,public expression or demonstration,AI
1743,clientele,totality of customers,AI
1744,laboratory,room or facility where scientific technical and medical investigations analyses and experiments are carried out,AI
1745,lady,English noble title wife of a lord or female equivalent of a lord,AI
1746,state court,court under the responsibility of the federal states,AI
1747,state governor,chairman of a state government,AI
1748,state election,election of a state parliament in Germany or Austria,AI
1749,landing,touchdown of an aircraft or spacecraft,AI
1750,farmer,person who independently produces plant and animal products,AI
1751,laptop,portable computer with battery power usually heavier and larger than a notebook,AI
1752,career,personal career in a persons working life,AI
1753,travel time,time spent for a route,AI
1754,life threatening danger,possibility that someone is so ill or injured that they could die,AI
1755,lee,in geography leeward form used in seafaring often without article,AI
1756,legend,story about events life and death of persons in elevated manner similar to saga or myth,AI
1757,legislative term,legally defined time interval of a legislative body between elections,AI
1758,female teacher,female person who conveys knowledge often with an educational role,AI
1759,suffering,deep sorrow severe psychological or emotional pain,AI
1760,canvas,fabric made of linen fibers,AI
1761,benchmark index,the key indicator that best reflects market development,AI
1762,reading,public reading of a text at an event or service,AI
1763,level,achieved position in a ranking,AI
1764,lights,nominative plural of the noun Licht,AI
1765,Lithuania,state in the Baltic region,AI
1766,literature,totality of linguistic written tradition of a nation or language,AI
