id,translate,translate_description,source
12601,sweat,sweat colloquial,AI
12602,soap bubble,thin film of soapy water forming a hollow sphere with shimmering surface,AI
12603,self assertion,ability to defend oneself and ones rights and integrity against restriction or threat,AI
12604,self commitment,rule one imposes on oneself without external compulsion,AI
12605,power steering,steering with a device that amplifies steering force,AI
12606,sigh,quiet expression with audible breath of displeasure or approval,AI
12607,sextet,group of six musicians voices or instruments,AI
12608,security zone,specially protected heavily secured zone,AI
12609,syllable,unit of spoken language with at least one vowel or sonorant forming part of a word or a word,AI
12610,silicon,chemical element with atomic number 14 belonging to metalloids,AI
12611,parsley,parsley,AI
12612,Sinai,peninsula in Egypt,AI
12613,great flood,great worldwide flood named in Genesis that punished humans for sin,AI
12614,ska,music genre that originated in Jamaica in late 1950s and is a precursor of reggae,AI
12615,slapstick,form of comedy using physical action for humorous effects,AI
12616,solarium,device for tanning skin with UV light,AI
12617,summer academy,academy in summer,AI
12618,summer theater,theater in summer,AI
12619,special offer,particularly cheap offer to buy something often limited in time,AI
12620,special class,special class,AI
12621,special path,measure or goal deviating from the usual,AI
12622,soundcheck,check and adjustment of amplifier system before use,AI
12623,special field,specialized field,AI
12624,spike,spike attack in volleyball,AI
12625,top manager,manager in a leading position with very high income,AI
12626,sports school,school that focuses on sports alongside teaching,AI
12627,language course,course of language instruction held regularly over a period,AI
12628,bombing,attack carried out using explosives,AI
12629,banner,long band of paper or cloth with a political demand or slogan often at demonstrations,AI
12630,state enterprise,enterprise owned by a state,AI
12631,state power,the state with its many means of power,AI
12632,city bus,urban public transport line or system,AI
12633,city senate,senate of a city,AI
12634,Stalingrad,former name of Volgograd,AI
12635,stand place,place where something is set or someone stays,AI
12636,entry fee,fee or prize money to start,AI
12637,stone house,house built entirely of stone,AI
12638,hard coal,combustible rock from the Carboniferous with high carbon content,AI
12639,stele,grave or memorial stone pillar with inscription or image,AI
12640,stem,stem of a plant,AI
12641,tax reduction,reduction of taxes,AI
12642,stewardess,attendant for guests especially on planes and ships,AI
12643,embroidery,activity of decorating fabric with needle and thread,AI
12644,radiation exposure,environmental load caused by ionizing radiation,AI
12645,power pylon,tall vertical pole that carries power lines,AI
12646,student movement,all protest actions of students,AI
12647,stunt,dangerous or acrobatic action requiring special skill,AI
12648,Sumatra,island in Indonesia,AI
12649,symmetry,mirror like equality,AI
12650,IT service provider,IT service provider,AI
12651,day rate,fixed amount payable per day,AI
12652,day winner,winner of the day,AI
12653,conference location,place where a conference is held,AI
12654,Tai,first name or region in Thailand,AI
12655,Tashkent,capital of Uzbekistan,AI
12656,technology center,facility often publicly funded where small firms develop technology,AI
12657,teen,person aged between 13 and 19 years,AI
12658,phone book,book or directory of phone numbers,AI
12659,phone booth,booth for a public phone with coin slot,AI
12660,carpet flooring,carpet material that covers the floor,AI
12661,main focus,main focus of a theme,AI
12662,thermal bath,bathing facility with mineral water of at least 20 degrees,AI
12663,timbre,characteristic tone color determined by overtones noise loudness and time course,AI
12664,title hero,role or person named in the title of a work,AI
12665,torso,body of a statue without head and limbs,AI
12666,skull,head of a deceased person,AI
12667,vigil,watch kept at the bed or coffin of a deceased person,AI
12668,tourism economy,economic sector of tourism,AI
12669,Trauner,surname,AI
12670,trending sport,sport activity that has recently become more popular,AI
12671,triathlete,athlete who does the sport of triathlon,AI
12672,trilling whistle,small signal instrument that produces a high trilling tone,AI
12673,drink,liquid intended for consumption,AI
12674,troop withdrawal,withdrawal of troops,AI
12675,hangout,place where people with similar interests often gather,AI
12676,tutti,all in music,AI
12677,reversal,reversal or opposite,AI
12678,reallocation,new distribution of funds,AI
12679,retraining,new vocational training,AI
12680,subversive activity,subversive or revolutionary activity,AI
12681,huge amount,very large amount,AI
12682,immediacy,quality of being immediate,AI
12683,subcommittee,committee subordinate to a higher body,AI
12684,popular music,popular music genres for entertainment,AI
12685,company division,area of a company,AI
12686,lower level,lower school level,AI
12687,investigation result,result obtained through an investigation,AI
12688,untruth,being untrue,AI
12689,veranda,open extension of a house often with roof,AI
12690,misconduct,action that violates morals or rules,AI
12691,negotiation result,result of a negotiation,AI
12692,transport operation,operation of transport,AI
12693,tourism association,association dealing with tourism,AI
12694,market value,value on the market,AI
12695,publisher,particular publishing house,AI
12696,temptation,quality or act that draws interest or attention,AI
12697,war of annihilation,armed conflict aiming to destroy another by killing and destroying infrastructure,AI
12698,verse,metrically rhythmic line of a poem,AI
12699,loser,person who often fails to meet expectations,AI
12700,insurance company,company offering insurance coverage,AI
