id,translate,translate_description,source
10501,sporting event,significant sporting event,AI
10502,sports festival,festive sports event,AI
10503,sports studio,sports newsroom or studio,AI
10504,Sprenger,surname also destroyer,AI
10505,state exam,final exam in certain German programs taken by state examiners,AI
10506,city state,state consisting only of the territory of a city and its surroundings,AI
10507,standard work,book considered authoritative in a field,AI
10508,stand dative,dative singular of the noun stand,AI
10509,jump start,help to start such as a car jump start,AI
10510,engraver,person who makes engravings for printing plates,AI
10511,hobby horse,old fashioned childrens toy a stick with a horse head,AI
10512,step,step dance step in English,AI
10513,tax law,legal regulation that concerns taxes,AI
10514,stigma,conspicuous often negatively rated feature,AI
10515,stylistic device,deliberate form that draws attention to a main statement,AI
10516,brief visit,short visit,AI
10517,stool,simple seat without backrest,AI
10518,foray,movement on foot or vehicle in an area,AI
10519,disputed case,matter that becomes a dispute,AI
10520,strip,striptease,AI
10521,electricity market,market for electricity,AI
10522,Struck,surname,AI
10523,stucco,material made from mortar sand lime and or gypsum,AI
10524,study place,place or admission to a course of study,AI
10525,period of study,time period during which someone studies,AI
10526,storm surge,water piled up by storm at coasts causing flooding and damage,AI
10527,subsidization,financial support by the state often direct payments tax breaks or loans,AI
10528,addictive drug,harmful substance leading to dependence,AI
10529,superlative,highest degree of comparison of adjectives and some adverbs,AI
10530,swimming pool,pool filled with clear chlorinated water for swimming often private,AI
10531,tobacco tax,tax levied on the distribution of tobacco products,AI
10532,taboo topic,topic that must not be spoken about,AI
10533,dam system,installation consisting of a dam a reservoir and other facilities,AI
10534,dancing talent,talent for dancing,AI
10535,dance music,rhythmic music suitable for dancing,AI
10536,wallpaper,wall covering made of thin flexible material glued to a wall,AI
10537,calculator,handheld electronic calculator,AI
10538,complexion,state and color of facial skin,AI
10539,schedule,plan for the timing of a course of events,AI
10540,testosterone,hormone responsible for male characteristics,AI
10541,textile industry,all companies that make textiles or provide textile services,AI
10542,animal feed,food given to animals,AI
10543,female title defender,female person defending a title,AI
10544,tomato,plant species solanum lycopersicum of the nightshade family,AI
10545,concert hall,concert hall,AI
10546,pitch,pitch or vocal tone,AI
10547,top manager,manager in leading position with very high income,AI
10548,tourism industry,industry focused on selling travel,AI
10549,trampoline,springy sports device for jumps,AI
10550,memorial service,religious service for the deceased before burial,AI
10551,tragic drama,literary genre of drama with tragic ending,AI
10552,tribunal,raised place for the judge,AI
10553,driving spring,spring that triggers the drive of something,AI
10554,small consolation,small compensation that helps over a great disappointment or loss,AI
10555,fool,stupid person,AI
10556,tube,flexible container for thick substances with a cap,AI
10557,type character,single element of a typeface,AI
10558,overview,overview,AI
10559,transshipment point,place where goods are transferred between transport modes,AI
10560,Hungarian woman,female citizen of Hungary,AI
10561,ignorance,lack of knowledge about a field,AI
10562,subconscious,part of the psyche not directly accessible to consciousness,AI
10563,consumer electronics,group of electronic devices for entertainment,AI
10564,lower abdomen,lower part of the belly usually in humans,AI
10565,incompatibility,state where two or more things exclude each other,AI
10566,vacation country,country where people take vacation,AI
10567,vacation day,day off granted by employer,AI
10568,primeval forest,natural original forest without major human intervention,AI
10569,female organizer,female person who prepares an event,AI
10570,association head,head of an association,AI
10571,order of merit,award for special merits such as civic or military,AI
10572,standardization,making something similar or identical,AI
10573,revenue collection,receipt of money,AI
10574,narrowing,process of narrowing,AI
10575,code of conduct,set of rules or principles determining behavior,AI
10576,transport planning,planning of traffic,AI
10577,traffic fatalities,dead in road traffic,AI
10578,contracting partner,person entering mutual obligations,AI
10579,contract corpus,totality of contracts,AI
10580,length of stay,duration of stay,AI
10581,quarter million,250000,AI
10582,bird species,group of birds sharing key traits with fertile offspring,AI
10583,people's hall,house for the people or event venue,AI
10584,representative,person elected as a representative,AI
10585,economist,economist,AI
10586,lecture,course at a university where a lecturer speaks on a topic,AI
10587,opening program,program before the main part,AI
10588,device,tool or apparatus for a specific purpose,AI
10589,right to propose,right to make suggestions,AI
10590,tryout,playing or performing before others to have ones skills judged,AI
10591,board meeting,meeting of board members of an organization,AI
10592,imagination,ability to imagine a person object or scene vividly,AI
10593,going first,act of setting off before another person,AI
10594,area code,number prefix for certain places and countries,AI
10595,volcanic eruption,eruption of lava rock and ash,AI
10596,growth market,market with economic growth,AI
10597,weapons embargo,embargo intended to prevent arms deliveries,AI
10598,risk,condition with danger or action involving conscious risk,AI
10599,election year,year in which an election takes place,AI
10600,campaign issue,topic important in an election campaign,AI
