id,translate,translate_description,source
3301,placement,place or rank,AI
3302,ejection,ejection from the field as a penalty,AI
3303,player,device that plays audio and video media,AI
3304,polarization,alignment of particles or electromagnetic waves,AI
3305,Pole,citizen of Poland,AI
3306,police station,police service office,AI
3307,police station,building or rooms used by police unit,AI
3308,policewoman,female member of the police,AI
3309,wallet,small container for carrying money,AI
3310,positioning,fixing a position,AI
3311,award ceremony,event honoring people with a prize,AI
3312,freedom of the press,right to publish information and opinions without censorship,AI
3313,spokesperson,person representing an organization to the public and media,AI
3314,female spokesperson,female person representing an organization to the public and media,AI
3315,problematic,all problems and difficulties of a matter,AI
3316,female professor,female professor and researcher at a university,AI
3317,project leader,male person who leads a project,AI
3318,prostitution,offering and performing sexual acts for payment,AI
3319,psychology,science of conscious and unconscious mental processes and behavior,AI
3320,female psychologist,female person who completed studies in psychology,AI
3321,psychotherapy,methods to heal or relieve mental social behavioral and bodily function disorders,AI
3322,pullover,long sleeved garment covering the upper body,AI
3323,pulse,pressure wave felt in arteries during heart systole,AI
3324,square kilometer,SI area unit equal to a square with side length of one kilometer,AI
3325,quartet,musical work for four solo voices or instruments,AI
3326,quiz,question and answer game with time limits,AI
3327,radar,detection method using electromagnetic waves and reflected echoes,AI
3328,rally,event held in stages on closed roads rather than a racetrack,AI
3329,ranking list,list ordering objects or people by criteria,AI
3330,black horse,horse with black coat,AI
3331,advisor,person who gives advice,AI
3332,mayor,head of city administration,AI
3333,robbery,violent taking theft,AI
3334,space flight,flight of a manned vehicle beyond Earths atmosphere,AI
3335,intoxication,mental state of bliss or confusion and nausea from drugs,AI
3336,raid,military raid or limited offensive operation sudden attack,AI
3337,computer,device performing mathematical or logical operations,AI
3338,recycling,reuse of waste to make new products,AI
3339,speaker,person who gives a public speech,AI
3340,referendum,vote by the people,AI
3341,government formation,formation of a government and its members,AI
3342,governing coalition,coalition of parties forming a government,AI
3343,registration,act of registering in a directory,AI
3344,wealth,great material possessions,AI
3345,sequence,ordered succession,AI
3346,destination,place a trip is intended to reach,AI
3347,race track,prepared enclosed track for speed competitions,AI
3348,renovation,faithful restoration of a building,AI
3349,repertoire,collection of works roles or pieces ready to be performed,AI
3350,residence,residence of a head of state prince high cleric or diplomat,AI
3351,resolution,statement with demands adopted by a meeting,AI
3352,territory,animal territory defended against rivals,AI
3353,riad,house with atrium or inner garden in Morocco,AI
3354,directive,legally binding instruction without law character,AI
3355,castaway,person living alone on a deserted island,AI
3356,Romance person,male person belonging to a Romance speaking European people,AI
3357,rosary,form of prayer rosary prayer,AI
3358,Rotterdam,city in the Netherlands,AI
3359,fame,high notoriety and recognition for positive achievement,AI
3360,sabotage,planned hidden damage or destruction of infrastructure,AI
3361,sack,bag or container made of coarse fabric or robust material,AI
3362,season start,beginning of a season period,AI
3363,season game,game within a season,AI
3364,collector,person who collects items often as a hobby,AI
3365,semi trailer,combination of tractor and trailer,AI
3366,statutes,written basic order of a legal association,AI
3367,cleanliness,hygienic state of a thing or person,AI
3368,oxygen,chalcogen with strong oxidizing effect,AI
3369,sauna,room for sweating with very high temperature and low humidity,AI
3370,shame,anxious feeling triggered by observed wrongdoing,AI
3371,disgrace,something that greatly harms a persons reputation,AI
3372,shop window,window for displaying goods to passersby,AI
3373,barn,farm building for storing goods especially grain,AI
3374,shield,usually round domed object that protects or prevents an action,AI
3375,stroke,acute brain illness due to vessel blockage or bleeding,AI
3376,snowfall,falling of snow precipitation in the form of snow,AI
3377,fragment,cut off piece of a whole a scrap,AI
3378,writer,person who writes or has written something,AI
3379,script,system of signs to record language,AI
3380,female writer,female person who writes literary works,AI
3381,lettering,distinctive handwriting or letter style of a text,AI
3382,thrust,force in a direction that causes acceleration,AI
3383,shoe,outer footwear,AI
3384,school hours,time of day when school is in session from start to end,AI
3385,swimmer,person who swims,AI
3386,senator,member of a senate,AI
3387,Seoul,capital of South Korea,AI
3388,serge,textile fabric in twill weave from silk cotton or worsted,AI
3389,shop,small retail store or premises where goods are sold,AI
3390,security situation,overall circumstances of general safety or protection against threat,AI
3391,security policy,political measures aimed at avoiding military conflicts,AI
3392,perspective,view or assessment from a particular angle,AI
3393,settler,person who settles in a new place they consider suitable,AI
3394,award ceremony,ceremonial honoring of top places in a competition,AI
3395,female winner,female person or team that wins a victory,AI
3396,sculpture,branch of sculpture dealing with three dimensional works made by subtractive process,AI
3397,slalom,course with many close alternating tight turns,AI
3398,slogan,often repeated stylized advertising statement in politics and advertising,AI
3399,Sofia,capital of Bulgaria,AI
3400,Solingen,city in North Rhine Westphalia,AI
