id,translate,translate_description,source
5401,trial day,day of a court trial,AI
5402,pseudonym,fictitious name used to hide identity,AI
5403,psychologist,person who completed studies in psychology,AI
5404,pub,bar in British or Irish style,AI
5405,pump,device that moves liquids gases or similar usually against height or pressure,AI
5406,punk,subculture protest movement with striking appearance and rebellious behavior,AI
5407,plaster,wall coating made of water sand and binders such as gypsum,AI
5408,quantum,determined amount or number of something,AI
5409,radius,distance from circle line to center or from sphere surface to center,AI
5410,range,sow,AI
5411,ranger,warden in a national park or protected area,AI
5412,breed,subgroup of a species defined by breeding and phenotypic traits,AI
5413,rest area,place to pause and rest after a long way,AI
5414,rating,assessment of a company by external parties,AI
5415,rave,exuberant dance event often large scale outdoors with electronic music,AI
5416,data center,room housing central computing technology for one or more companies,AI
5417,justification,reasoning why a claim behavior or circumstance is right or excusable,AI
5418,legal entitlement,entitlement granted by law,AI
5419,legal basis,legal basis,AI
5420,right curve,curve bending to the right,AI
5421,speaker,person who gives a talk or report,AI
5422,reference,relationship between an expression and what it means,AI
5423,reflection,reflection and bouncing back of light or sound,AI
5424,rainforest,undisturbed forest with over 2000 mm annual rainfall,AI
5425,rainwater,water from precipitation not contaminated by use,AI
5426,change of government,change of government,AI
5427,regional league club,sports club in a regional league,AI
5428,regulations,listing of rules,AI
5429,rehabilitation,therapy aimed at restoring lost abilities,AI
5430,reconstruction,restoration or reconstruction,AI
5431,remake,new film version of a previously filmed work,AI
5432,female pensioner,female person no longer working and living on pension payments,AI
5433,feature report,journalistic report from within or near the event,AI
5434,reservation,booking of a specific thing,AI
5435,restoration,restoring original condition of art or buildings,AI
5436,revival,situation where something becomes used or fashionable again,AI
5437,gymnastics squad,term for a gymnastics team,AI
5438,giant slalom,giant slalom ski discipline,AI
5439,Riga,capital of Latvia,AI
5440,rival,person pursuing the same goal where only one can achieve it,AI
5441,structural shell,building whose outer shell and roof are completed but interior not finished,AI
5442,romance,short term romantic love relationship,AI
5443,rose garden,garden where roses are planted,AI
5444,rotation,circular motion around an axis,AI
5445,Rottweil resident,person from the city of Rottweil,AI
5446,ruble,Russian and Belarusian currency ruble,AI
5447,rum,high proof spirit from sugarcane or molasses,AI
5448,Russian,citizen of Russia,AI
5449,Russian,East Slavic language and official language of Russia,AI
5450,seed stock,amount of dormant viable plant propagules,AI
5451,season loss,loss in a season,AI
5452,Salzkammergut,region in Austria,AI
5453,shaft,hollow usually vertical space,AI
5454,compensation,compensation for damage,AI
5455,Schaffhausen,city and canton in Switzerland,AI
5456,scarf,long narrow cloth worn around neck or shoulders,AI
5457,acting,practice of the profession of an actor,AI
5458,theater,theater for plays,AI
5459,showman,person running rides or attractions at fairs,AI
5460,potsherd,fired unglazed clay,AI
5461,Scherer,family name,AI
5462,shovel,shovel or spade used to scoop and move material,AI
5463,referee,person who ensures rules in sports competitions,AI
5464,schizophrenia,mental disorder affecting thought perception and affect,AI
5465,slaughterhouse,facility where animals may be killed,AI
5466,drummer,male person who plays drums as a hobby or job,AI
5467,tugboat,ship used to tow or push other ships or large floating objects,AI
5468,Schleswig,region or city in northern Germany,AI
5469,sip,small mouthful of drink,AI
5470,compensation for pain,damages for physical or psychological suffering,AI
5471,carver,person who carves wood often as job or art,AI
5472,fright,strong emotion caused by something unexpected or threatening,AI
5473,scrap,waste consisting of metals,AI
5474,school graduation,successful completion at a general school,AI
5475,verdict of guilt,court judgment that establishes guilt,AI
5476,school building,building in which a school is located,AI
5477,school system,relation of different schools with different graduation types,AI
5478,Schwaiger,surname,AI
5479,swan,water bird with long neck genus Coscoroba or Cygnus in the duck family,AI
5480,black market,illegal market where scarce or price fixed goods are traded or where taxes are avoided,AI
5481,son in law,husband of the daughter or of the son in a same sex marriage,AI
5482,difficulty,task property or situation that causes trouble or a problem,AI
5483,lottery six,combination of six winning numbers in lottery,AI
5484,sailor,person who sails as a sport,AI
5485,beer mug,special drinking vessel beer glass or mug cylindrical with handle,AI
5486,self help group,group of people trying to cope with a shared problem,AI
5487,seminar,form of event at educational institutions characterized by activity of participants,AI
5488,mustard,spice made from seeds of black brown and white mustard mixed for table mustard,AI
5489,armchair,single seat upholstered piece of furniture,AI
5490,plague,infectious disease occurring as epidemic or pandemic in humans or animals,AI
5491,sheriff,high administrative officer of a county or shire,AI
5492,shirt,comfortable top usually cotton with short sleeves without collar and with round or v neck,AI
5493,seven meter throw,penalty throw in handball,AI
5494,simulation,representation of a situation or state in altered way,AI
5495,seat,reserved place to sit,AI
5496,scale,rule of assignment or division for evaluation,AI
5497,skiing,sport practiced with skis,AI
5498,slavery,complete legal and economic dependence of a slave as property,AI
5499,solar power,electric energy obtained from sunlight with a photovoltaic system,AI
5500,probe,rod tube or hose shaped instrument inserted into body cavities to examine or treat,AI
