id,translate,translate_description,source
13301,spinning,process by which threads are produced,AI
13302,top performer,person who performs exceptionally in a field,AI
13303,splinter group,group that split off from a larger organization,AI
13304,sports club,sports club,AI
13305,sports association,umbrella organization of sports clubs in a region country or international,AI
13306,sports custodian,person responsible for maintenance of sports equipment or facility,AI
13307,official wording,binding presentation of a matter set by an influential institution or person,AI
13308,trace element,substance occurring only in very low concentration,AI
13309,sprint,short acceleration while running,AI
13310,state bank,bank of the state,AI
13311,state library,state library,AI
13312,State Duma,parliament in Russia,AI
13313,state guest,representative officially received by a state,AI
13314,state police,police of a state or federal state,AI
13315,state system,state as a community,AI
13316,city palace,often multi wing palace of nobility built in or near a city,AI
13317,city councillor,delegate of a city,AI
13318,Stalinism,era and form of Marxism Leninism shaped by Joseph Stalin,AI
13319,regular customer,customer who repeatedly buys from the same provider,AI
13320,extra,performer in a silent minor role in theater or film,AI
13321,job offer,offer to take a specific job for pay,AI
13322,stereo system,device to listen to music in stereo,AI
13323,tax revenue,government revenue from taxes,AI
13324,tax relief,full or partial tax relief,AI
13325,tax debt,debt from taxes,AI
13326,stollen,cake for Christmas time,AI
13327,impunity,state of having received no punishment,AI
13328,punitive tariff,increased duty against imports from a country as a sanction,AI
13329,cuddle,amount of attention and affection through physical contact,AI
13330,match,wooden stick with a head that lights when struck,AI
13331,champion,person who persistently fights for something,AI
13332,free float,dispersed shareholder ownership,AI
13333,straw man,human figure made of straw,AI
13334,stocking,knitted garment pulled over the foot and partly or fully over the leg,AI
13335,tights,underwear made from two stockings covering the body from the waist down,AI
13336,student services,service organization for students,AI
13337,study trip,trip for education or further training,AI
13338,field of study,chosen orientation of university training,AI
13339,subcontinent,large part of a continent with a certain independence,AI
13340,seeker,person who searches for something or someone,AI
13341,binge,drunkenness or alcohol addiction,AI
13342,Summa,sum latin term,AI
13343,synergy,concentrated energy for joint fulfillment of tasks,AI
13344,reprimand,educational measure with behavior correcting function,AI
13345,tactician,person who acts in a goal oriented way,AI
13346,Tamil,Tamil language,AI
13347,gas station attendant,employee who operates the pump,AI
13348,collective bargaining autonomy,ability of bargaining parties to negotiate independently of the state,AI
13349,tariff commission,commission for collective agreements,AI
13350,collective negotiation,negotiation between employer and employee representatives on pay levels,AI
13351,pickpocket,person who steals items from someone in their immediate reach,AI
13352,taxi driver,person who drives taxis,AI
13353,telework,work form where tasks are carried out via telecommunications,AI
13354,telephone connection,infrastructure provided by a network operator for a telephone,AI
13355,telephone line,line that carries telephone conversations,AI
13356,term,part of a mathematical formula,AI
13357,test result,result of a test,AI
13358,theme evening,evening devoted to a theme,AI
13359,tuna,tuna fish,AI
13360,animal lover,person who likes animals,AI
13361,tip,clue or hint,AI
13362,title page,first page of a book listing author and title,AI
13363,gorge,narrow valley deep cut in terrain,AI
13364,death notice,public notice announcing a persons death,AI
13365,torpedo,unmanned underwater weapon with its own propulsion,AI
13366,Tory,member of an English party that became the Conservative Party,AI
13367,dance of death,artistic depiction of death dancing with humans,AI
13368,wing,part of a building extending in a direction,AI
13369,transport aircraft,aircraft used to transport material and goods,AI
13370,gossip,talk about other peoples affairs,AI
13371,trendsetter,person who starts a new fashion,AI
13372,dividing line,line that separates one thing from another,AI
13373,trusteeship,institution that acts as trustee for someone else,AI
13374,funnel,cone shaped tube wide at top and narrow at bottom for pouring,AI
13375,trick thief,person who commits theft using a trick,AI
13376,sidewalk,pedestrian path along a street separated from the roadway by a curb,AI
13377,tulip,flowering plant tulipa of the lily family,AI
13378,gym shoe,footwear suitable for indoor sports,AI
13379,cycle,regular rhythm or fixed recurrence,AI
13380,tyrant,absolute ruler who governs without restraint,AI
13381,UFO,unidentified flying object,AI
13382,survey result,finding on a topic obtained by surveying many people,AI
13383,colloquial language,language variety between standard language and dialect,AI
13384,sales increase,increase of turnover,AI
13385,sales volume,total amount of turnover from selling goods or services,AI
13386,sales gain,increase in turnover,AI
13387,environment senator,senator responsible for environmental issues in city states,AI
13388,environmental technology,fields of technology important for environmental protection measures,AI
13389,infinity,unlimited state or extent with no visible bounds,AI
13390,disagreement,disagreement or dispute,AI
13391,subdistrict,part of a district,AI
13392,subtenant,person who rents space from a tenant,AI
13393,base,lower part or pedestal,AI
13394,lower layer,layer located below another layer,AI
13395,subject,person subordinate to a ruler,AI
13396,Ural,mountain range between Europe and Asia,AI
13397,Vandal,member of the ancient Germanic people,AI
13398,velodrome,often indoor track for bicycles,AI
13399,price reduction,act of making something cheaper and its result,AI
13400,constitutional lawsuit,legal action before a constitutional court for violations of basic law,AI
