id,translate,translate_description,source
10001,bean,plant or part of various legumes,AI
10002,bombardment,continuous attack with heavy guns or bombs,AI
10003,botany,science of plants,AI
10004,tabloid press,less serious press appealing to low instincts,AI
10005,boxing match,sporting contest between two boxers,AI
10006,brown horse,brown horse,AI
10007,mash,thick cooked food,AI
10008,correspondence,exchange of letters,AI
10009,brotherhood,blood kinship of several families of the same lineage,AI
10010,Brunn,place name; name of several places,AI
10011,Buddhism,world religion; teachings of Buddha,AI
10012,Federal Ministry of Justice,federal justice ministry,AI
10013,Burgundy,region in France,AI
10014,bus trip,trip by bus,AI
10015,butterfly jump,split jump performed sideways,AI
10016,cafeteria,self-service cafe,AI
10017,cartoon,"single-panel drawing, satirical or comic",AI
10018,chromium,"chemical element, atomic number 24",AI
10019,claim,legal claim,AI
10020,corduroy,"ribbed fabric, usually cotton",AI
10021,corner,corner; corner kick in sports,AI
10022,couture,haute couture; leading fashion tailoring,AI
10023,dachshund,small dog traditionally used for hunting,AI
10024,denunciation,often anonymous or false report,AI
10025,department,division or section of an authority,AI
10026,dill,culinary herb,AI
10027,district,delimited area,AI
10028,female lecturer,female teacher at a university,AI
10029,training,"training of animals, especially horses and dogs",AI
10030,drug dealer,person who buys and sells drugs,AI
10031,drug abuse,unacceptable consumption of drugs,AI
10032,review,inspection or reading of printed material,AI
10033,place of honor,seat of honor,AI
10034,equity ratio,ratio of equity to total assets,AI
10035,own production,own production,AI
10036,sphere of influence,area one can influence,AI
10037,entrance hall,large room in the entrance area,AI
10038,deposit,something inserted or invested,AI
10039,submission deadline,time after which submissions are invalid,AI
10040,country of immigration,country with many immigrants,AI
10041,female resident,female person living in a place,AI
10042,railway company,company operating a railway,AI
10043,ice hockey player,person who plays ice hockey,AI
10044,ice sports hall,hall with an ice rink for ice sports,AI
10045,emblem,symbol or emblem,AI
10046,emigration,permanent emigration to another country,AI
10047,final race,last decisive race of a competition,AI
10048,energy market,total of supply and demand for energy,AI
10049,grandchild,male or female child of a son or daughter,AI
10050,enclave,part of a foreign territory enclosed by one's own territory,AI
10051,enzyme,protein acting as a catalyst,AI
10052,strawberry,edible red fruit on low plants,AI
10053,exchange of experience,exchange of experiences,AI
10054,secret of success,secret of success,AI
10055,successful course,course with success,AI
10056,admonition,action to urge or deter someone,AI
10057,by-election,subsequent election,AI
10058,firstborn,first specimen or first child,AI
10059,working life,period of employment,AI
10060,archrival,worst or strongest opponent,AI
10061,execution,carrying out the death penalty,AI
10062,exposition,concept plan or outline for a more detailed presentation,AI
10063,excess,immoderate exaggeration,AI
10064,specialist committee,committee for specialist topics,AI
10065,specialist literature,all publications in a field aimed at a specialist audience,AI
10066,torch,portable rod usually coated with flammable material at the top so the flame burns bright,AI
10067,falconer,person who trains and uses birds of prey for hunting,AI
10068,family allowance,financial assistance for families,AI
10069,family ministry,ministry for families,AI
10070,dye,chemical compound used to color other materials,AI
10071,fiber,thread made from fabric,AI
10072,holiday resort,place where people spend their holidays,AI
10073,piglet,young of a domestic pig,AI
10074,television show,entertainment show on TV,AI
10075,wanderlust,longing for far away places and countries,AI
10076,festschrift,publication with various academic contributions in honor of a person or institution for a special occasion,AI
10077,branch manager,person who manages a company branch,AI
10078,film industry,industry concerned with the production and distribution of films,AI
10079,cinema,place where films are publicly shown,AI
10080,finance expert,person very knowledgeable in finance,AI
10081,financial institution,company for money transactions,AI
10082,financial plan,plan for income and expenses,AI
10083,financial situation,current situation of finances,AI
10084,corporate group,group of connected companies,AI
10085,flat roof,building covering with a low slope of 2 to 20 degrees,AI
10086,flamenco,strongly rhythmic Andalusian solo or partner dance,AI
10087,Flanders,region in northern Belgium,AI
10088,sports car,sporty fast car,AI
10089,platitude,formulaic phrase or empty words,AI
10090,leaflet,small piece of paper with information or advertising,AI
10091,airline,company that operates air traffic,AI
10092,air trip,trip by airplane,AI
10093,aircraft manufacturer,company that develops builds and sells airplanes,AI
10094,tidal wave,moving zone of elevated water level,AI
10095,list of demands,list containing demands,AI
10096,fragment,piece or part of something,AI
10097,group chairmanship,chairmanship of a parliamentary group,AI
10098,image of women,impression or opinion about women,AI
10099,womens policy,political measures to protect womens interests,AI
10100,free beer,beer served at no cost,AI
10101,charter of freedom,document granting permission exemption or release from serfdom,AI
10102,deprivation of freedom,restriction of a persons freedom by authorities or courts,AI
10103,xenophobia,hostile attitude toward foreigners,AI
10104,foreign word,loanword that keeps original spelling pronunciation and grammar,AI
10105,peace initiative,initiative aimed at creating peace and starting negotiations,AI
10106,peace policy,policy aimed at achieving or maintaining peace,AI
10107,peacekeeping,measures to preserve peace,AI
10108,animal feed,things fed to animals,AI
10109,gallerist,operator of an art gallery,AI
10110,figurehead,usually female wooden figure at the bow of a sailing ship,AI
10111,gamma,name of the third Greek letter,AI
10112,horticulture,intensive cultivation of flowers fruit and vegetables and the techniques for it,AI
10113,garden city,city characterized by many gardens and green spaces,AI
10114,gas price,amount of money to be paid for fuel or liquid gas,AI
10115,host family,family that hosts a person such as an exchange student for a period,AI
10116,guest commentary,commentary written by a guest author,AI
10117,nag,low quality horse,AI
10118,behavior,behavior characterized by particular features,AI
10119,intelligence chief,head of an intelligence service,AI
10120,intelligence officer,employee of an intelligence service,AI
10121,secret police,secret police unit with special powers in totalitarian states,AI
10122,hostage taker,person who deprives others of freedom,AI
10123,ATM,automated cash dispenser,AI
10124,money supply,total amount of payment means in circulation,AI
10125,municipal association,association of municipalities,AI
10126,inspector general,highest ranking soldier of the armed forces,AI
10127,consul general,highest ranking consul head of a consulate general,AI
10128,generational contract,agreement where working generation finances pensions of the older,AI
10129,comrade,person who accompanies another through certain areas of life,AI
10130,geometry,science of forms in plane and space,AI
10131,jurisdiction,authority to administer justice,AI
10132,complete works,entire work of an author or artist,AI
10133,ghost,spirit or usually frightening supernatural being,AI
10134,designer,person who designs something,AI
10135,health reform,major legal restructuring of health care often to cut costs,AI
10136,health protection,sum of measures to protect people from harm,AI
10137,recovery,process of becoming healthy again,AI
10138,profit zone,area with profit,AI
10139,tugging,prolonged violent pulling on something,AI
10140,giraffe,large long legged plant eating mammal of African savannas,AI
10141,equation,symbolic formula asserting equality of two values or terms,AI
10142,embers,glowing material combustion without flames,AI
10143,grammar,language knowledge with rules and lexicon,AI
10144,griffin,legendary creature with eagle head and wings and lion body,AI
10145,groto,short cave often artificial,AI
10146,landowner,person who owns land,AI
10147,land register,court register of property transactions,AI
10148,baseline,baseline of a sports field marking start and end,AI
10149,core problem,central fundamental problem,AI
10150,fundamental question,question of fundamental importance,AI
10151,base stock,initial set or amount available at the start,AI
10152,half moon,moon when half illuminated,AI
10153,indoor tournament,competition held in a hall,AI
10154,hamster,rodent with thick fur and short tail of the Cricetidae family,AI
10155,hand grenade,metal container filled with explosive thrown by hand,AI
10156,glove,garment that covers the hand and fingers for warmth or protection,AI
10157,hemp,genus of flowering plants with palmate leaves and tough fibers,AI
10158,hangar,large covered hall for storing and servicing aircraft,AI
10159,Haslinger,family name,AI
10160,main attraction,most impressive attraction,AI
10161,secondary school certificate,certificate awarded after Hauptschule in Germany,AI
10162,major work,most important work of an artist or scientist,AI
10163,house call,visit to a person in their home,AI
10164,budget debate,parliamentary exchange about income and expenses of a city or state,AI
10165,household helper,person employed to help with housework,AI
10166,househusband,man who runs the household,AI
10167,major incident,major damage event especially in transport,AI
10168,hearing,questioning of experts and witnesses by a committee,AI
10169,hegemony,dominant position and supremacy,AI
10170,hectoliter,volume unit of 100 liters,AI
10171,reduction,act of making something smaller or less,AI
10172,manor house,house inhabited by owner of an agricultural estate,AI
10173,relief action,undertaking aimed at helping someone,AI
10174,high speed train,train that can travel above 270 kmh,AI
10175,boom,phase of high economic growth,AI
10176,high voltage,electrical voltage above 1000 volts,AI
10177,high technology,very advanced technology,AI
10178,court,retinue of servants and confidants of a monarch,AI
10179,cavity,empty or fluid filled space inside something solid,AI
10180,wooden house,house built entirely of wood,AI
10181,Hornung,old term for February,AI
10182,dog feces,feces from a dog,AI
10183,idyll,state of simple peaceful life,AI
10184,ardor,strong devotion to a feeling or project,AI
10185,individualization,tendency to emphasize freedom and independence of the individual,AI
10186,information technology,science of information technology,AI
10187,guild,association of craftsmen of the same trade,AI
10188,intellect,ability to think and understand,AI
10189,interim,interim period,AI
10190,Islamist,adherent of Islamism,AI
10191,annual average,average value over a year,AI
10192,snack,small meal between main meals,AI
10193,jockey,rider of racehorses,AI
10194,youth culture,cultural activities and styles of youth,AI
10195,youth orchestra,orchestra of youths,AI
10196,youth theater,theater for youths,AI
10197,chamber play,play for a small stage,AI
10198,runoff vote,vote where two candidates compete closely,AI
10199,combat mission,participation in military actions,AI
10200,candidate list,list of people running for something,AI
10201,chancellor candidacy,application for the chancellery,AI
10202,carrot,round carrot variety harvested young,AI
10203,cart,simple robust vehicle with two three or four wheels,AI
10204,disaster area,area where a severe disaster occurs,AI
10205,cookie,sweet small flat baked good,AI
10206,key question,most fundamental question,AI
10207,Kigali,capital of Rwanda,AI
10208,daycare,care facility for children under 3,AI
10209,childhood,time of childhood,AI
10210,Kingston,city such as in Jamaica,AI
10211,putty,plastic mass for gluing and sealing,AI
10212,sound image,overall sound,AI
10213,class trip,multi day trip of a school class,AI
10214,adhesive,nonmetal material that bonds parts,AI
10215,client,person who is cared for or represented by another,AI
10216,boy,male child,AI
10217,basket,basket for transporting food,AI
10218,chest of drawers,furniture piece with several drawers,AI
10219,condom,latex sheath worn before sex to prevent pregnancy and disease,AI
10220,denomination,confession or affiliation to a religion,AI
10221,confrontational course,behavior accepting clash of views or goals,AI
10222,conglomerate,mixture or accumulation of different things,AI
10223,counterpoint,independent melodic and rhythmic voice in polyphony,AI
10224,council,church assembly of the Catholic Church,AI
10225,cooperation agreement,contractual agreement on cooperation,AI
10226,cost increase,increase of costs,AI
10227,cost structure,structure of costs,AI
10228,taste sample,small amount of food for tasting,AI
10229,creature,living being or created thing,AI
10230,lender,person or institution that grants loans,AI
10231,chalk,soft white limestone mainly calcium carbonate,AI
10232,district chair,chairman of a district,AI
10233,district board,board of a district,AI
10234,crematorium,facility where bodies are cremated,AI
10235,crossfire,fire from multiple sides,AI
10236,war service,performing tasks in a war,AI
10237,prisoner of war captivity,period when soldiers are held as POWs,AI
10238,war opponent,opponent in a war,AI
10239,state of war,condition of being at war,AI
10240,crown witness,key witness who testifies in return for leniency,AI
10241,cuckoo,native bird species that lays its eggs in other nests,AI
10242,culture officer,head responsible for cultural matters,AI
10243,education ministers conference,meeting of German state education ministers,AI
10244,art academy,academy devoted to the arts,AI
10245,art fair,fair for art,AI
10246,coupling,machine element that connects two rotating parts to transmit torque,AI
10247,course instructor,leader of a course,AI
10248,price level,level of a rate,AI
10249,course participant,someone who participates in a course,AI
10250,price decline,decline of a rate,AI
10251,storage room,part of a building where items are stored for further use or sale or archiving,AI
10252,stage fright,tension of a performer shortly before a stage appearance,AI
