id,translate,translate_description,source
6501,screenwriter,author of a screenplay,AI
6502,blood flow,supply of organs with blood,AI
6503,through traffic,transit traffic,AI
6504,cornerstone,pillar at a building corner,AI
6505,stainless steel,alloyed or unalloyed steel low in sulfur and phosphorus,AI
6506,Eden,paradisiacal place,AI
6507,honorary badge,honorary badge; award,AI
6508,oath,solemn affirmation of a promise,AI
6509,zeal,earnest effort to pursue a goal,AI
6510,owner,person who owns something,AI
6511,summons,invitation to a meeting,AI
6512,submission,submission of documents or applications,AI
6513,division,dividing things or people,AI
6514,ice arena,hall for ice sports,AI
6515,electric motor,machine converting electrical to mechanical energy,AI
6516,parental allowance,state payment to parents who care for a child,AI
6517,emancipation,liberation from dependencies and gaining independence,AI
6518,emir,Arabic title for prince or commander,AI
6519,final phase,last phase marking the end of a development,AI
6520,energy generation,conversion of energy forms into usable energy,AI
6521,energy source,source enabling use of energy,AI
6522,energy industry,economic activities supplying energy,AI
6523,discoverer,person who searches for something unknown,AI
6524,origin story,development that brought something about,AI
6525,development cooperation,cooperation for development aid,AI
6526,genetic material,totality of hereditary material in DNA,AI
6527,refreshment,action to counter fatigue; refreshment,AI
6528,apprehension,arrest of a wanted person,AI
6529,achievement,result achieved with effort,AI
6530,granting,formal granting or handing over,AI
6531,extension building,building for expansion,AI
6532,essence,true nature or core of something,AI
6533,establishment,formation and setting up of something,AI
6534,European election,election of members of the European Parliament,AI
6535,extreme case,most extreme case,AI
6536,trade journal,journal that publishes specialist articles for a specific field,AI
6537,specialist trade,trade specialized in certain business sectors,AI
6538,skilled worker,person specially trained for their field of work,AI
6539,timetable change,replacement of an existing timetable with a new one,AI
6540,driving school,training facility to learn correct road behavior in preparation for a driving license,AI
6541,soft spot,preference or weakness for something or someone often not justified,AI
6542,counterfeit money,illegally produced coins and banknotes of a state,AI
6543,butterfly,member of a species rich order of insects,AI
6544,family planning,decisions of a couple about whether when and how many children to have,AI
6545,shade,type of color,AI
6546,fasting period,time when believers abstain from certain foods and drinks,AI
6547,Shrovetide,originally the last night before the forty day Lenten fast celebrated with a joyful festival,AI
6548,feud,combative conflict to enforce claims formerly armed and now also with other means such as words,AI
6549,military campaign,large scale military attack,AI
6550,festive service,solemn church service,AI
6551,festival hall,building where performances take place as part of a festival,AI
6552,fat dative,dative singular form of the noun Fett,AI
6553,fiasco,misfortune failure or social or economic disaster,AI
6554,film music,music that accompanies events in a film,AI
6555,fiscal equalization,financial equalization between entities,AI
6556,financial policy,measures concerning state revenues and expenditures,AI
6557,financial world,world of finance,AI
6558,brandy,particularly fine brandy,AI
6559,fingerprint,impression of a fingertip used to establish identity,AI
6560,treasury,total cash assets of a state; state treasury,AI
6561,Fitz,family name or first name,AI
6562,lull,moment or situation with no wind,AI
6563,bat,flying mammal of the order Chiroptera,AI
6564,flexibilization,redesign of a process or system to adapt quickly to changing conditions,AI
6565,flop,failure; something that did not succeed,AI
6566,plane crash,accident in which an aircraft crashes to the ground or water,AI
6567,floodlight,very bright artificial light,AI
6568,continuing education,expansion of knowledge or skills,AI
6569,freight,cost for transporting goods,AI
6570,freighter,ship designed for cargo transport,AI
6571,question formulation,activity of formulating a question,AI
6572,female group leader,female person who leads a parliamentary group,AI
6573,womens shelter,residence for women and children who experienced violence,AI
6574,peace treaty,agreement between warring parties to maintain peace,AI
6575,galaxy,large collection of stars,AI
6576,gait,way a person or animal especially a horse walks,AI
6577,structure,something with a form made of parts with unclear shape,AI
6578,place of birth,place where a being was separated from its mother,AI
6579,thoughts,totality of existing ideas,AI
6580,memorial plaque,plaque installed publicly to remember something or someone,AI
6581,counterproposal,competing concept,AI
6582,female opponent,female person with opposing interests,AI
6583,secrecy,measures or behavior to keep something from unauthorized persons,AI
6584,sidewalk,raised path for pedestrians beside a road,AI
6585,hostage taking,taking people hostage,AI
6586,common good,welfare of the community and benefit to the public,AI
6587,Federal Prosecutor General,highest federal public prosecutor,AI
6588,chief of staff,head of a general staff,AI
6589,generational change,change between generations,AI
6590,total volume,total amount of something,AI
6591,projectile,object that can be fired from a weapon,AI
6592,sociability,friendly social interaction with others,AI
6593,health policy,totality of political activities concerning public health care,AI
6594,health risk,something that negatively affects health,AI
6595,propensity for violence,attitude favoring the use of violence,AI
6596,checking account,account for cashless payment transactions,AI
6597,glazier,person working with windows and glass construction,AI
6598,member,connected part or piece; part of a whole,AI
6599,globalization,standardization to a worldwide standard or measure,AI
6600,bell,bell shaped metal object rung by a clapper,AI
