id,translate,translate_description,source
9701,lease contract,contract for a lease,AI
9702,parody,literary genre mocking imitation of a known work while keeping the form,AI
9703,party colleague,person in the same party as someone,AI
9704,party executive,executive board of a party,AI
9705,step,movement in dancing sequence of steps,AI
9706,sponsorship,voluntary assumption of a duty of care often for persons,AI
9707,pathology,medical discipline studying causes origin effects and course of diseases and malformations,AI
9708,package tour,trip with travel lodging and meals covered by a flat price,AI
9709,tormentor,person who tortures someone and causes suffering,AI
9710,workload,task to be done with a given time frame,AI
9711,periphery,area on the edge,AI
9712,HR department,unit responsible for employee matters,AI
9713,pessimism,doctrine that the existing world is the worst possible,AI
9714,parish hall,hall of a parish,AI
9715,planting,joining a young plant with the soil,AI
9716,paw,split toe end of a limb in land mammals excluding hoofed animals and primates,AI
9717,phrase,syntactic word group constituent,AI
9718,physiotherapist,health profession providing physical treatments by prescription,AI
9719,pilot trial,test run as a pilot project,AI
9720,placebo,medicine without active ingredient that can produce a placebo effect,AI
9721,planetarium,building with a dome where projections simulate Earth and the universe,AI
9722,pluralism,view that people or groups may hold different opinions,AI
9723,political science,science that studies politics,AI
9724,police law,law regulating police tasks powers and organization,AI
9725,polka,lively round dance in two four time from Bohemia,AI
9726,trombone,brass instrument with a slide to change pitch,AI
9727,trombone choir,choir with trombones,AI
9728,postal bus,post bus in Switzerland,AI
9729,discount,reduced price compared to previous price,AI
9730,price reduction,reducing the cost of a good or service,AI
9731,price difference,difference of prices,AI
9732,test operation,trial operation,AI
9733,program booklet,brochure for performances with information,AI
9734,project work,team creative work to solve a complex task,AI
9735,projectile,bullet shot from a firearm,AI
9736,project management,methods to plan organize control and test projects,AI
9737,projector,device for displaying images on a surface,AI
9738,protest movement,group seeking social or political change often via demonstrations,AI
9739,procedure,specific often complex way of proceeding,AI
9740,psychotherapist,physician psychologist or educator who applies psychotherapy,AI
9741,points match,game where points are at stake for a competition,AI
9742,puppet theater,theater form with puppets controlled by puppeteers,AI
9743,square,quadrilateral with equal sides and right angles,AI
9744,qualification match,one of several matches to qualify,AI
9745,rabbi,Jewish legal and religious teacher preacher and pastor,AI
9746,pharynx,mucous lined enlargement behind mouth and nasal cavity,AI
9747,wheelbase,distance between vehicle axles,AI
9748,raid,raiding undertaking,AI
9749,caterpillar,worm like larva of butterfly or sawfly,AI
9750,rebel,person calling for or involved in overthrow or who rebels,AI
9751,violation of law,breach of law,AI
9752,legal form,legally defined form for regulating legal matters and company form,AI
9753,legal recourse,access to the courts,AI
9754,refuge,shelter where temporary lodging is possible,AI
9755,regatta,boat race or series of races,AI
9756,regency,period of a regent rule,AI
9757,government office,office in the government,AI
9758,record result,best result,AI
9759,record value,record value,AI
9760,appeal,appeal or legal remedy in Austria,AI
9761,racetrack,prepared track for races,AI
9762,reservoir,container or basin for storing liquids or bulk goods,AI
9763,resocialization,measures to reintegrate an offender into society,AI
9764,revitalization,revival,AI
9765,Rhine valley,valley of the Rhine,AI
9766,Riesling,white grape variety widely grown in Germany,AI
9767,Rimini,city in Italy,AI
9768,risk factor,element that represents a risk as a factor,AI
9769,tainted reputation,questionable reputation,AI
9770,broadcasting institution,organization of broadcasting,AI
9771,circuit,circuit track,AI
9772,circular,letter sent to all members of a group,AI
9773,rod,thin flexible twigs tied together a switch,AI
9774,situation,current situation the state of affairs,AI
9775,expertise,totality of relevant knowledge,AI
9776,samba,dance with light and fast steps,AI
9777,saddler,craftsperson who makes saddles and leather goods,AI
9778,mess,gross dirt or dirty state,AI
9779,box,package usually in the form of a cuboid,AI
9780,Shanghai,city in China,AI
9781,sharia,path to the water source kind of Islamic catechism,AI
9782,giver,person who gives a gift,AI
9783,shipbuilding,building of ships,AI
9784,boatman,person working in inland shipping,AI
9785,insult,derogatory insulting word,AI
9786,ham,meat from the thigh of slaughter animals usually pigs,AI
9787,smuggler,person who helps others cross a border illegally,AI
9788,mediator,neutral person who tries to end a dispute by mediating,AI
9789,silt,deposit of seawater and river water in tidal areas,AI
9790,castle courtyard,courtyard of a castle,AI
9791,disgrace,serious loss of reputation caused by others,AI
9792,snap decision,hasty decision,AI
9793,knickknacks,small unnecessary things,AI
9794,moustache,large mustache on the upper lip,AI
9795,head of hair,the whole thick hair of the head,AI
9796,moment of shock,moment after a surprise event that causes freezing and reactions,AI
9797,typewriter,mechanical device for writing text on paper with ink,AI
9798,spelling style,way someone shapes a written text in language and style,AI
9799,schooling,the total of what one can learn or has learned in school,AI
9800,debt reduction,reduction of debts,AI
