id,translate,translate_description,source
12401,teaching organization,organization and content of teaching at universities,AI
12402,track and field athlete,athlete who practices a track and field discipline,AI
12403,lev,currency unit of Bulgaria,AI
12404,role model,respected person seen as a model by many,AI
12405,lily,plant of genus Lilium in the lily family,AI
12406,targeted killing,deliberate killing,AI
12407,literary scene,totality of activities and conditions concerning literature,AI
12408,literary history,development and history of literature and its classification,AI
12409,literary studies,discipline that studies artistic literature of language communities,AI
12410,literary scholar,scholar or teacher of literary studies,AI
12411,song of praise,song that praises someone or something,AI
12412,local railway,rail transport for short distances on its own tracks,AI
12413,local rival,rival from the same region,AI
12414,airship,steerable aircraft with a long gas filled body and gondolas beneath,AI
12415,admonisher,person who urges and warns of consequences or risks,AI
12416,mailbox,storage for incoming emails or phone calls,AI
12417,manifestation,process in which something hidden becomes clear,AI
12418,team ranking,ranking for teams,AI
12419,marketing director,head of marketing,AI
12420,market price,price at which a good is traded on a market,AI
12421,market stall,sales stand at a market,AI
12422,submachine gun,fully automatic handgun with short barrel,AI
12423,machinery,complex machine installation or several machines working together,AI
12424,mass protest,action by very many people against something seen as negative,AI
12425,matinee,artistic event held in the morning,AI
12426,sailor,member of the navy lowest rank,AI
12427,Berlin Wall construction,building of the Berlin Wall,AI
12428,mouse click,pressing a mouse button,AI
12429,media hype,big fuss made by the media,AI
12430,megabit,data unit one million bits,AI
12431,megabyte,multiple of the byte one million or 1048576 bytes,AI
12432,master class,highest performance class,AI
12433,championship match,match for a championship,AI
12434,meistersinger,artisan poets of 15th and 16th century who practiced mastersong,AI
12435,mixture,mix,AI
12436,membrane,thin separating layer,AI
12437,meningitis,inflammation of the meninges specifically pia and arachnoid,AI
12438,crowd,very large anonymous mass of people in tight space,AI
12439,information sheet,information sheet,AI
12440,knife stab,act of stabbing or injury by a knife,AI
12441,mutiny,violent strike of a crew often on ships with removal of leader,AI
12442,rental price,price paid for temporary use of property goods or services,AI
12443,tenancy law,legal norms governing tenant landlord relations,AI
12444,rental building,house where apartments are rented out,AI
12445,miniature,small picture,AI
12446,minivan,small van,AI
12447,conglomerate,very large company active in various industries,AI
12448,envy,attitude of begrudging someone something,AI
12449,co travelers,nominative plural of the strong declension of Mitreisender,AI
12450,intermediary,person who negotiates between two groups,AI
12451,mixture,thing mixed from different things,AI
12452,mobile operator,company operating a mobile network,AI
12453,modification,action of changing something and its result,AI
12454,moped,low powered motorbike limited to 25 km h in Germany and 45 km h in Austria and Switzerland,AI
12455,mole,SI base unit of amount of substance about 6.022 times 10 to 23 particles,AI
12456,engine damage,damage or defect of an engine caused by an event or circumstance,AI
12457,moth,small moth whose larva attacks wool silk fur and wallpaper,AI
12458,multimedia,combination of different media such as text video and image into one work,AI
12459,shellfish,aquatic animal with a two part shell bivalve,AI
12460,descendant,person descended directly or indirectly from a progenitor,AI
12461,postwar history,phase beginning after the end of a war especially World War II,AI
12462,supper,meal eaten at the end of the day,AI
12463,subsequent election,later election or repeat election,AI
12464,nationalist,supporter of nationalism who puts own nation above others,AI
12465,National Socialist,adherent of National Socialism,AI
12466,conservation law,law regulating protection of nature,AI
12467,Nazareth,city in Israel,AI
12468,carnation,narrow leaved plant of genus Dianthus with white to red purple flowers,AI
12469,net contributor,person or organization that pays more into a common fund than it receives,AI
12470,new development,new development or product,AI
12471,new release,newly released or manufactured product,AI
12472,reorganization,reordering of an organization,AI
12473,recording,act of writing down,AI
12474,nonsense,something senseless,AI
12475,nostalgic person,person who is nostalgic,AI
12476,nuncio,permanent diplomatic representative of the Pope to a government,AI
12477,right of use,right to use things and rights not necessarily exclusive,AI
12478,oboe,woodwind instrument with double reed,AI
12479,Olympic Games,Olympic Games international sports competition,AI
12480,ombudsman,male representative in disputes outside court,AI
12481,ordinariate,central administrative office of a diocese,AI
12482,organizing committee,group responsible for planning and conducting projects,AI
12483,Eastern Bloc,states allied to and dominated by the former Soviet Union,AI
12484,eastern enlargement,eastern expansion for example EU,AI
12485,overall,one piece garment covering the whole body often worn as protective suit,AI
12486,doubles,cross doubles in badminton or tennis,AI
12487,parrot,tropical often colorful bird with curved beak and climbing foot can imitate speech,AI
12488,daddy,pet name for papa,AI
12489,paradigm,pattern example,AI
12490,pardon,military jargon for sparing the enemies life,AI
12491,parliament session,session attended by members of a parliament,AI
12492,party donation,financial donation to a political party,AI
12493,ground floor,ground floor at street level,AI
12494,patchwork,patchwork pattern or makeshift work,AI
12495,timpani,percussion instrument with metal bowl and stretched head with adjustable pitch,AI
12496,water level,height of the water level of a river or similar,AI
12497,staff council,representation of employees,AI
12498,staff representation,representation of the staff,AI
12499,perversion,distortion into the abnormal or such feeling and behavior,AI
12500,parish office,office or residence of a pastor,AI
