id,translate,translate_description,source
10601,electorate,totality of eligible voters,AI
10602,candidate proposal,proposal for election candidates,AI
10603,pilgrimage,journey or procession to a pilgrimage site for religious reasons,AI
10604,wandering,longer wandering,AI
10605,hydroelectric plant,power plant using water to generate electricity,AI
10606,change,money returned in a cash payment after deducting the price,AI
10607,interaction,mutual influence,AI
10608,weekend,period covering Saturday and Sunday as non working days,AI
10609,distance,length of a path,AI
10610,hunter,hunter,AI
10611,continued construction,act of continuing a started construction,AI
10612,world elite,those who achieve the best performances worldwide in a field,AI
10613,world music,music style blending western pop with traditional non western music,AI
10614,advertising agency,company that creates advertising for others,AI
10615,wasp,black and yellow stinging insect of paper wasps with folded forewings,AI
10616,west motorway,motorway toward the west,AI
10617,competitive pressure,pressure from competition,AI
10618,distortion of competition,distortion of competition by unfair advantage,AI
10619,recycling,reuse or recycling,AI
10620,diaper,absorbent worn close to the body for urine or feces,AI
10621,chaos,chaotic process or state,AI
10622,economic committee,committee dealing with economic policy topics,AI
10623,economic researcher,person researching the economy,AI
10624,business enterprise,company of the economy,AI
10625,economic representative,representative of the economy,AI
10626,industry sector,group of companies producing related products and services,AI
10627,science minister,head of a science ministry,AI
10628,residential quarter,residential area or quarter,AI
10629,Wonderland,fairy tale land,AI
10630,miracle cure,remedy with extremely high effect,AI
10631,tick,parasitic arachnid,AI
10632,time bomb,bomb with a time fuse,AI
10633,calendar system,structure of the calendar,AI
10634,zentner,unit of 50 kilograms,AI
10635,target specification,predefined target,AI
10636,citadel,inner strongest part of a fortress,AI
10637,feeder,means of transport to reach a longer distance route,AI
10638,allowance,something added additionally,AI
10639,compensation,settlement or compensation,AI
10640,derivation,forming new words with grammatical morphemes (except inflection),AI
10641,parking space,place to park vehicles,AI
10642,compartment,separate section in a building,AI
10643,arable farming,land use based on cultivation and crop production,AI
10644,farewell,parting greeting,AI
10645,female agent,"female person who provides brokerage services; intermediary, sales agent",AI
10646,agitation,political outreach or propaganda,AI
10647,agriculture minister,head of a ministry of agriculture,AI
10648,acupuncture,traditional Chinese therapy with needles inserted into the skin,AI
10649,alga,"lower plant organism, often aquatic, unicellular or multicellular",AI
10650,one-man entertainer,performer who appears alone,AI
10651,general education,"basic, non-specialized education; general knowledge",AI
10652,amok,extreme psychological state with violent behavior,AI
10653,analogy,similarity or correspondence,AI
10654,anarchy,society without rulers or ruling classes,AI
10655,filing of an indictment,bringing of a formal charge,AI
10656,advertisement,ad in a newspaper or magazine,AI
10657,view,way of looking at or interpreting something,AI
10658,antisemite,person hostile toward Jews or Judaism,AI
10659,macaw,New World long-tailed parrot,AI
10660,labor movement,organized association of dependent workers aiming to improve working and living conditions,AI
10661,work program,what needs to be done or worked on,AI
10662,asshole,anus,AI
10663,association,group loosely joined for a purpose; organization founded for a purpose,AI
10664,astronaut,space traveler participating in a space flight,AI
10665,dummy,deceptive replica without full function of the original,AI
10666,attribute,optional modifier in a sentence element,AI
10667,supervisor,person who guards or oversees,AI
10668,promotion match,match for promotion,AI
10669,order volume,scope of orders,AI
10670,eyebrow,hairy arch above the eyes,AI
10671,training year,one-year period of training in company and vocational school,AI
10672,outsourcing,transfer of production or administrative processes to partners,AI
10673,excretion,term for metabolic processes in biology and medicine and resulting products like feces and urine,AI
10674,oyster,mollusk whose interior is edible and considered a delicacy,AI
10675,car radio,radio installed in a car,AI
10676,hour's drive,distance a car covers in one hour,AI
10677,swimsuit,"one-piece garment worn for swimming, covering the front of the torso",AI
10678,badminton,racket sport played with a shuttlecock,AI
10679,train journey,trip by train,AI
10680,dance hall,building for balls or dance events,AI
10681,band leader,leader of a band,AI
10682,band member,person who belongs to a music group,AI
10683,banking supervision,supervision of banks,AI
10684,bank,bank; banking firm,AI
10685,barbarism,"unbridled brutality, vandalism",AI
10686,Basque Country,region in northern Spain and southwestern France,AI
10687,bastion,advanced defensive point of a fortress,AI
10688,battalion,military unit composed of subunits of a branch of service,AI
10689,architectural monument,building designated as a monument,AI
10690,construction conglomerate,very large company in the construction industry,AI
10691,minister of construction,head of a construction ministry,AI
10692,beach volleyball,volleyball played on sand,AI
10693,liberator,person who frees someone or something from constraint,AI
10694,pacification,measure that suppresses or resolves a conflict,AI
10695,event,something that happened,AI
10696,dwelling,"simple, plain, sometimes makeshift accommodation",AI
10697,control,exercise of control over something or someone,AI
10698,instruction,imparting knowledge; admonition,AI
10699,assessment base,basis for determining tax liability,AI
10700,clean-up,removal of disturbing or superfluous elements,AI
