id,translate,translate_description,source
12701,insurance group,large insurance corporation,AI
12702,defense committee,parliamentary committee overseeing defense ministry and armed forces,AI
12703,contract draft,draft of a legally binding agreement,AI
12704,rejection,refusal; geological fault,AI
12705,four,something with the number four,AI
12706,vocabulary word,word of a foreign language,AI
12707,people's army,army of a people's state,AI
12708,popular uprising,often armed resistance by large parts of the population,AI
12709,folk hero,person honored by the people for special merits,AI
12710,folk song,traditional song of unknown origin with simple melody,AI
12711,popular sport,sport that is very popular and practiced in leisure time,AI
12712,forehand,front hand; leading in a game,AI
12713,anticipation,anticipatory action,AI
12714,incident,unpleasant event,AI
12715,checkup,examination of a healthy person usually once a year,AI
12716,board election,election of the board,AI
12717,prior conviction,previously imposed punishment,AI
12718,prejudgment,judging someone as guilty before all facts are known,AI
12719,arms delivery,delivery of weapons to someone,AI
12720,election campaign,all actions for an upcoming election,AI
12721,election poster,poster used to campaign for candidates or parties,AI
12722,election setback,poor performance in an election,AI
12723,Waldstatt,place name in Switzerland,AI
12724,roller,large heavy round machine part used in road building to crush stones,AI
12725,Waterloo,crushing defeat or severe setback,AI
12726,beadle,official servant or court attendant; lower rank at an office,AI
12727,femininity,collection of female qualities,AI
12728,frankincense,resin burned for its characteristic smell,AI
12729,winegrower,person who grows and produces wine,AI
12730,world group,group at global level,AI
12731,multinational corporation,large company operating worldwide,AI
12732,world organization,international organization,AI
12733,world city,major city of outstanding international importance,AI
12734,advertising ban,ban on advertising,AI
12735,material,material used in production to make semifinished or finished products,AI
12736,value development,development of a value,AI
12737,West Berlin,former western part of Berlin,AI
12738,western part,part located west of the imagined center,AI
12739,competition law,law of competition,AI
12740,rediscovery,renewed discovery of something unknown or lost,AI
12741,weasel,slender agile mustelid related to ermine,AI
12742,eyelash,small hair on the eyelids,AI
12743,shrimp,very small thing or person,AI
12744,economic upturn,upturn after stagnation or recession,AI
12745,economy section,area of responsibility for economy,AI
12746,economic miracle,unexpected large economic upswing,AI
12747,business newspaper,newspaper for the economy,AI
12748,good deed,voluntary act helping a needy person or group without return,AI
12749,apartment seekers,people looking for an apartment,AI
12750,bliss,something that feels good; very great happiness,AI
12751,workstation,powerful personal computer for a workplace connected to a local network,AI
12752,heap,large disorderly and confusing mass of things,AI
12753,yard,English unit of length about 0.91 meters,AI
12754,magic formula,formula supposed to cause magic,AI
12755,onlooker,person who watches from a distance,AI
12756,toe,part of the foot corresponding to a finger,AI
12757,decathlon,athletics contest of ten events over two days,AI
12758,temporary work,employment based on temporary lending of workers,AI
12759,central committee,highest body within a communist party,AI
12760,arsenal,building where a citys weapons are kept,AI
12761,foster father,man who temporarily or permanently takes in children of other parents,AI
12762,goal direction,direction of a goal,AI
12763,Zionism,Jewish movement from the 19th century for a Jewish state in Palestine,AI
12764,Zulu,Zulu language spoken in South Africa,AI
12765,shout,call directed at someone,AI
12766,supplementary insurance,additional insurance taken out alongside existing,AI
12767,allocation,act of assigning or distributing,AI
12768,bikini,two piece swimsuit,AI
12769,outer ward,space between two castle walls,AI
12770,interim result,result achieved when part of a task is completed,AI
12771,eel,eel-shaped freshwater and saltwater fish of the order Anguilliformes,AI
12772,exhaust gas,"gaseous product of a reaction, usually combustion",AI
12773,final stanza,closing stanza,AI
12774,deposit,storage or placing of items/material,AI
12775,downstroke,downward stroke in cursive writing,AI
12776,abortion pill,pill whose active ingredients cause an abortion,AI
12777,lawyer,attorney,AI
12778,aerobics,fitness training combining gymnastics and dance to increase oxygen use,AI
12779,aggregate (species group),grouping of several minor species into a collective species,AI
12780,agony,death throes,AI
12781,acrobat,variety or circus artist performing demanding physical feats,AI
12782,action group,association for an action,AI
12783,allegory,personified or concrete representation of an abstract matter,AI
12784,omnipotence,unlimited power; ability to do everything,AI
12785,former federal chancellor,"former chancellor, no longer in office",AI
12786,age stage,time period in life,AI
12787,antiquity,historical era beginning with writing and ending in the 1st millennium AD,AI
12788,legacy contamination,leftover hazardous substances from human activity,AI
12789,Amazon,matriarchal people in Greek and Roman mythology,AI
12790,local court judge,judge at a local court,AI
12791,anachronism,incorrect placement in time,AI
12792,anarchist,representative or supporter of anarchism,AI
12793,anorak,windproof pullover jacket with only a head opening,AI
12794,point of application,point to apply or connect,AI
12795,antifascist,supporter of anti-fascism,AI
12796,apparatus,set of devices serving a purpose,AI
12797,appeal,"charm, attractiveness, positive connotation",AI
12798,female worker,female person who works for wages,AI
12799,workflow,ordered sequence of work steps,AI
12800,work organization,organization of work,AI
