id,translate,translate_description,source
8401,turbine,flow machine that converts flow energy into rotation and mechanical energy,AI
8402,gymnastics club,club devoted to gymnastics,AI
8403,ultrasound,sound with frequencies above human hearing around 20000 hertz,AI
8404,revenue gain,added turnover,AI
8405,environment committee,committee for environmental issues,AI
8406,environmental pollution,burdening of the environment with waste and pollutants,AI
8407,female environment minister,female head of an environment ministry,AI
8408,environmental pollution,pollution of the environment by waste and harmful substances,AI
8409,accidental death,death as a result of an accident,AI
8410,accident insurance,insurance that compensates damage from accidents,AI
8411,monster,large frightening mythical being,AI
8412,immortality,quality of not being able or required to die,AI
8413,entertainment program,totality of offerings for entertainment,AI
8414,underwear,garment worn directly on the body under other clothing,AI
8415,investigation report,report on the result of an investigation,AI
8416,uranium enrichment,process to increase the share of uranium 235,AI
8417,copyright,all legal provisions protecting creators rights,AI
8418,Big Bang,origin of the universe according to standard cosmology,AI
8419,female vacationer,female person on vacation,AI
8420,variable,placeholder for unknown or changing value in mathematics,AI
8421,Vega,star in the constellation Lyra,AI
8422,vegetarian,person who does not eat meat,AI
8423,sense of responsibility,awareness of being responsible for something,AI
8424,negotiation partner,person with whom one negotiates,AI
8425,increase,growth or production of identical from existing,AI
8426,female landlord,female person who rents something out,AI
8427,extermination camp,concentration camp whose purpose is the уничтожение of inmates,AI
8428,veil,covering especially of body parts with transparent or dense fabric,AI
8429,fault,culpable behavior,AI
8430,hiding place,place where one can hide,AI
8431,contract conclusion,conclusion or agreement of a contract,AI
8432,administrator,person who manages something,AI
8433,administrative effort,effort for administration,AI
8434,interest,yield of an investment,AI
8435,livestock,totality of farm animals kept in agriculture,AI
8436,deputy chief,deputy of a person with authority,AI
8437,world runner up,second in a world championship competition,AI
8438,volley,ball returned directly out of the air,AI
8439,enforcement,execution of a judgment,AI
8440,estimate,cost estimate listing expected costs,AI
8441,procedure,way one proceeds; plan of action,AI
8442,front garden,small private green area between house and street,AI
8443,dominant position,leading position in a field,AI
8444,first name,name chosen by parents,AI
8445,suburb,urban district outside the city core,AI
8446,pre stage,earlier degree on the way to a more developed form,AI
8447,Vaud,canton in Switzerland,AI
8448,scale pan,container holding the object to be weighed on a scale,AI
8449,growth rate,percentage indicating the extent of growth,AI
8450,weapon possession,ownership of at least one weapon,AI
8451,ballot box,closed container with a slot for secret voting,AI
8452,delusion,false idea,AI
8453,whale,very large aquatic mammal,AI
8454,Waldeck,region or city name in Germany,AI
8455,forest path,path leading in or through the forest,AI
8456,traveling exhibition,exhibition shown at different places,AI
8457,transformation,fundamental change,AI
8458,hot water,water with relatively high temperature,AI
8459,queue,ordered line of waiting people,AI
8460,detergent,mixture of substances in liquid gel or powder used to clean textiles,AI
8461,water pipe,pipe system for transporting water,AI
8462,water cannon,device on a truck that emits a high pressure water jet,AI
8463,alternation,frequent change between two or more possibilities,AI
8464,turnout setting,setting or operation of a railway switch,AI
8465,Christmas bonus,additional payment at year end to employees,AI
8466,Weller,surname,AI
8467,pup,young fox wolf or dog,AI
8468,World Cup race,race counted for the World Cup,AI
8469,world community,totality of all people,AI
8470,West Africa,region in Africa,AI
8471,weather forecast,statement about expected weather,AI
8472,Vienna Woods,forest area near Vienna,AI
8473,wind shelter,place protected from wind,AI
8474,winter service,service ensuring traffic safety in winter,AI
8475,conservatory,room with mostly glass walls for overwintering plants,AI
8476,winter tire,tire optimized for winter road conditions,AI
8477,Wittenberg,city in Saxony Anhalt,AI
8478,weekly working time,working time per week,AI
8479,weekday,one of the seven days of the week,AI
8480,weekly newspaper,newspaper published weekly,AI
8481,block of flats,ensemble of houses within surrounding streets,AI
8482,shared flat,apartment shared by several people,AI
8483,residential group,group of residents,AI
8484,verbal duel,heated dispute conducted only with words,AI
8485,Wotan,supreme Germanic god,AI
8486,child prodigy,child with extraordinary abilities,AI
8487,wishful thinking,hopeful unreal view that ignores reality,AI
8488,yang,male principle in Chinese philosophy of nature,AI
8489,apple of discord,object over which people argue,AI
8490,for a while,indefinite period of time,AI
8491,Central Asia,region in Asia,AI
8492,central office,central office of an organization,AI
8493,witness stand,place in a courtroom where a witness testifies,AI
8494,civilian,sphere of society not belonging to the military,AI
8495,civil service,alternative service for those who cannot do military service for conscience reasons,AI
8496,inflow,process of flowing in,AI
8497,additional purchase,additional purchase,AI
8498,future prospect,plan or idea not realizable in the near future,AI
8499,assignment,act of assigning to a group or category,AI
8500,consolidation,collecting or handling at a common place,AI
