id,translate,translate_description,source
11101,government bench,bench of the governing faction in parliament,AI
11102,government camp,totality of supporters of a government,AI
11103,government member,member of a government,AI
11104,seat of government,place where a states government is located usually the capital,AI
11105,regime opponent,person who opposes a regime,AI
11106,regiment,medium sized military formation between brigade and battalion,AI
11107,purity,absence of dirt and grime,AI
11108,tour group,group of people traveling together,AI
11109,record low,lowest point reached so far,AI
11110,recruit,novice or newcomer in the military,AI
11111,religious community,community of those who profess a religion,AI
11112,reputation,good reputation,AI
11113,reorganization,introduction of a new system of order,AI
11114,reply,reply to a statement or thesis,AI
11115,reserve,area reserved for a certain purpose,AI
11116,reservist,trained soldier who can be called up if needed,AI
11117,restorer,person trained to carry out restoration work,AI
11118,rheumatism,general disorders of the musculoskeletal system with pain,AI
11119,rhythmics,study of rhythm,AI
11120,seal,spindle shaped predator hunting in water,AI
11121,luge rider,person who rides a sled often in competitions,AI
11122,romantic,emotional romantic person,AI
11123,roulette,game with a spinning wheel where a ball lands on numbers and colors,AI
11124,caller,person who calls,AI
11125,broadcaster,broadcaster mainly for radio or tv programs,AI
11126,hall building,building with a hall as a key element,AI
11127,female case worker,female person handling a specific subject area,AI
11128,sacrament,ritual act conveying Gods grace,AI
11129,salamander,tailed amphibian without fin folds,AI
11130,Thessaloniki,city in Greece,AI
11131,volley,simultaneous firing of several firearms,AI
11132,collection volume,volume collecting various objects or texts,AI
11133,mishmash,unordered unsystematic collection,AI
11134,rehabilitation program,program for rehabilitation,AI
11135,sarcasm,biting hurtful mockery,AI
11136,sarcophagus,coffin like object usually made of stone,AI
11137,stencil,template of rigid material to reproduce same result,AI
11138,chess game,popular board game and part of a two part chess match,AI
11139,damages lawsuit,lawsuit for compensation for damage,AI
11140,damage case,case of damage,AI
11141,conductor,transport company employee who checks tickets and collects fares,AI
11142,prankster,cheeky person who plays good natured tricks,AI
11143,eyesore,something that harms the appearance or reputation of a thing,AI
11144,display case,case with viewing window to present objects,AI
11145,shipwreck,accident at sea where ship is in distress and abandoned,AI
11146,pike perch,other name for zander freshwater predator fish,AI
11147,mess,difficult situation that seems without a way out caused by a mishap,AI
11148,simplicity,quality of being simple and not complex,AI
11149,loop,round form of a piece to be tied such as a cord or wire,AI
11150,tie,necktie worn with shirt and suit,AI
11151,last minute,final minute of a game,AI
11152,snail,elongated mollusk with tentacles and often a spiral shell that moves slowly on slime,AI
11153,plaice,flatfish used as food with an oval body,AI
11154,bogeyman,supernatural or unnatural being that frightens people,AI
11155,shouter,person who shouts loudly,AI
11156,school desk,bench desk for two students with attached writing board,AI
11157,debt counseling,counseling for debtors,AI
11158,school festival,festival at a school,AI
11159,school type,type of school in organization and curriculum,AI
11160,school community,all teachers students and parents of a school,AI
11161,school law,law that regulates the school system,AI
11162,compulsory schooling,duty imposed on students to attend school,AI
11163,school level,level in the school system,AI
11164,line of fire,direction in which a shot is fired or the imaginary line of fire,AI
11165,protection association,community for protection,AI
11166,sulfur,chemical element with atomic number 16 belonging to nonmetals,AI
11167,key topic,priority topic or main idea,AI
11168,sister party,party that has similar political goals to another party,AI
11169,decline,usually gradual dwindling,AI
11170,oath,binding commitment to something,AI
11171,jury court,court with judges and jurors for very serious crime such as murder,AI
11172,sediment,deposit or rock layer usually formed by erosion,AI
11173,sea bathing,stay in seawater,AI
11174,self control,control and steering of ones own behavior,AI
11175,self confidence,quality of being sure of ones abilities,AI
11176,security problem,problem of safety,AI
11177,settlement area,area with settlements,AI
11178,silicone,durable elastic plastic made from silicon,AI
11179,silo,tower like building for storing grain coal or cement,AI
11180,symphony orchestra,large orchestra for classical music with standardized set of instruments often strings winds and percussion,AI
11181,change of mind,change of attitude opinion or conviction,AI
11182,seating,piece of furniture or simple place to sit,AI
11183,skateboard,recreation and transport board with four wheels,AI
11184,ski pass,time pass for use of a certain ski area,AI
11185,Slovak,citizen of Slovakia,AI
11186,pay,pay for the service of a soldier,AI
11187,summer retreat,time of rest in pleasant climate and the place of relaxation,AI
11188,summer night,night in summer between dusk and dawn during the warmest season,AI
11189,summer semester,summer half of an academic year,AI
11190,special model,special model of a series,AI
11191,special show,special show,AI
11192,special status,special position in legal social or political sense,AI
11193,sun ray,single ray of the sun,AI
11194,Sunday newspaper,newspaper published on Sunday,AI
11195,souvenir,keepsake of an event person or place usually from a trip,AI
11196,welfare cuts,political term criticizing reduction of social benefits by the state,AI
11197,dramatic arc,dramatic tension curve,AI
11198,sparrow,sparrow passer a seed eating songbird especially the house sparrow,AI
11199,dining hall,room where many people can eat,AI
11200,Spessart,low mountain range in Germany,AI
