id,translate,translate_description,source
6701,standard of living,extent of material needs and prosperity of a person or group,AI
6702,life insurance,insurance that pays a sum when reaching a certain age or on death,AI
6703,life path,path through life totality of important events someone experiences,AI
6704,life world,life space with all its characteristics,AI
6705,legion,army unit of the Roman Empire,AI
6706,training course,course to gain specific knowledge or skills,AI
6707,teacher,instructor who conducts classes,AI
6708,apprentice,person who completes an apprenticeship,AI
6709,loaned item,borrowed object,AI
6710,linen,flax fiber obtained from the flax plant,AI
6711,performance increase,increase or improvement of performance,AI
6712,law,law in Latin,AI
6713,light,dative singular form of the noun Licht,AI
6714,romantic relationship,relationship between at least two people marked by affection attraction and desire for closeness,AI
6715,supplier,organization that procures or makes goods and may deliver them,AI
6716,relief,reduction of an unpleasant condition or pain,AI
6717,list position,position on an election list,AI
6718,lynx,genus Lynx in the cat family,AI
6719,straight line,imagined line shortest distance between two places,AI
6720,luxury hotel,hotel especially comfortable with very good service,AI
6721,Maas,river in western Europe,AI
6722,change of power,transfer of power to another party or holder,AI
6723,Madagascar,island state off Africa,AI
6724,madame,woman madam,AI
6725,Madison,social dance in 4 4 time similar to the twist popular in the 1960s,AI
6726,magnet,ferromagnetic material that attracts other ferromagnetic materials,AI
6727,female painter,female artist who paints pictures,AI
6728,Maltese citizen,citizen of the Republic of Malta,AI
6729,circus ring,round performance area in a circus,AI
6730,Manila,capital of the Philippines,AI
6731,shortcoming,something perceived as a flaw or disadvantage,AI
6732,market hall,large building where goods are sold at stalls,AI
6733,market power,power position in the market,AI
6734,St Martins Day,day of Saint Martin of Tours on November 11,AI
6735,machine builder,person or company that makes machines,AI
6736,math,school subject mathematics,AI
6737,mattress,stuffed or foam pad covered with fabric for sleeping,AI
6738,mechanics,branch of physics dealing with motion of bodies and relation to mass and forces,AI
6739,mechanic,person who assembles or repairs machines and checks their function,AI
6740,media landscape,totality of publications and their staff,AI
6741,media company,company in the media sector,AI
6742,mile,unit of length from about 1 to 11 km now 1.609 km in UK and US,AI
6743,Metzler,family name,AI
6744,mineral,naturally occurring usually crystalline solid with uniform chemical composition,AI
6745,mineral water,drinking water with minerals and sometimes carbon dioxide,AI
6746,failure,missing a set goal,AI
6747,mishap,unfavorable outcome of an action,AI
6748,abuse,significant physical or mental harm to someone,AI
6749,collaboration,working together on a task project or area,AI
6750,shared guilt,share of blame responsibility for something,AI
6751,lunch table,table set for the midday meal,AI
6752,center line,line marking the middle of the playing field,AI
6753,middle way,one of several paths that is in the middle,AI
6754,mobile provider,company offering mobile services,AI
6755,fashion store,store that sells fashionable clothing,AI
6756,shrinkflation package,package that misleads about quantity or content,AI
6757,monologue,not short utterance by a single person often on stage,AI
6758,monopoly,market form with only one supplier,AI
6759,murder case,case investigated by police for murder,AI
6760,music history,historical development of music,AI
6761,band,group of musicians who play instruments and make music,AI
6762,musculature,totality of muscles in a body or region,AI
6763,mythology,systematic study and presentation of myths,AI
6764,replica,creation of a representation close to the model and the result,AI
6765,youth development,work with junior talent,AI
6766,rodent,mammal of order Rodentia with long continuously growing incisors,AI
6767,national anthem,official anthem of a nation also called state anthem,AI
6768,Nazi,adherent of National Socialism or member of the NSDAP,AI
6769,side effect,additional effect,AI
6770,minor role,less important role in a play or film,AI
6771,minor matter,thing that is unimportant,AI
6772,thrill,exciting tension often with increased hormones,AI
6773,renewed beginning,renewed start of something ended or interrupted,AI
6774,Neuchatel,city and canton in Switzerland,AI
6775,nine,something with the number 9,AI
6776,modern era,historical period beginning in the 16th century and continuing today,AI
6777,non governmental organization,independent organization active in civil society,AI
6778,kidney,paired bean shaped excretory organ that removes waste via urine,AI
6779,drizzle,precipitation of droplets smaller than 0.5 mm,AI
6780,halo,halo,AI
6781,northern Italy,northern part of Italy,AI
6782,north side,northern side,AI
6783,notary,impartial lawyer who certifies legal transactions and notarizes signatures,AI
6784,emergency service,service providing help outside opening hours,AI
6785,note,short written record,AI
6786,emergency situation,threatening situation,AI
6787,commander in chief,highest commander of parts of the armed forces,AI
6788,secondary school,secondary educational institution,AI
6789,upper grades,totality of higher classes in a school type,AI
6790,Olympic park,park for Olympic Games,AI
6791,omen,sign or foreboding,AI
6792,opera ball,dance event held in an opera house,AI
6793,opus,work of an artist or scientist,AI
6794,local advisory council,advisory council of a place,AI
6795,town edge,border area between town and surroundings,AI
6796,Easter festival,festive Easter,AI
6797,East Frisia,region in Lower Saxony,AI
6798,panda,black and white bear species living in China and eating bamboo,AI
6799,paradox,contradiction in itself or impossibility,AI
6800,parallel,line that runs parallel to another,AI
