id,translate,translate_description,source
14401,phone action,action by phone,AI
14402,phone call,contacting by phone,AI
14403,telecom company,company that is both network operator and mobile provider,AI
14404,phone card,card used for prepaid calls at a card phone,AI
14405,telephone network,communications network for phone calls,AI
14406,phone bill,invoice for phone costs over a period,AI
14407,telecommunications market,market of telecommunications,AI
14408,terminology,system of terms of a field or science,AI
14409,test subject,person subjected to a test to clarify a question,AI
14410,word processing,software or method for editing texts,AI
14411,theater festival,meeting or festival of theaters,AI
14412,theorist,person with little practical experience but much theoretical knowledge,AI
14413,thesis,thesis or dissertation,AI
14414,animal meal,protein feed from processing meat or fish or carcasses,AI
14415,animal experiment,experiment on live animals for scientific or cosmetic purposes,AI
14416,kill shot,shot that kills someone,AI
14417,death squad,paramilitary group tasked with eliminating opponents,AI
14418,toleration,acceptance of acts or positions,AI
14419,tape,long narrow plastic tape coated with magnetic material for storing sound,AI
14420,touring car,car set up for rallies,AI
14421,trotter,racehorse for trotting races,AI
14422,traditionalist,adherent of traditions,AI
14423,treatise,discourse with instructive character,AI
14424,transistor,semiconductor electronic component for switching or amplifying signals,AI
14425,transport route,route on which transports are carried out,AI
14426,transvestite,man who dresses like a woman,AI
14427,bereaved family,family in mourning,AI
14428,memorial ceremony,ceremonial memorial service,AI
14429,mourner,person attending a funeral or memorial service,AI
14430,greenhouse effect,increase in global average temperature caused by greenhouse gases in the atmosphere,AI
14431,fuel price,price for fuel on the world market,AI
14432,trekking,long hike in high mountains,AI
14433,Treuhand agency,public law institution that privatized state owned enterprises of the GDR,AI
14434,animated film,animated film,AI
14435,troika,team of three horses,AI
14436,Troy,ancient city in Asia Minor,AI
14437,tropical wood,wood from the tropics,AI
14438,trope,figurative expression with transferred meaning,AI
14439,turbulence,turbulent development of something,AI
14440,remodeling work,work during remodeling,AI
14441,poll rating,numeric result from a targeted survey about a person or issue,AI
14442,manners,way of behaving toward others in society,AI
14443,suburban municipality,municipality in the surrounding area,AI
14444,average yield,average yield of outstanding high quality domestic bonds,AI
14445,debt restructuring,restructuring of debts,AI
14446,environmental question,question about environmental protection,AI
14447,environmental damage,damage to the environment caused by an event or condition,AI
14448,inconvenience,unpleasant thing annoyance,AI
14449,injustice,offense or unfair treatment,AI
14450,inconsistency,confused or incoherent manner,AI
14451,unionist,supporter of a union,AI
14452,Union party,party CDU or CSU,AI
14453,doom call,call of the fire bellied toad described as plaintive or melancholic,AI
14454,cost contribution,fee to cover costs for a service without profit intent,AI
14455,atrocity,horrible reprehensible deed,AI
14456,underground organization,coordinated non public illegal association,AI
14457,company profit,profit of a company,AI
14458,entrepreneurs association,association of entrepreneurs,AI
14459,non commissioned officer,rank of a soldier,AI
14460,minister of education,head of a ministry responsible for schools,AI
14461,female minister of education,female head of a ministry responsible for schools,AI
14462,education ministry,ministry responsible for schools,AI
14463,lesson period,agreed period of time often 45 minutes for instruction,AI
14464,signature list,list with signatures,AI
14465,displeasure,attitude or feeling of strong disapproval,AI
14466,countless number,very large number whose exact count is unknown,AI
14467,fornication,sexual behavior considered immoral by a society,AI
14468,vein,blood vessel carrying blood to the heart,AI
14469,improvement suggestion,proposal aiming to improve something,AI
14470,bow,act of bowing,AI
14471,consumer price,price paid by a final consumer,AI
14472,consumer association,association of consumers,AI
14473,incineration plant,technical facility where something is disposed of by burning,AI
14474,suspicious circumstance,thing that makes a fact likely,AI
14475,rule of conduct,norms for social interactions often unwritten,AI
14476,sales number,quantity of items sold,AI
14477,airliner,aircraft used for public flights,AI
14478,transport project,project in transport,AI
14479,transport spokesperson,spokesperson for transport topics,AI
14480,traffic flow,heavy traffic in one direction,AI
14481,traffic route,route on which traffic takes place,AI
14482,loss carryforward,loss carried forward into the future,AI
14483,mediation procedure,procedure for mediation,AI
14484,packaging regulation,regulation on packaging,AI
14485,entanglement,close intertwined connection,AI
14486,mail order company,company specialized in mail order,AI
14487,promise,commitment often actually empty,AI
14488,test subject,person on or with whom an experiment is conducted,AI
14489,distribution struggle,conflict over distribution of resources,AI
14490,contract negotiation,negotiation about a contract,AI
14491,distribution channel,way to get something to interested people,AI
14492,Vichy,city in France,AI
14493,video tape,tape with video recording,AI
14494,video film,film recorded with a video camera,AI
14495,videocassette,plastic cassette with magnetic tape as data carrier for films,AI
14496,video rental,facility for lending films,AI
14497,animal,animal,AI
14498,forties,fifth decade of a century or of a life,AI
14499,Vietnamese,citizen of Vietnam,AI
14500,female vice chancellor,female deputy of the chancellor,AI
