id,translate,translate_description,source
1401,centimeter,one hundredth of a meter,AI
1402,witness,person who saw or perceived something and can confirm it,AI
1403,room,room in a house or apartment for peoples stay,AI
1404,zone,defined area or sector for certain uses or tariffs,AI
1405,zoo,scientifically managed animal collection for education research recreation and species protection,AI
1406,coincidence,unforeseeable unplanned event,AI
1407,access,ability to view or use something,AI
1408,cohesion,connectedness among members of a group,AI
1409,purpose,reason or motive an action should have,AI
1410,grade two,school grade good in Germany,AI
1411,departure,start of a trip (usually at a set time or place),AI
1412,levy,payments to authorities,AI
1413,sales,business function after procurement and production; measures for selling goods,AI
1414,deportation,enforced removal of people who must leave a country,AI
1415,safeguarding,measure that reduces personal risks or compensates damage,AI
1416,intention,will to realize something,AI
1417,crash,falling down of people or objects; an accident,AI
1418,respect,"respect, reverence, appreciation",AI
1419,action,very eventful process; dramatic plot,AI
1420,address,address where a person can be found and mail sent,AI
1421,Advent,period of about four weeks before Christmas,AI
1422,hunch,"vague, indistinct premonition",AI
1423,Airbus,European aircraft manufacturer,AI
1424,academy,public or private research or educational institution,AI
1425,stock market,market for shares,AI
1426,acceptance,approval or recognition; willingness to accept,AI
1427,Alaska,US state in the north,AI
1428,analyst,person who analyzes complex facts,AI
1429,view,the act of looking at; a view,AI
1430,female employee,woman who provides her labor for pay (non-manual work),AI
1431,war of aggression,surprise unlawful attack on another state,AI
1432,run-up,run before a jump or push to gain momentum,AI
1433,assumption,belief in an unproven fact; hypothesis or axiom,AI
1434,arrangement,formation carried out in a certain order,AI
1435,kick-off,signal for the start of a game,AI
1436,arrival journey,trip to a place,AI
1437,phone call,contacting by phone,AI
1438,announcement,notice for a specific purpose,AI
1439,interchange,motorway junction for entering or exiting,AI
1440,reputation,high esteem for someone or something,AI
1441,speech,address to a chosen audience on a topic,AI
1442,estate,property; residential real estate,AI
1443,appeal,urgent request or admonition,AI
1444,unemployment,state of people seeking paid work and having none,AI
1445,workplace,place where work is done,AI
1446,architecture,scientific art of building,AI
1447,argument,statement or chain of conclusions used to justify another statement,AI
1448,poverty,lack of material means or opportunities,AI
1449,arsenal,"facility for storage, maintenance and repair of weapons",AI
1450,aspect,way of viewing; point of view,AI
1451,asylum,accommodation for people without their own home,AI
1452,asylum seeker,person seeking admission and protection,AI
1453,processing,working through things that have accumulated over time,AI
1454,stay,being present; remaining somewhere,AI
1455,request,urgent request to do something,AI
1456,emergence,emergence of a phenomenon,AI
1457,condition,special condition that must be met to obtain permission,AI
1458,impact,"violent, audible collision",AI
1459,appeal,public call to do or refrain from something,AI
1460,inscription,short written notice or label on an object,AI
1461,upswing,"more momentum, lift, progress",AI
1462,listing,listing of data,AI
1463,spread,spreading or expansion of something,AI
1464,failure,failure or loss of a system or its parts,AI
1465,information,an item of information; a statement about something,AI
1466,exclusion,excluding people or things from a space or event; keeping someone or something away,AI
1467,call for bids,written announcement offering something and inviting applications or participation,AI
1468,exit,act of leaving something,AI
1469,broadcast,transmission of a radio or television program,AI
1470,expansion,expansion or enlargement,AI
1471,time-out,short interruption of a game,AI
1472,female driver,female person who drives a car,AI
1473,automotive industry,industry producing and servicing motor vehicles,AI
1474,bathing,the act or concept of immersing something in a liquid and taking a bath,AI
1475,rail route,railway line connecting two places,AI
1476,abdomen,front part of the torso between diaphragm and pelvis,AI
1477,beach,"long, flat sandy or gravelly strip of land jutting into water",AI
1478,pelvis,body section below the abdomen and above the legs,AI
1479,service,service performed by one person for another,AI
1480,termination,ending or stopping a process or activity,AI
1481,questioning,asking questions to witnesses or suspects,AI
1482,liberation,ending of captivity or detention,AI
1483,assertion,statement presented as fact without proof or justification,AI
1484,disability,physical or mental impairment affecting participation in society,AI
1485,passenger,person riding in the seat next to the driver,AI
1486,leg,limb for walking and standing,AI
1487,confession,binding statement that something attributed is indeed the case,AI
1488,workforce,totality of employees in a company,AI
1489,insult,injury to another's personal honor,AI
1490,lighting,illumination of a room or object with artificial light,AI
1491,popularity,being popular,AI
1492,reward,recognition or recompense for something done,AI
1493,observation,"focused, conscious examination and perception",AI
1494,calculation,solving formulas,AI
1495,rescue,"rescue of people in distress, injured, or dead",AI
1496,crew,"all crew members on a ship, aircraft, or similar",AI
1497,complaint,statement about an unwanted situation or misconduct,AI
1498,special feature,special characteristic of something,AI
1499,applicant,person who applies,AI
1500,application,act of applying for something,AI
