id,translate,translate_description,source
9801,suspension,state of floating,AI
9802,father in law,father of the spouse,AI
9803,sidestep jump,movement where feet leave ground and land offset to the side,AI
9804,secondary school,school for further education,AI
9805,instant,very short span of time,AI
9806,self realization,realization of the ideas someone has of themselves and their abilities,AI
9807,Serra,surname or mountain range,AI
9808,show host,person who hosts a show,AI
9809,site,website or location in English,AI
9810,sketch,brief drawing with rough strokes that can serve as a draft,AI
9811,snowboarder,person who rides a snowboard,AI
9812,software corporation,large software manufacturer,AI
9813,special unit,special unit,AI
9814,special permit,permit granted in exceptional cases for a special purpose,AI
9815,extra payment,additional payment,AI
9816,social service center,facility for social services,AI
9817,slit,narrow cut long crack,AI
9818,meal,meal prepared dish,AI
9819,semen,male ejaculate of humans and animals consisting of fluids and sperm cells,AI
9820,game hall,large hall for games and game events,AI
9821,score,score of a game,AI
9822,play meadow,open grass area where one can play,AI
9823,top performance,action or result that is highly valued and praised,AI
9824,elite athlete,athlete with exceptionally good performances,AI
9825,sports badge,honor awarded for specific athletic achievements,AI
9826,sports court,institution that judges violations of rules in sports associations,AI
9827,sports event,event where sport is the focus,AI
9828,speechlessness,temporary inability to put something into words due to strong emotion,AI
9829,state border,territorial border of a state,AI
9830,state security,protected condition of a state,AI
9831,urban planner,person who does urban planning,AI
9832,family tree,graphic representation of development history of beings or products,AI
9833,location factor,factor for choosing a location,AI
9834,rendezvous,meeting of lovers,AI
9835,tax law,body of legal rules concerning taxes,AI
9836,vote share,share of votes,AI
9837,ray,half infinite line starting at a fixed point,AI
9838,scattering,scattering of something,AI
9839,styling,designing something such as products or clothing,AI
9840,subsidy,financial aid without consideration to support companies,AI
9841,subject matter,content or object of an artistic representation,AI
9842,symphony,work for orchestra,AI
9843,synthesizer,musical instrument producing tones electronically by sound synthesis,AI
9844,open pit mine,facility that operates open pit mining,AI
9845,tariff dispute,conflict between bargaining parties in negotiations,AI
9846,test drive,drive carried out for testing purposes,AI
9847,test track,track where vehicles can be tested,AI
9848,copywriter,person who writes advertising or song lyrics,AI
9849,textile,textile material,AI
9850,theater producer,person who produces theater,AI
9851,low level flight,flight at low altitude,AI
9852,deep sleep,very deep and firm sleep,AI
9853,animal species,animal group distinguished from others by criteria,AI
9854,carpentry shop,carpenters business,AI
9855,cover image,image on the title page illustrating the title,AI
9856,title role,leading role that gives its name to the work,AI
9857,train oil,oil from seals and fish especially whale,AI
9858,railcar,rail vehicle with its own drive,AI
9859,freerider,person who rides on the outside of a vehicle without paying or without space inside,AI
9860,fallacy,false conclusion that seems correct at first sight,AI
9861,changing booth,small room for changing clothes,AI
9862,revenue increase,increase in turnover,AI
9863,return on sales,return based on turnover,AI
9864,environmental policy,policy area concerned with environmental and nature protection,AI
9865,redesignation,change of the intended purpose,AI
9866,entertainment value,degree to which something contributes to entertainment,AI
9867,undergrowth,low growth under the crowns of large trees,AI
9868,omission,often deliberate failure to act,AI
9869,ballot vote,secret vote of union members on starting or ending a strike,AI
9870,vacation pay,special payment to finance vacation,AI
9871,holiday trip,trip taken for vacation,AI
9872,vampire,night active figure from Slavic folklore that feeds on blood,AI
9873,verdict,judgment verdict,AI
9874,sales stall,quickly set up sales stand,AI
9875,transport committee,committee for transport,AI
9876,measurement,measuring of something,AI
9877,transfer,promotion of a pupil to same or next higher class,AI
9878,verve,energy and enthusiasm especially in art,AI
9879,neglect,deficient condition caused by too little care or resources,AI
9880,veteran,experienced seasoned person,AI
9881,nepotism,excessive favoritism of relatives,AI
9882,video camera,device for recording film sequences electronically,AI
9883,ward round,doctor visit at a patients bedside,AI
9884,vocabulary,range of words someone uses or of a field,AI
9885,preselection,selection made in advance,AI
9886,warm up game,game used as practice for a competition,AI
9887,visionary,person who influences with pioneering ideas,AI
9888,advance performance,performance rendered in advance,AI
9889,pretext,advancement or support,AI
9890,starter,first course of a multi course meal,AI
9891,Wachau,region in Austria,AI
9892,election fraud,illegal manipulation of an election result,AI
9893,gelding,male horse that has been castrated,AI
9894,pilgrimage church,church that is a destination of pilgrimages,AI
9895,tub,long open container with high walls and flat bottom,AI
9896,shroud,rope or rod for lateral bracing of a mast,AI
9897,washbasin,sanitary facility usually mounted on a wall for washing,AI
9898,tap,closable end piece of a water pipe,AI
9899,openness to the world,attitude of being open to ideas and people from outside,AI
9900,global economic crisis,sharp decline of production and trade in many economies,AI
