id,translate,translate_description,source
7501,dessert,final course of a meal served after the main dish,AI
7502,needle,long thin tool with a point shaped for various uses,AI
7503,local supply,provision of goods and services within easy reach of consumers,AI
7504,name giver,something or someone after which something is named,AI
7505,anesthesia,medically induced controlled unconsciousness often with pain suppression and muscle relaxation,AI
7506,conservation association,association for nature conservation,AI
7507,nephew,son of a sister or brother also of a sibling in law,AI
7508,new appointment,refilling a position anew,AI
7509,novelty,state of being new and not existing before,AI
7510,neurology,medical field dealing with structure physiology and diseases of the nervous system,AI
7511,northern Europe,northern part of Europe,AI
7512,notebook,book with blank pages for notes ideas excerpts and sketches,AI
7513,amendment,changing or supplementing an existing law,AI
7514,nut,edible oily seed with a hard shell,AI
7515,upper arm,upper part of the arm from elbow to shoulder,AI
7516,higher court,higher court,AI
7517,lieutenant colonel,staff officer rank between major and colonel,AI
7518,odyssey,the journey of Odysseus,AI
7519,written offer,written offer for goods or services,AI
7520,earwig,small usually winged insect living in cracks or crevices,AI
7521,operetta,light stage work with singing dialogue and dance,AI
7522,female organizer,female person who prepares actions or processes,AI
7523,organ donation,donation of ones own organ for transplantation,AI
7524,local head,head of a municipality,AI
7525,town center,central part of a town,AI
7526,East Asia,region in East Asia,AI
7527,page,hotel page hotel servant in uniform,AI
7528,palazzo,Italian palace,AI
7529,Palermo,city in Sicily,AI
7530,paper,individual short scientific publication,AI
7531,park grounds,grounds designed as a park,AI
7532,parking deck,deck for parking cars,AI
7533,party chair,chairmanship of a party,AI
7534,party headquarters,head office of a political party,AI
7535,patent,document granting exclusive right to exploit an invention,AI
7536,patriarchy,society in which men have dominance,AI
7537,patrol,individual or group performing a specific tactical task,AI
7538,female pensioner,female person no longer employed receiving retirement benefits,AI
7539,staffing decision,decision when filling a job or office,AI
7540,local passenger transport,transport of people over short distances,AI
7541,passenger transport,all means of passenger transport,AI
7542,parsonage,building where the pastor has residence or office,AI
7543,whistle,short sound produced by whistling or signal tone,AI
7544,Pentecost Sunday,Christian holiday on Sunday of Pentecost,AI
7545,care allowance,social benefit due to increased care needs,AI
7546,phantom,something that exists only in imagination and is not real,AI
7547,pipit,ground nesting songbird of genus Anthus,AI
7548,plague,supernatural punishment,AI
7549,laceration,open injury of the skin,AI
7550,playboy,financially independent man who pursues pleasures,AI
7551,plenary session,session where all participants should be present,AI
7552,police union,organization representing police interests,AI
7553,position paper,document stating positions,AI
7554,post branch,branch of the post,AI
7555,postulate,demand,AI
7556,price war,competition over prices,AI
7557,price increase,increasing costs of a good or service,AI
7558,press agency,company that collects and prepares information for mass media,AI
7559,press report,report published in the press,AI
7560,primary school,primary school in Switzerland,AI
7561,princely couple,prince or princess as successor with spouse,AI
7562,privatization,sale or transfer of state enterprises or assets to private hands,AI
7563,professorship,office or title of a professor,AI
7564,programming,creating computer programs with programming languages,AI
7565,project developer,person or firm that develops projects,AI
7566,prose,literary genre not bound by meter rhyme or rhythm,AI
7567,prostitute,female person offering sexual acts for payment,AI
7568,crosswise,position or course that cuts across something else,AI
7569,cross section,plane cut of a body at 90 degrees to its long axis,AI
7570,receipt,confirmation of receipt or payment,AI
7571,raven,black bird species the common raven,AI
7572,rage,uncontrolled excitement,AI
7573,Ramsau,place name and mountain region,AI
7574,scuffle,small harmless fight not intended to injure,AI
7575,rap,spoken song over repeating drum and bass patterns,AI
7576,Rappen,coin unit in Upper Rhine region from 13th century,AI
7577,predator,mammal of order Carnivora that feeds on other animals,AI
7578,smoke cloud,large dense mass of smoke,AI
7579,drug,collective term for substances that cause intoxication,AI
7580,legal system,totality of measures and organizations safeguarding law,AI
7581,reference rate,reference price or rate,AI
7582,rainbow,optical phenomenon from light refraction in raindrops,AI
7583,government work,activity of a government,AI
7584,government responsibility,responsibility for government action,AI
7585,Reichstag,assembly of princes envoys or elected deputies at imperial level,AI
7586,cleaning agent,chemical substance used for cleaning,AI
7587,female rider,female person who rides a horse donkey camel and so on,AI
7588,record number,highest number so far,AI
7589,relation,relationship or ratio,AI
7590,freedom of religion,constitutional right to choose and practice religion,AI
7591,racing bike,bicycle designed for racing,AI
7592,race day,day with horse races,AI
7593,race car,vehicle designed for car racing,AI
7594,reputation,standing gained through outstanding performance,AI
7595,restructuring,reordering of structures,AI
7596,reference value,value used as a guideline,AI
7597,cattle,cloven hoofed animal species group,AI
7598,role playing,game where players take on other roles and behaviors,AI
7599,role distribution,distribution of roles,AI
7600,jerk,abrupt impulse causing a shift,AI
