id,translate,translate_description,source
11201,game master,person who directs and is responsible for the course of a game,AI
11202,spoilsport,person who deliberately disregards rules of play,AI
11203,top class,highest performance class,AI
11204,umbrella association,umbrella organization of several regional or thematic associations,AI
11205,PE teacher,teacher who teaches sports,AI
11206,language area,area where a language or dialect is used,AI
11207,district,jurisdictional district of an institution,AI
11208,female sprinter,female runner who reaches maximum speed over short distances,AI
11209,joyride,short spontaneous fun trip with a vehicle,AI
11210,squash,sport for two players where a ball is hit against a wall with rackets,AI
11211,state railway,railway operated by the state,AI
11212,graduation,subdivision of an area into several meaningful parts,AI
11213,steel group,company engaged in production processing and distribution of steel,AI
11214,set piece,specific game situation at free kicks corners and penalties,AI
11215,stability,stability or resistance,AI
11216,start phase,initial phase,AI
11217,statute,set of rules by which an institution should operate,AI
11218,dam,artificial structure to dam a body of water,AI
11219,perennial,perennial herb whose above ground shoots die at end of season,AI
11220,standing place,place to stand for people for example in transport or events,AI
11221,stonemason,craftsman who works stone,AI
11222,sterling,pound sterling currency unit of the United Kingdom,AI
11223,highlight,period when something special or desired was achieved,AI
11224,helmsman,person who steers a boat for example in rowing,AI
11225,code of criminal procedure,law on criminal proceedings,AI
11226,street worker,social worker on the street,AI
11227,Streif,surname,AI
11228,dispute,ongoing conflict between persons or institutions,AI
11229,armed forces,deployable armed forces,AI
11230,power generator,facility or company for power generation,AI
11231,power supplier,company that produces or sells electricity,AI
11232,structural reform,reform involving changes of structures,AI
11233,academic year,period of a year during which studies take place,AI
11234,silent film,film without recorded sound with dialogue shown on text panels,AI
11235,subject,sentence element about which the predicate makes a statement and agrees in number,AI
11236,subcontractor,contractor as subcontractor,AI
11237,symbolic figure,person who stands as a symbol or example for something,AI
11238,symphony musician,orchestra musician in a symphony orchestra,AI
11239,tobacco industry,industry that produces and markets cigarettes cigars and tobacco,AI
11240,tabellendritte,nominative plural of the strong declension of Tabellendritter,AI
11241,tableau,impressive scene grouping of actors,AI
11242,day clinic,medical facility without overnight stay,AI
11243,child minder,woman who looks after children of working mothers during the day,AI
11244,day to day politics,day to day political decisions,AI
11245,waist,narrowest part of the torso between ribcage and hips,AI
11246,seaweed,long firm plant growing in water forming stands,AI
11247,collective agreement,agreement between bargaining parties at end of negotiations,AI
11248,thaw,weather in which snow and ice melt,AI
11249,subarea,area that is part of something,AI
11250,partner,person who owns a share in a business enterprise,AI
11251,part time work,employment with less than full working time,AI
11252,telegram,written message transmitted by acoustic optical or electrical device,AI
11253,Texan,inhabitant of Texas,AI
11254,subject area,field to which specific topics are assigned,AI
11255,Thames,river in England,AI
11256,Tibetan,member of the Tibetan people,AI
11257,heavy blow,unexpected hard blow,AI
11258,title favorite,favorite for the title,AI
11259,rabies,highly dangerous usually fatal viral infection transmissible by animal bites,AI
11260,totalitarianism,suppression of any deviating ideas,AI
11261,transit traffic,traffic in transit,AI
11262,transport company,company whose main business is transport of goods or people,AI
11263,dream job,job matching ones wishes and ideas,AI
11264,dream world,unreal world in fantasy or dreams,AI
11265,gloom,feeling of sadness gloom or desolation,AI
11266,drum,round hollow musical instrument with a stretched skin that is struck,AI
11267,drummer,player of a drum,AI
11268,Czechoslovakia,former state in Europe,AI
11269,tumult,loud chaos and commotion,AI
11270,Tunisian,citizen of Tunisia,AI
11271,female gymnast,female athlete whose sport is gymnastics,AI
11272,tournament winner,person who wins a tournament,AI
11273,gym room,room for physical exercises in an educational institution,AI
11274,tyranny,arbitrary and oppressive rule by force,AI
11275,clockwork,mechanical inner workings of a clock,AI
11276,environmental disaster,extreme environmental damage caused by humans,AI
11277,environmental association,association working to protect the environment,AI
11278,absurdity,something completely nonsensical,AI
11279,disobedience,refusal to carry out a directive from an authority,AI
11280,base,object or layer lying underneath as protection support or leveling,AI
11281,subordination,assuming a lower rank or position,AI
11282,lesson cancellation,cancellation of lessons,AI
11283,signature collection,collecting signatures,AI
11284,Uta,female first name,AI
11285,instruction,issuing an order,AI
11286,responsibility,property of being responsible,AI
11287,verb,word expressing an action state or event,AI
11288,banishment,forced relocation by judgment or decree,AI
11289,development,construction of buildings on previously undeveloped land,AI
11290,club head,head of a club,AI
11291,club member,person who joined a club,AI
11292,constitutional reform,reform or revision of a constitution,AI
11293,traffic expert,specialist in traffic matters,AI
11294,mediation committee,committee that mediates,AI
11295,postponement,postponement of an appointment,AI
11296,intended purpose,aim or task to be fulfilled,AI
11297,forgiveness,act of forgiving or accepting an apology,AI
11298,video clip,short film,AI
11299,Vietnam War,armed conflict in Vietnam from 1945 to 1975,AI
11300,deputy prime minister,deputy head of government,AI
