id,translate,translate_description,source
4001,rate,ratio expressed in percent between two quantities,AI
4002,expulsion,action to remove a person from a place against their will,AI
4003,realization,act of making an idea or plan a reality,AI
4004,secondary school,school in Germany leading to intermediate certificate,AI
4005,rebellion,decisive resistance,AI
4006,accountability,information about reasons actions or behavior often legal duties,AI
4007,court of audit,independent authority controlling public finances,AI
4008,legal situation,totality of legal provisions valid at a time,AI
4009,shift to the right,sudden political shift to the right with increased votes for right parties,AI
4010,rule of law,principle that state power is exercised within constitution and law,AI
4011,Recklinghausen,city in North Rhine Westphalia,AI
4012,regeneration,renewal restoration,AI
4013,female head of government,female person leading a government,AI
4014,governing party,party forming the government,AI
4015,government spokesperson,person tasked with presenting government views publicly,AI
4016,government representative,person acting on behalf of a government,AI
4017,roe deer,roe deer forest ruminant of the deer family,AI
4018,passport,official identity document enabling entry to certain states,AI
4019,expulsion,exclusion from educational institutions,AI
4020,fast horse,fast horse,AI
4021,retirement age,age when one can receive a pension and retire,AI
4022,pension reform,reform of the pension system,AI
4023,pension system,system of pensions,AI
4024,department,defined area of tasks or topics,AI
4025,remorse,regret over ones action and sense of guilt,AI
4026,Rhineland,region in western Germany,AI
4027,ferris wheel,wheel ride lifting riders for a good view,AI
4028,Rita,female given name,AI
4029,ritual,totality of established customs,AI
4030,Romanticism,spiritual epoch from late 18th to mid 19th century,AI
4031,Romeo,male given name and literary figure,AI
4032,Rwanda,state in East Africa,AI
4033,Saar,river in Germany and France,AI
4034,cream,fat rich part of milk forming the top layer,AI
4035,season opener,start of a season period,AI
4036,season finale,last game of the season,AI
4037,salon,reception or social room of a large house,AI
4038,seed,multicellular reproductive body of seed plants,AI
4039,Sander,family name,AI
4040,coffin,elongated box with lid for a corpse,AI
4041,compensation,compensation for a damage,AI
4042,switch,electrical component that makes or breaks a connection,AI
4043,glow,weak shimmer to bright glare,AI
4044,cupbearer,servant responsible for pouring drinks,AI
4045,scissors,device for cutting paper and thin materials,AI
4046,shipping,activities of travel transport and other with a ship,AI
4047,white horse,white horse,AI
4048,battle,large usually bloody combat between armies,AI
4049,battlefield,area where a battle took place,AI
4050,drum kit,set of percussion instruments forming one instrument often with snare and bass drum and cymbals and toms,AI
4051,mud,earth mixed with water,AI
4052,castle park,park belonging to a castle,AI
4053,goalkeeper,goalkeeper in football,AI
4054,final whistle,whistle that ends a game,AI
4055,closing point,end of something,AI
4056,speed,ability to move or act quickly,AI
4057,interface,connection between devices or programs as hardware or software,AI
4058,schoolyard,open area at a school used during breaks,AI
4059,school management,all persons responsible for leading a school,AI
4060,route to school,path of a student to school,AI
4061,rubble,mass of mostly solid objects broken out of a larger object,AI
4062,weak spot,point where something or someone is vulnerable,AI
4063,pregnant woman,woman who is pregnant and expecting a child,AI
4064,Swiss woman,female citizen of Switzerland,AI
4065,threshold,lower crossbeam of a door frame that one steps over,AI
4066,sword,bladed weapon made of metal,AI
4067,dizziness,impairment of balance with feeling of staggering,AI
4068,rope,object made of twisted threads wires or similar,AI
4069,semester,half of an academic or school year,AI
4070,showdown,decisive confrontation between two opponents leading to final defeat of one,AI
4071,security consultant,consultant for security,AI
4072,security concept,defined plan for ensuring safety of people,AI
4073,review,checking in order to make a possible decision,AI
4074,seal,stamp for imprinting a sign,AI
4075,winning goal,score that decides a contest,AI
4076,skier,person who skis,AI
4077,society,society in English,AI
4078,socks,sock,AI
4079,special exhibition,special exhibition,AI
4080,sunglasses,glasses with dark lenses to protect eyes from sunlight,AI
4081,sunlight,light emitted by the sun,AI
4082,sunset,apparent sinking of the sun below the horizon,AI
4083,Sunday late morning,late morning of a Sunday,AI
4084,diligence,conscientious well thought out approach,AI
4085,span,time span between two points,AI
4086,asparagus,perennial lily plant with thin green branched shoots,AI
4087,austerity course,strategy focused on saving to solve financial problems,AI
4088,menu,price list of foods and drinks offered in a restaurant,AI
4089,division,class in which several teams play,AI
4090,playing practice,practical activity and experience in playing,AI
4091,style of play,specific way or form of playing,AI
4092,espionage,obtaining secret information from foreign organizations or states,AI
4093,leading group,group at the top of a ranking,AI
4094,top politician,politician with a particularly influential position,AI
4095,sports car,sporty passenger car,AI
4096,scorn,mocking amusement at someone,AI
4097,explosive,substance that burns very fast with strong gas development,AI
4098,blasting,destruction by use of exploding material,AI
4099,sprinter,athlete specialized in short distances,AI
4100,ankle joint,movable joint between foot bones and lower leg bones,AI
