id,translate,translate_description,source
3601,design,concrete design or implementation,AI
3602,excerpt,"portion cut out of a text, picture, film, or audio",AI
3603,pronunciation,"acoustic formation of sounds, words, and sentences",AI
3604,venue,place where a competition is held and decided,AI
3605,moving out,process of leaving a room or building,AI
3606,autonomy,right to give oneself laws and live by one's own laws,AI
3607,road traffic,traffic on roads caused by motor vehicles,AI
3608,bakehouse,building where baking is done,AI
3609,Bahrain,island state in the Persian Gulf,AI
3610,Baku,capital of Azerbaijan,AI
3611,ballet,art form of dance in theater,AI
3612,balloon,rubber shell that can be inflated with air or helium,AI
3613,basilica,public long hall building with raised nave and side aisles,AI
3614,construction worker,person whose job is to help build structures,AI
3615,start of construction,start date of construction work,AI
3616,construction yard,place where materials are stored,AI
3617,development,act of building up an area,AI
3618,order,"binding instruction, e.g., in the military or police",AI
3619,female respondent,female person being questioned or interviewed,AI
3620,finding,result of a test or report of findings,AI
3621,aid,additional support in the form of money or material gifts,AI
3622,accession,acquiring membership,AI
3623,user,person who uses something,AI
3624,advice center,public office where one can get advice,AI
3625,enrichment,gain or benefit for something,AI
3626,miner,male person working in mining,AI
3627,mountaineer,person who climbs a mountain,AI
3628,removal,removing something or being removed,AI
3629,inspection,event where someone views something in detail,AI
3630,taxation,levying taxes,AI
3631,record,best mark in a discipline at a given time,AI
3632,beta,second letter of the Greek alphabet,AI
3633,affectedness,state of being affected,AI
3634,bag,elastic container for holding things,AI
3635,approval,formal official approval,AI
3636,district office,highest administrative authority of a district,AI
3637,district authority,first-instance administrative authority of Austrian districts,AI
3638,bike,generic term for bicycle or motorcycle,AI
3639,biker,person who rides a bicycle or motorcycle,AI
3640,ministry of education,ministry responsible for education,AI
3641,tie,neckwear tied around the neck,AI
3642,bite,act of biting,AI
3643,diocese,district of a bishop,AI
3644,bladder,urinary bladder,AI
3645,brass music,music style using mainly wind instruments and drums,AI
3646,bond,"bond, security",AI
3647,boxer,person who practices boxing,AI
3648,boycott,organized isolation to exert pressure,AI
3649,bratwurst,sausage for frying or grilling,AI
3650,brigade,smallest large unit of land forces,AI
3651,explosiveness,feature of great significance or danger,AI
3652,book fair,exhibition for books,AI
3653,federal finance minister,head of the federal finance ministry,AI
3654,federal capital,capital of a federal state,AI
3655,Austrian Armed Forces,armed forces of Austria,AI
3656,federal cabinet,all ministers of the federal government including the chancellor,AI
3657,Chancellery,office of the federal chancellor,AI
3658,Federal Criminal Police Office,federal authority for fighting crime,AI
3659,federal election campaign,campaigning for a Bundestag election,AI
3660,Federal Administrative Court,highest court for public law disputes,AI
3661,bunker,bomb-proof shelter for people and equipment,AI
3662,butler,"servant working for a wealthy family, especially in Britain",AI
3663,camping,camping or staying in a caravan,AI
3664,chief physician,senior doctor in a hospital,AI
3665,Christianity,largest monotheistic world religion,AI
3666,cousin,son of an aunt or uncle,AI
3667,CPU,central processor of a computer,AI
3668,Creek,Native American tribe in the southeastern USA,AI
3669,debacle,"disastrous, unfortunate outcome",AI
3670,dino,dinosaur,AI
3671,division,process of dividing,AI
3672,documentary film,film depicting a topic realistically,AI
3673,kite,unmanned toy held by strings,AI
3674,urge,hard-to-control drive,AI
3675,triangle,geometric figure with three points not in a line,AI
3676,drug,biological substance with healing effect,AI
3677,drug use,consumption of illegal drugs,AI
3678,dark figure,estimated number of unreported cases,AI
3679,implementation,realization of a goal despite obstacles,AI
3680,corner kick,kick from the corner of the field,AI
3681,Ecuador,state in South America,AI
3682,ego,the self,AI
3683,Eifel,low mountain range in Germany,AI
3684,own goal,goal scored into one's own net,AI
3685,haste,urgency to get something done,AI
3686,installation,act of installing,AI
3687,inclusion,incorporation into a group,AI
3688,import,bringing goods or services from abroad,AI
3689,march in,marching into a building or area,AI
3690,beginner,person who starts something new,AI
3691,collapse,collapse of a structure,AI
3692,singles,singles in tennis,AI
3693,foreign land,land outside one's homeland; living abroad,AI
3694,parents' house,house where one grew up,AI
3695,parent,first-degree ancestor (father or mother),AI
3696,end result,effect at the end; result,AI
3697,final sprint,speeding up at the end of a race,AI
3698,energy consumption,amount of energy used,AI
3699,deployment,sending persons on a mission,AI
3700,disarmament,removal or surrender of weapons,AI
