id,translate,translate_description,source
6801,perfume,concentrated liquid mixture of fragrances,AI
6802,trade wind,trade wind also a car model,AI
6803,patriotism,love for ones homeland and loyalty to it,AI
6804,penalty,penalty for rule violations in sports,AI
6805,penis,male sexual organ of animals and humans,AI
6806,personal injury,incident with injured or killed persons,AI
6807,parsley,umbellifer kitchen herb with aromatic oils,AI
6808,plant protection agent,biological or chemical agent protecting crops from pests and disease,AI
6809,care service,service for people needing care,AI
6810,nursing staff,trained staff who care for patients,AI
6811,female caregiver,female person who provides care,AI
6812,PIN,short for personal identification number,AI
6813,protoplasm,cell content filling living cells,AI
6814,punchline,insightful unexpected climax of a story,AI
6815,political issue,politically significant event or matter,AI
6816,police car,police service vehicle,AI
6817,police chief,person who acts as chief of police,AI
6818,police protection,protection ensured by police,AI
6819,pop music,widely popular music,AI
6820,post bank,post office bank,AI
6821,postcard,card with image and space for message and address,AI
6822,postal office,room for handling postal business,AI
6823,mug,drinking vessel,AI
6824,price pressure,pressure on prices,AI
6825,price level,price level of relevant goods and services measured by a basket,AI
6826,prestige,reputation or standing of a person or institution in public,AI
6827,private property,goods owned by a private person,AI
6828,private person,person acting independently of authorities or companies,AI
6829,product development,development of a product,AI
6830,product range,totality of a manufacturers products,AI
6831,professional,expert professional in English,AI
6832,professionalization,development of an activity into a recognized profession,AI
6833,provider,provider of a service or resource,AI
6834,provisional,temporary makeshift solution,AI
6835,buffer,shock absorber for example on rail vehicles,AI
6836,buffer zone,area between conflicting parties to prevent direct contact,AI
6837,lectern,table with slanted surface for writing and reading,AI
6838,score,number of points,AI
6839,pro cyclist,person who does professional cycling,AI
6840,bike tour,excursion or trip by bicycle,AI
6841,refinement,refinement,AI
6842,missile attack,attack with missiles,AI
6843,rapeseed,plant with bright yellow flowers of the mustard family,AI
6844,smoker,person who regularly inhales burned tobacco,AI
6845,smoking ban,order not to smoke,AI
6846,reactor,enclosed space where targeted nuclear chemical or biological processes occur,AI
6847,lectern,table or stand where a speaker places notes,AI
6848,ropewalk,place where ship ropes were made,AI
6849,presentation,delivery of previously gathered information,AI
6850,refrain,repeating part of music or poems between or after verses,AI
6851,normal case,usually prevailing case,AI
6852,government crisis,situation where a government is unstable or facing major problems,AI
6853,term in office,period during which a government or politician is in power,AI
6854,roe deer,nominative plural of Reh,AI
6855,coach bus,coach used for travel,AI
6856,travel time,duration of a trip,AI
6857,record holder,person who holds a record,AI
6858,record year,year in which a record value is achieved,AI
6859,female principal,female head of a school,AI
6860,requiem,requiem mass of the Catholic liturgy,AI
6861,Rhine bank,bank of the Rhine,AI
6862,topping out ceremony,celebration when the roof structure is completed,AI
6863,risk taking,willingness to take risks,AI
6864,ride,travel on the back of a horse or other riding animal,AI
6865,escalator,stairs with moving steps,AI
6866,infrared light,red light emitting heat with therapeutic effect,AI
6867,rest day,day off especially Sunday,AI
6868,tour,guided trip often by bus to see sights,AI
6869,across the board attack,attack in all directions usually verbal,AI
6870,sowing,spreading plant seeds into the ground,AI
6871,Sahara,desert in North Africa,AI
6872,class action,complaint filed jointly by several people,AI
6873,rehabilitation plan,plan listing measures for rehabilitation,AI
6874,Sarajevo,capital of Bosnia and Herzegovina,AI
6875,satirist,person who writes satire,AI
6876,Saudi,inhabitant of Saudi Arabia,AI
6877,damage sum,sum of damages,AI
6878,sheep,cloven hooved animal supplying wool meat and milk,AI
6879,treasurer,person responsible for the finances of an organization,AI
6880,shovel,tool with flat curved blade and handle for moving material,AI
6881,spotlight,lamp emitting intense light to illuminate something,AI
6882,gift,transfer of ownership without consideration,AI
6883,barn,farm building for storing goods,AI
6884,stroke of fate,bad event that shapes and changes life,AI
6885,patron,person who lends name as official supporter of an event or organization,AI
6886,patronage,symbolic support of an event by a known person,AI
6887,striking power,power or force of a blow,AI
6888,catchword,widely known catchy phrase for an idea used in public debate or advertising,AI
6889,headline,striking headline especially in press posters and advertising,AI
6890,lock,closable gate to regulate different water levels,AI
6891,final sprint,last strong burst,AI
6892,treat,especially good dish or delicacy,AI
6893,pain threshold,lowest stimulus level at which pain is felt,AI
6894,butterfly,insect with colored scaled wings order Lepidoptera,AI
6895,smuggling,secret transport of taxable or forbidden goods or people across borders,AI
6896,snapshot,spontaneous photo taken without preparation,AI
6897,schnapps,a mouthful a sip a small amount,AI
6898,snow cover,layer of snow on the ground,AI
6899,slice of bread,a slice of bread with topping,AI
6900,scream,sudden loud call in response to stimuli,AI
