id,translate,translate_description,source
6101,slap,slap with the flat hand to the face,AI
6102,Oregon,US state,AI
6103,organism,individual living being seen as a system of all its organs,AI
6104,local association,association acting at municipal level as part of a larger structure,AI
6105,palm,plant from the palm family Arecaceae,AI
6106,party friend,person in the same party as another,AI
6107,twin town,city that has a partnership with another city,AI
6108,female pedestrian,female person who passes by,AI
6109,Passion,the suffering and death of Jesus Christ,AI
6110,pathos,powerful emotional involvement or behavior,AI
6111,pensioner,person no longer employed receiving retirement benefits,AI
6112,staff reduction,elimination of jobs in a company,AI
6113,parish,lowest church authority led by a pastor,AI
6114,pharmaceutical industry,industry branch that produces medicines,AI
6115,picnic,meal of brought food eaten outdoors in a group,AI
6116,Low German,Low German dialect,AI
6117,insurance policy,document of an insurance contract,AI
6118,Polish woman,female citizen of Poland,AI
6119,porcelain,fine fragile ceramic made of kaolin feldspar and quartz,AI
6120,pragmatism,philosophical school judging truth by practical usefulness,AI
6121,pillory,wooden board with holes for head and hands as public punishment device,AI
6122,Prater,park in Vienna,AI
6123,private broadcaster,privately owned broadcasting station,AI
6124,protagonist,main character before deuteragonist and tritagonist,AI
6125,protectionism,shielding a countrys economy from foreign competition,AI
6126,commission,fee for brokering a trade,AI
6127,trial start,beginning of a court trial,AI
6128,procession,ordered ceremonial procession often religious,AI
6129,publicist,journalist or writer influencing public opinion on current topics,AI
6130,coup,attempt by a small group to violently overthrow the government,AI
6131,qualification round,round for qualification,AI
6132,qualification,training or qualification,AI
6133,cycling,sport practiced with bicycles,AI
6134,right wing populist,person who is an adherent or representative of right wing populism,AI
6135,female editor,female person who writes edits and improves manuscripts,AI
6136,deadline,time after which no changes before printing,AI
6137,referee,person who ensures athletes follow rules in sports,AI
6138,female speaker,female person who gives a talk or report,AI
6139,reflex,uncontrolled movement,AI
6140,government participation,participation in a governing coalition,AI
6141,government district,area of a capital where government is located,AI
6142,regional train,train operating in a regional network,AI
6143,regional association,association at regional level,AI
6144,regional train,train used for regional transport,AI
6145,tour operator,company or person who organizes trips,AI
6146,recruitment,action of conscripting or recruiting people for service,AI
6147,relic,remnant from a past time,AI
6148,racing driver,athlete who races with a vehicle,AI
6149,pension fund,insurance fund for pensions,AI
6150,revenge,retaliation for a military defeat,AI
6151,reception,hotel reception area desk and staff,AI
6152,Rhenish Hesse,region in Rhineland Palatinate,AI
6153,correctness,state of being correct,AI
6154,giant slalom,discipline with gates set far apart for smooth skiing,AI
6155,rock band,group of musicians playing rock music,AI
6156,wheelchair user,person who moves using a wheelchair,AI
6157,Rose Monday,Monday before Ash Wednesday peak of street carnival,AI
6158,red pen,red writing pen,AI
6159,pack,temporary group of certain wild mammals smaller than a herd,AI
6160,Rudolph,family name and given name,AI
6161,ruin,partly collapsed decayed or destroyed building,AI
6162,overview,overview or news magazine,AI
6163,Russian woman,female citizen of Russia or member of the Russian people,AI
6164,season goal,goal scored within a season,AI
6165,season goal,goal for the season,AI
6166,female Salzburg resident,female resident of Salzburg state,AI
6167,sandy beach,beach made of sand,AI
6168,Sardinia,island of Italy,AI
6169,satellite,man made body that orbits a celestial body,AI
6170,chess move,legal move of a chess piece during a game,AI
6171,foam,gas bubbles enclosed by liquid walls,AI
6172,rail network,totality of rail routes in a region,AI
6173,hose,flexible line for conveying solids liquids and gases,AI
6174,conclusion,result derived from given premises,AI
6175,chimney,structure on buildings to lead smoke or exhaust outside,AI
6176,barrier,device for blocking,AI
6177,footwear,type or collection of shoes,AI
6178,start of school,time when school officially starts again,AI
6179,school day,day when one spends time at school,AI
6180,training,event where knowledge on a specific topic is taught,AI
6181,school center,center with schools,AI
6182,shelter room,room where one can seek protection in danger,AI
6183,brother in law,brother of the spouse,AI
6184,Schweiger,surname,AI
6185,swine fever,animal epidemic in pigs,AI
6186,gravity,force of attraction due to gravitation such as earths attraction minus centrifugal force from rotation,AI
6187,wide swing,wide sweeping blow,AI
6188,sail,piece of cloth using wind to move ships aircraft and vehicles,AI
6189,rope maker,craftsman who makes ropes,AI
6190,side blow,sideways delivered blow at someone,AI
6191,self help,help by own strength without outside or professional help,AI
6192,suicide,ending ones own life with full awareness and free will,AI
6193,self administration,freedom in managing ones own affairs,AI
6194,visibility,distance to the limit of visual range the distance one can see,AI
6195,winning streak,series of wins,AI
6196,victory march,series of military victories,AI
6197,simulator,technical facility where processes are practiced or shown under realistic conditions,AI
6198,symbol,conventional pictorial representation of an abstract matter,AI
6199,skeptic,person who meets new things with fundamental doubt,AI
6200,snow,snow in English,AI
