id,translate,translate_description,source
6901,carpenter,craftsman who makes furniture windows and doors from wood,AI
6902,school bus,bus for transporting students to and from school,AI
6903,mountain of debt,very high sum of debt,AI
6904,shield,plate of wood metal or plastic used for defense,AI
6905,sponge,animal of the phylum sponges,AI
6906,tail,rear body appendage in animals,AI
6907,minute of silence,short period of remembrance for the dead,AI
6908,pig,mammal and even toed ungulate with short legs and elongated snout and bristles,AI
6909,heavyweight,weight class for athletes in boxing and weightlifting,AI
6910,swimming pool basin,water basin where one can swim,AI
6911,indoor pool,building with pools for swimming and bathing,AI
6912,screen,screen of a computer or other device,AI
6913,sixty,natural number between fifty nine and sixty one,AI
6914,blessing,the act of blessing or giving a blessing,AI
6915,self irony,irony about ones own views values or actions,AI
6916,self criticism,searching for or finding ones own weaknesses or mistakes,AI
6917,end in itself,something that is a purpose in itself and needs no further justification,AI
6918,senate administration,administration of the senate in Berlin,AI
6919,broadcast slot,time slot of a program in a station schedule,AI
6920,Siberia,region in Russia,AI
6921,security expert,expert in security questions,AI
6922,sierra,mountain range Spanish term,AI
6923,Zimbabwe,state in southern Africa,AI
6924,siren,female mythical being whose singing lures sailors to their death,AI
6925,ski jumping,winter sport where athletes jump from a ski jump trying to go far,AI
6926,scorpion,animal of arachnids with claws and a venom stinger,AI
6927,suction,sucking or pulling current,AI
6928,sole,sole of the foot,AI
6929,soy,cultivated plant with legumes soybeans,AI
6930,soloist,person who sings dances or plays a solo,AI
6931,summer weather,weather typical for summer,AI
6932,soprano singer,female singer with soprano voice,AI
6933,social plan,plan for social measures,AI
6934,sociology,science that studies social life in society,AI
6935,female sociologist,female person who studies social life in society,AI
6936,fissure,crack like opening,AI
6937,saliva,mouth fluid secreted by salivary glands,AI
6938,meal plan,list of meals planned for different periods,AI
6939,specialization,specialized orientation,AI
6940,club merger,union of departments from different clubs practicing the same sport,AI
6941,spinach,spinacia oleracea with long stalked leaves and separate male and female flowers,AI
6942,top position,highest leading position within an organization or institution,AI
6943,top value,highest value,AI
6944,sports world,all those who practice sport or are involved in it,AI
6945,sports center,center for sports,AI
6946,fuel,fuel gasoline,AI
6947,community of states,association of several states,AI
6948,state apparatus,totality of institutions and persons that execute state power,AI
6949,state authority,ability to exercise sovereign duties and rights,AI
6950,minister of state,minister with state rank,AI
6951,city marketing,measures to promote a positive image of a city or municipality,AI
6952,city wall,wall surrounding a city to protect its inhabitants,AI
6953,city head,head of a city or municipality,AI
6954,city cleaning,municipal company responsible for keeping a city clean,AI
6955,ordinary share,share with voting rights,AI
6956,regular patron,person who regularly visits a pub or hotel,AI
6957,vacuum cleaner,electric device that cleans surfaces by suction,AI
6958,quarry,open pit for extraction of stone,AI
6959,mortality,property of being mortal,AI
6960,tax burden,burden due to the need to pay taxes,AI
6961,tax rate,rate of tax relative to a base such as income or revenue,AI
6962,tax cut,reduction of a tax,AI
6963,sample,randomly obtained part of a total set meant to be representative,AI
6964,stepfather,mothers new husband who is not biologically related to the child,AI
6965,handle,handle on tools and devices,AI
6966,voting right,right to cast a vote in an election,AI
6967,mood situation,type of mood someone is in,AI
6968,scholarship,financial aid for pupils and students or young researchers and artists,AI
6969,degree program,sequence of topics courses and exams in a field of study,AI
6970,bottom of the table,last place in the table,AI
6971,taboo breach,violation of a taboo,AI
6972,collective bargaining round,negotiations on wages and other parts of a collective agreement usually yearly,AI
6973,flashlight,portable light source usually battery or dynamo powered,AI
6974,tug of war,sport where two teams pull on opposite ends of a rope,AI
6975,technology corporation,large company developing and selling advanced technology products,AI
6976,telecommunications,exchange of information over distance using computer fax TV radio or phone,AI
6977,rim of plate,edge of a plate,AI
6978,temperament,inner experience and behavior patterns of a person,AI
6979,female tennis player,female athlete who plays tennis,AI
6980,terrier,small to medium sized dog,AI
6981,test run,trial or test run,AI
6982,inflation rate,rate at which something becomes more expensive,AI
6983,vicious circle,reasoning that uses its result as a premise,AI
6984,low level,low level,AI
6985,animal husbandry,care and keeping of animals in human custody,AI
6986,animal protection law,law regulating protection of animals,AI
6987,subsidiary,legally independent but economically dependent company run by parent,AI
6988,tone of voice,way something is pronounced to express feelings,AI
6989,top favorite,person with best chances of winning a competition,AI
6990,goal chance,chance to score a goal,AI
6991,tornado,small scale vortex storm that can form in a supercell,AI
6992,traditional company,company founded long ago,AI
6993,hit rate,hit rate,AI
6994,drinking water supply,provision and delivery of drinking water,AI
6995,trumpet,high pitched brass instrument with cup mouthpiece,AI
6996,tuberculosis,chronic bacterial infectious disease that can affect many organs mainly the lungs,AI
6997,turning back,movement in the direction one came from,AI
6998,value added tax,legal tax rate on company turnover passed on to customers,AI
6999,envelope,paper cover for a letter,AI
7000,accident hospital,hospital specialized in treating accident consequences,AI
