id,translate,translate_description,source
7201,dissent,difference of opinion,AI
7202,doctoral thesis,thesis written to obtain a doctorate,AI
7203,domain,name space for identifying computers; part of a URL,AI
7204,cathedral square,square by a cathedral,AI
7205,Drava,river in Austria and the Balkans,AI
7206,filming location,location where filming is done,AI
7207,rotation,turning or circling around a center,AI
7208,triathlon,competition with three events,AI
7209,drug scene,milieu where illegal drug trade or use occurs,AI
7210,drugstore,"shop selling remedies, beauty and care products",AI
7211,printing house,company producing printed materials,AI
7212,jihad,inner struggle against evil to achieve moral perfection,AI
7213,toleration,tolerating or allowing something,AI
7214,acorn,"nut fruit of a tree, especially beech or oak",AI
7215,egoism,attitude focusing only on one's own advantage,AI
7216,guest of honor,guest specially honored,AI
7217,content,content,AI
7218,stopping by,act of entering a place,AI
7219,operations command,task of leading and coordinating an operation,AI
7220,saving,reduction of consumption; saving,AI
7221,tuning in,preparation for something,AI
7222,admission ticket,ticket for attending an event,AI
7223,admission price,price for entering a place or event,AI
7224,assignment,assignment to a function,AI
7225,consent,act of approving something affecting one,AI
7226,ecstasy,state of rapturous trance and loss of control,AI
7227,electrician,craftsman working in electronics,AI
7228,electrical engineering,engineering discipline applying electricity,AI
7229,issue,issuance of new securities,AI
7230,endpoint,outermost point,AI
7231,energy production,production of electricity or heat,AI
7232,expropriation,forced surrender of private property by authorities,AI
7233,alienation,feeling of being estranged or not belonging,AI
7234,abstinence,"voluntary abstaining from pleasures, food, or drink",AI
7235,enthusiasm,felt enthusiasm,AI
7236,inheritance,entire estate of a deceased person,AI
7237,inheritance tax,tax on inheritance based on relation and amount,AI
7238,investigation team,group for investigations,AI
7239,eroticism,physical and psychological attraction,AI
7240,bench,reserve bench in sports,AI
7241,eruption,volcanic ejection of lava rock and ash,AI
7242,archdiocese,church administrative district of an archbishop; seat or diocese of the head of a church province,AI
7243,archenemy,worst long standing enemy,AI
7244,owl,nocturnal bird of prey living in forests with a short hooked beak and large sharp eyes that can turn its round head up to 270 degrees,AI
7245,female MEP,elected female representative in the European Parliament,AI
7246,Council of Europe,international organization in Europe,AI
7247,evaluation,professional assessment and appraisal,AI
7248,field trip,educational excursion under scientific guidance,AI
7249,expert community,totality of specialists of a field,AI
7250,shipping channel,route in shallow water marked by navigation signs that guides ship traffic along the safest or deepest route,AI
7251,family circle,group of people belonging to ones family,AI
7252,female family minister,female head of a family ministry,AI
7253,family day,specific day when family members meet,AI
7254,farce,coarse comic play and filler piece between plays,AI
7255,punch,blow with the fist,AI
7256,female favorite,female person preferred by someone,AI
7257,false alarm,false alarm without danger,AI
7258,enmity,hostility or hostile attitude,AI
7259,holiday house,house used only for temporary stay in free time,AI
7260,holiday island,island popular with tourists for vacation,AI
7261,holiday apartment,apartment used only for temporary stay in free time,AI
7262,binoculars,optical device to see farther than with the naked eye,AI
7263,television tower,tower with broadcasting facilities for radio and TV,AI
7264,fiction,invented story or fiction,AI
7265,fiesta,Spanish festival,AI
7266,female filmmaker,female person who directs feature short or documentary films,AI
7267,film festival,film festival,AI
7268,film history,history of cinema film,AI
7269,final round,last round of a competition,AI
7270,financial services provider,provider of financial services,AI
7271,financial center,city or small country with an important financial market,AI
7272,financial system,totality of elements related to payment flows,AI
7273,finder,person who found something,AI
7274,company history,history of a company,AI
7275,company headquarters,place where a company is located,AI
7276,flash,short flash; short effect,AI
7277,folk music,folk music,AI
7278,research work,work with the goal of investigating something,AI
7279,research institute,institute that conducts research,AI
7280,research center,scientific center where researchers of different fields cooperate,AI
7281,continuation,continuing or being continued,AI
7282,group meeting,meeting of a parliamentary group,AI
7283,cheekiness,impudent manner or being cheeky,AI
7284,open air museum,institution with buildings or objects open to the public,AI
7285,peace movement,group or organization working to prevent and end wars and abolish nuclear weapons,AI
7286,frog,tailless amphibian with long hind legs that croaks,AI
7287,fertility,ability to reproduce; being productive,AI
7288,carter,man who drives a wagon,AI
7289,gag,comic funny insert,AI
7290,fee,remuneration that artists receive,AI
7291,gas cylinder,steel container for transport and storage of gases,AI
7292,used car,used automobile for sale,AI
7293,date of birth,date when someone was born,AI
7294,counterweight,weight on the other side of a scale or what balances something,AI
7295,hostage detention,official detention of persons held as hostages,AI
7296,community hall,hall available to a community,AI
7297,municipal board,leadership of a municipality,AI
7298,community center,building of a religious community used for social and admin tasks,AI
7299,major general,general rank,AI
7300,gentleman,charming man with good manners,AI
