id,translate,translate_description,source
2701,tactics,goal oriented or winning oriented approach,AI
2702,tariff,fixed price for something offered by a state or official institution,AI
2703,keyboard,input device with a number of keys pressed by fingers,AI
2704,taxi,vehicle for paid passenger transport usually driven by a driver,AI
2705,dough,formable mass of ingredients usually base for baked goods,AI
2706,territory,spatially limited area claimed as possession power or sovereignty,AI
2707,terror,violent acts by a group to achieve goals,AI
2708,terrorism,use of violence to achieve political military or criminal goals,AI
2709,price increase,rise in prices,AI
2710,topics,totality of themes of a book film talk or task,AI
2711,thesis,assertion not yet proven,AI
2712,Thurgau,canton in Switzerland,AI
2713,underground garage,underground garage used for parking many cars,AI
2714,cause of death,reason for onset of dying process and loss of life functions,AI
2715,tolerance,allowed deviation from a prescribed measure or value,AI
2716,barrel,round container often metal with lid or bung hole,AI
2717,Tony,male first name,AI
2718,tool,program that performs special tasks within a larger software package,AI
2719,tour,round trip by artists for guest performances,AI
2720,female coach,female person who trains athletes or a team,AI
2721,transaction,sequence of operations performed entirely or not at all,AI
2722,banner,wide strip of cloth or paper with a message used in demonstrations,AI
2723,herder,person who drives animals in a direction,AI
2724,staircase,stairs for going up or down in a building or outdoors,AI
2725,trick,artifice or prank whose mechanism is not obvious to outsiders and creates surprise or amazement,AI
2726,drinking water,water that meets a standard for human consumption,AI
2727,comfort,act or gesture that helps relieve suffering,AI
2728,Turin,city in Italy,AI
2729,redesign,process of changing the appearance of something or reforming it,AI
2730,surrounding area,area around a city or body of water,AI
2731,detour,alternate route used when the main route is blocked,AI
2732,environmental protection,all measures to protect the ecosystem and climate,AI
2733,accident sequence,exact temporal course of an accident,AI
2734,accident cause,trigger of an incident causing damage,AI
2735,Union parliamentary group,parliamentary group formed by CDU and CSU,AI
2736,universe,outer space,AI
2737,interruption,break of a connection or opening of a line pipe or rope,AI
2738,female entrepreneur,female person who owns a company,AI
2739,signature,handwritten name used to confirm a document,AI
2740,signing,affixing ones signature to a document,AI
2741,dissatisfaction,state of not being content with the given conditions,AI
2742,uranium,chemical element with atomic number 92 a weakly radioactive heavy metal,AI
2743,Uri,canton in Switzerland,AI
2744,Vancouver,city in Canada,AI
2745,vandalism,deliberate senseless damage or destruction of property often foreign or public,AI
2746,farewell,act of saying goodbye,AI
2747,whereabouts,largely unknown location,AI
2748,consumption,use of a good in quantity; what is consumed,AI
2749,pursuer,person who pursues someone or something,AI
2750,allocation,transfer of something to a person institution or company,AI
2751,arrest,execution of an arrest warrant and custody by police,AI
2752,traffic safety,safety in traffic,AI
2753,installation,proper installation or mounting,AI
2754,mediator,person who tries to settle a dispute,AI
2755,mediation,establishing a relationship or desired outcome,AI
2756,assumption,unconfirmed knowledge or assumption,AI
2757,networking,linking of systems or persons,AI
2758,reason,ability of human thinking to derive universal connections and act accordingly,AI
2759,packaging,cover or container that protects something,AI
2760,catering,act of providing food and drink,AI
2761,insurer,company that promises to compensate damage for a fee,AI
2762,representation,person temporarily representing someone,AI
2763,distribution,totality of measures to sell products on the market,AI
2764,uncertainty,state in which certainty is lost or process causing it,AI
2765,board,body with control or steering functions,AI
2766,confusion,lack of order,AI
2767,consumption,ingestion or consumption of food,AI
2768,despair,state of having no hope,AI
2769,quadruped,animal with four legs especially a dog,AI
2770,Vietnam,state in Southeast Asia,AI
2771,bird flu,viral disease of birds affecting poultry and wild waterfowl,AI
2772,folk festival,traditional outdoor event with many attractions,AI
2773,people's republic,self designation of some socialist or communist states,AI
2774,elementary school,former form of public compulsory school,AI
2775,economy,total economy of a state or federation,AI
2776,previous year period,same period in the previous year,AI
2777,previous month,month before,AI
2778,preliminary round,phase before a main stage of a competition,AI
2779,pre season,period before the main season,AI
2780,chair,position of the head of a committee or organization,AI
2781,precaution,prevention preparation for later developments,AI
2782,board chair,head of the board,AI
2783,scale,device for measuring weight,AI
2784,guard,watching someone or something for control or security,AI
2785,election result,result of an election,AI
2786,election victory,winning an election,AI
2787,landmark,sign and symbol of a place or country,AI
2788,Whale genitive,genitive singular of the noun whale,AI
2789,Warsaw,capital of Poland,AI
2790,waiting time,time until a planned event,AI
2791,water supply,provision of drinking and utility water including collection treatment storage and delivery,AI
2792,Christmas tree,decorated conifer set up for Christmas,AI
2793,further education,advanced personal training and qualification,AI
2794,weather situation,weather conditions over a region at a time,AI
2795,Wetzlar,city in Hesse,AI
2796,restoration,bringing back to a functioning state,AI
2797,repetition,doing an act or exercise again,AI
2798,wind power,kinetic energy of the wind,AI
2799,winter break,period in winter when work or sports are paused,AI
2800,whirl,vortex of gas or liquid around a centerline,AI
