id,translate,translate_description,source
2901,construction project,planned construction of a building with defined start and end dates,AI
2902,building project,planning of a construction project,AI
2903,construction method,method of constructing a building or component,AI
2904,attention,noticing and paying attention to something or someone,AI
2905,civil servant,public employee with sovereign tasks and special duties and privileges,AI
2906,female delegate,female person entrusted with a task or mandate,AI
2907,zoning plan,legally binding plan for land use and building intensity,AI
2908,cup,"vessel for holding liquids, with or without a handle",AI
2909,consideration,now only used in certain expressions,AI
2910,burial,ceremonial interment of a dead person,AI
2911,breakthrough,often short-term escape from a difficult situation,AI
2912,boundary,symbolically marked or physically separating edge of an area or space,AI
2913,assessment,expert appraisal,AI
2914,applause,audible expression of approval,AI
2915,presence,situation in which someone is present,AI
2916,announcement,oral or written statement informing the public,AI
2917,Belgian,citizen of Belgium,AI
2918,Belgrade,capital of Serbia,AI
2919,provision,ensuring something is available,AI
2920,mining,extraction of mineral raw materials from rock,AI
2921,mountain rescue,organization that rescues people in mountain distress,AI
2922,working life,part of life spent working,AI
2923,acceleration,increase in speed of a process,AI
2924,female owner,female person who owns something,AI
2925,concern,prolonged distressing feeling due to unpleasant expectations about the future,AI
2926,determination,act of determining,AI
2927,bestseller,product that sells very well,AI
2928,female participant,female person involved in something,AI
2929,consideration,viewing or considering,AI
2930,caregiver,"person who accompanies, cares for, or helps others",AI
2931,assessment,judgment or evaluation,AI
2932,evidence,means used to prove an offense,AI
2933,female resident,female person who lives in a building or area,AI
2934,Bible,title of the book regarded as God's word in Christianity,AI
2935,beer garden,outdoor area of a pub or restaurant for drinking beer,AI
2936,blues,African-American music genre,AI
2937,Bologna,city in Italy,AI
2938,bonus,one-time extra payment,AI
2939,Bosnia,region in Southeast Europe,AI
2940,fire protection,preventive safety measures against fire,AI
2941,Brazilian,citizen of Brazil,AI
2942,custom,usual or traditional behavior,AI
2943,board,long cut piece of wood much longer than its thickness and width,AI
2944,postal vote,voting by mail,AI
2945,gross domestic product,value of all services produced domestically in a year,AI
2946,bookstore,retail shop selling books,AI
2947,bay,body of water in an indentation of a coast or shore,AI
2948,federal agency,state institution at federal level,AI
2949,Bundesbank,German central bank,AI
2950,Federal Court of Justice,highest court of ordinary jurisdiction in Germany,AI
2951,federal budget,funds available to a federal state,AI
2952,Federal Ministry of the Interior,ministry responsible for internal affairs,AI
2953,federal ministry,top authority led by a minister,AI
2954,female Bundestag member,female elected representative in the Bundestag,AI
2955,camper,person who lives temporarily in a tent or camper,AI
2956,Cannes,city in France,AI
2957,champion,champion in a sport,AI
2958,chat,real-time communication on the internet,AI
2959,editor-in-chief,head of an editorial staff,AI
2960,chief,chief; leader,AI
2961,chip,electronic circuit on a semiconductor,AI
2962,comedy,entertaining funny show or performance,AI
2963,controller,person responsible for controlling in a company,AI
2964,couch,wide sofa with two or more seats,AI
2965,cover,front page of a print medium,AI
2966,roof truss,substructure of a roof covering,AI
2967,dam,wall built by piling earth and/or rocks,AI
2968,deck,platform on a ship; also the space between decks,AI
2969,cover,protection from being seen or attacked,AI
2970,monument protection,state protection of cultural assets,AI
2971,disaster,calamitous misfortune,AI
2972,motto,memorable slogan,AI
2973,charitable service,support for people in need,AI
2974,density,distribution of a quantity in a space,AI
2975,poet,author of a literary work,AI
2976,difference,difference between two numbers or quantities,AI
2977,dictatorship,rule based on unlimited power of a person or group,AI
2978,dilemma,situation with two choices leading to equally undesirable outcomes,AI
2979,dinner,evening main meal,AI
2980,conductor,artistic leader giving tempo and interpretation,AI
2981,disco,modern dance venue with continuous music,AI
2982,Doha,capital of Qatar,AI
2983,wire,thin flexible metal with a round profile,AI
2984,dirt,"filth, unwanted substance",AI
2985,twist,sudden idea; method to solve a problem,AI
2986,turntable ladder,movable large ladder,AI
2987,drug trade,illegal buying and selling of narcotics,AI
2988,jungle,dense tropical or subtropical swamp forest,AI
2989,noble metal,"metal behind hydrogen in the series, with positive potential",AI
2990,honesty,quality of being sincere and honest,AI
2991,equity,"capital provided by owners, not borrowed",AI
2992,personal responsibility,obligation to be responsible for one's actions,AI
2993,integration,"integration, incorporation",AI
2994,entry,driving into something,AI
2995,entrance area,area directly in front of and behind the entrance,AI
2996,classification,act of fitting something into a system,AI
2997,incident commander,"commander of police, military, or fire operations",AI
2998,objection,statement of opposition to prevent something,AI
2999,entry,written note in a record,AI
3000,immigrant,person who moves into a new country,AI
