id,translate,translate_description,source
13901,capriole,artful leap by Italian dancers,AI
13902,cirque,bowl shaped hollow on a mountain slope,AI
13903,Karabakh,region in the Caucasus,AI
13904,parental allowance,money during parental leave in Austria,AI
13905,caricaturist,person who draws caricatures,AI
13906,carnival participant,person involved in carnival,AI
13907,carriage,palatially equipped coach,AI
13908,catacomb,underground burial site,AI
13909,Catalan,inhabitant of Catalonia,AI
13910,hangover,unpleasant physical symptoms after intoxication,AI
13911,about face,turn to the opposite direction,AI
13912,dungeon,prison,AI
13913,nuclear weapon,weapon whose explosion comes from nuclear processes,AI
13914,church fair,annual festival of the church dedication,AI
13915,kidnapper,person who has kidnapped someone,AI
13916,friend of children,person friendly to children,AI
13917,kindergarten child,child attending kindergarten,AI
13918,childhood disease,disease mainly occurring in children,AI
13919,child pornography,media showing sexual acts with persons under 14,AI
13920,child shoe,shoe made for children,AI
13921,cinema center,cinema complex with several halls,AI
13922,boulder,large stone or rock,AI
13923,timbre,character of a sound,AI
13924,classicism,styles that connect to classical antiquity,AI
13925,small farmer,farmer with a small low yield farm,AI
13926,small animal,small animal,AI
13927,clergy,totality of the clergy,AI
13928,Knopp,family name,AI
13929,coalition statement,statement about a coalition,AI
13930,coalition faction,faction of a coalition,AI
13931,coalition party,party that is part of a coalition,AI
13932,coalition round,negotiation round of the coalition,AI
13933,coalition negotiation,negotiation to reach a coalition agreement,AI
13934,hydrocarbon,organic compound consisting only of carbon and hydrogen,AI
13935,colloquium,scientific discussion or conversation,AI
13936,colonial ruler,member of the country ruling a colony,AI
13937,combined wage,wage topped up by the state,AI
13938,combine,industrial combine in former GDR and other socialist states,AI
13939,fellow student,person who studies at the same university,AI
13940,commission member,member of a commission,AI
13941,communication technology,technology for communication,AI
13942,communique,official communication,AI
13943,confirmand,person preparing for or receiving confirmation,AI
13944,economic upturn,upswing of the economy,AI
13945,bankruptcy petition,application for insolvency,AI
13946,bankruptcy administrator,court appointed person to conduct bankruptcy,AI
13947,consortium member,member of a consortium,AI
13948,consumer good,good made for private consumption,AI
13949,contact address,address for contact,AI
13950,control office,office for control or audit,AI
13951,control system,system for control,AI
13952,convergence criterion,criterion for economic convergence,AI
13953,concentration process,process of companies merging,AI
13954,coordinate,number indicating distance from a hyperplane,AI
13955,per capita fee,uniform flat rate per person,AI
13956,copier,device for reproducing documents by electrophotography,AI
13957,coral,sea animal of the class Anthozoa living in colonies,AI
13958,corruption allegation,allegation of bribery,AI
13959,cosmetic,product for body care or beauty enhancement,AI
13960,cosmonaut,space traveler from Russia or former USSR,AI
13961,preciousness,valuable thing,AI
13962,cost savings,reduction of costs,AI
13963,medical facility,facility for medical treatment,AI
13964,loan interest,interest paid by borrower for a loan,AI
13965,Krem,family name or place name,AI
13966,war crimes tribunal,court for war crimes,AI
13967,crisis region,region where a crisis or emergency exists,AI
13968,crisis period,period shaped by a crisis,AI
13969,crisis,unstable state,AI
13970,crown colony,British colony,AI
13971,crown witness rule,regulation for crown witnesses,AI
13972,cultural institute,public institution to promote culture,AI
13973,cultural studies,interdisciplinary approach to culture as everyday practice,AI
13974,comrade,friend or member of the same company,AI
13975,customer base,number and type of customers,AI
13976,art business,activities around selling and exhibiting art,AI
13977,ice rink,ice rink for skating,AI
13978,art lover,person who loves art,AI
13979,art object,artistically designed object created as art,AI
13980,art treasure,collection of valuable artworks,AI
13981,Kurd,an Iranian people,AI
13982,Kurdish woman,a female member of an Iranian people,AI
13983,spa guest,person staying at a spa for a cure,AI
13984,timetable book,directory of schedules for public transport especially rail and bus connections,AI
13985,price rise,increase of a rate,AI
13986,pastime,light pleasant sometimes amusing entertainment,AI
13987,laughing muscle,muscle that pulls the corner of the mouth upward when laughing,AI
13988,shop closing law,law about shop opening hours,AI
13989,closing time,time of shop closing,AI
13990,lament,song of mourning,AI
13991,state media authority,media regulator of a federal state,AI
13992,state school council,Austrian school supervisory and administrative authority,AI
13993,state central bank,central bank of a state historically,AI
13994,farm woman,individual female member of a farmers association,AI
13995,land mine,mine hidden under the ground usually triggered by contact,AI
13996,long term unemployed person,person without a job for a long time,AI
13997,burden sharing,measure after World War II to compensate losses of expellees and returnees,AI
13998,louse,unspecified small parasitic insect,AI
13999,covert wiretap,secret eavesdropping also a political term about when authorities may wiretap suspects,AI
14000,living condition,totality of conditions surrounding a living being,AI
