id,translate,translate_description,source
2801,effectiveness,state or degree of being effective,AI
2802,host,person who hosts guests or runs an inn,AI
2803,economic growth,growth of an economy especially change in GDP,AI
2804,residential area,built area where only residential use is permitted,AI
2805,residence,place where someone lives permanently,AI
2806,workshop,seminar with discussion and practical exercises,AI
2807,wreck,damaged vehicle fit only for scrap,AI
2808,throw,act or result of throwing an object through the air,AI
2809,sausage,elongated meat product often stuffed into a casing,AI
2810,youngster,young athlete or new young player in a team,AI
2811,era,large section of human history,AI
2812,stuff,objects of all kinds material or equipment,AI
2813,quote,verbatim citation of a text in quotation marks,AI
2814,civil society,part of society outside politics state apparatus and economy,AI
2815,preparation,process of preparing something often following instructions,AI
2816,access,possibility to drive to a particular destination,AI
2817,satisfaction,being happy with a situation or circumstance,AI
2818,supplier,business supplying components to other businesses,AI
2819,commitment,promise regarding a specific measure,AI
2820,merger,connection of different persons or companies,AI
2821,composition,way something is composed,AI
2822,surcharge,additional charge paid or received for special services,AI
2823,subsidy,amount of money as additional financial support,AI
2824,encouragement,encouraging words conveying support,AI
2825,immigration,permanent relocation of one or more persons into the area,AI
2826,compulsion,internal or external pressure to do something,AI
2827,duel,confrontation between two persons or parties,AI
2828,interim,period between two points in time,AI
2829,Cyprus,island state in the Mediterranean,AI
2830,ABC,alphabetical order of letters; the alphabet based on Latin letters,AI
2831,waste,remaining residue after use or processing (also figuratively),AI
2832,member of parliament,elected member of a parliamentary assembly,AI
2833,demarcation,establishing boundaries,AI
2834,abyss,"a terrifying, dangerous depth",AI
2835,remedy,elimination of a burden; contribution to improvement,AI
2836,buyer,person or institution that accepts delivered goods against consideration,AI
2837,billing,"calculation of costs, effort, consumption, quantities",AI
2838,shooting,killing animals with a weapon; the number and type of such killings,AI
2839,defender,defensive player who disrupts opponents and prevents goals,AI
2840,axis,vertical or horizontal line; center line of rotation,AI
2841,Advent season,four weeks before Christmas when Christians prepare,AI
2842,agent,"person who provides brokerage services, especially for artists, writers, athletes; intermediary, sales agent",AI
2843,activist,"engaged, goal-oriented person, often social or political",AI
2844,female activist,"politically engaged, goal-oriented female person",AI
2845,Albania,state in Southeast Europe,AI
2846,alcohol impairment,effect of alcohol on a person,AI
2847,alcohol consumption,intake of alcohol,AI
2848,the general public,the whole; everyone,AI
2849,age group,group of people of the same age range,AI
2850,initial phase,first phase marking the start of a development,AI
2851,incentive,something that motivates to act,AI
2852,caller,person who establishes a phone connection,AI
2853,appearance,property of creating a suspicion or impression,AI
2854,consolation goal,goal that reduces the deficit to the leading team by one,AI
2855,allusion,"casual, subtle reference",AI
2856,contact person,designated contact for questions,AI
2857,effort,great exertion or diligence to achieve something,AI
2858,assault,forceful rapid attack by many attackers,AI
2859,sympathy,sharing in another's feelings,AI
2860,drive,technical device that propels or moves something,AI
2861,instruction,directive about who should receive something,AI
2862,Appenzell,region or canton in Switzerland,AI
2863,workday routine,usual course of a working day,AI
2864,unemployment rate,proportion of people without a job among the civilian labor force,AI
2865,workday,day on which one works,AI
2866,world of work,conditions and environment of employment,AI
2867,biodiversity,diversity of species living together in a habitat,AI
2868,medicinal product,substance or preparation applied to heal diseases or replace bodily substances,AI
2869,ace,colloquial:,AI
2870,Azerbaijan,state in the Caucasus,AI
2871,assistant,usually academically trained assistant,AI
2872,asylum policy,policy on asylum,AI
2873,atelier,artist's workshop or studio,AI
2874,departure,beginning of a process of leaving,AI
2875,whereabouts,place where someone is permanently or temporarily located,AI
2876,rear-end collision,accident where a vehicle runs into the one ahead,AI
2877,surcharge,additional sum to be paid for a product or service,AI
2878,allocation,assignment of parts of a whole to people or entities,AI
2879,appreciation,process of increasing value,AI
2880,moment,"short duration, instant",AI
2881,focus,"conscious, targeted perception; focus",AI
2882,auction,event where items are sold to the highest bidder,AI
2883,exclusion,exclusion of something or someone,AI
2884,draw,drawing of a winner in a lottery,AI
2885,departure,travel from one country to another,AI
2886,suspension,interruption or temporary cessation,AI
2887,way out,path leading out of a dangerous or unpleasant place,AI
2888,ID card,document serving as proof or identification with personal data,AI
2889,payout,"money dispensed, e.g., by an ATM, and the act of paying out",AI
2890,female trainee,female person who has a training contract with a company,AI
2891,motorway police,police responsible for safety on the motorway,AI
2892,car accident,accident involving a car,AI
2893,bachelor's degree,lowest academic degree,AI
2894,cheek,cheek,AI
2895,bathroom,room in a home for body cleaning,AI
2896,rail traffic,movement of rail vehicles in the rail network,AI
2897,banishment,"expulsion of a person or group from a community, especially from the church",AI
2898,basketball player,athlete who plays basketball,AI
2899,bass,low male singing voice,AI
2900,construction phase,significant part of a construction project,AI
