id,translate,translate_description,source
4601,life time,time a living being is biologically active,AI
4602,gingerbread,baked goods made especially in Advent and Christmas season,AI
4603,Lech,river in Austria and Germany,AI
4604,track and field,collective term for sports involving running jumping throwing and shot put,AI
4605,liberty,freedom in English,AI
4606,Libya,state in North Africa,AI
4607,sex life,totality of sexual activity and ideas of someone,AI
4608,Limburg,region in Belgium and Netherlands,AI
4609,limousine,car fully closed with a roof unlike a convertible,AI
4610,lord,member of high nobility but not a duke,AI
4611,fate,dative singular form of the noun Los,AI
4612,aviation,technology and industry dealing with movement through the air,AI
4613,air traffic,sum of all movements of aircraft,AI
4614,Mach,Mach number,AI
4615,feasibility study,study to check whether a planned project can be realized,AI
4616,Madonna,form of address for the Mother of God,AI
4617,admonition,reminder and request to do something,AI
4618,mainstream,term for culture or attitudes accessible to most people,AI
4619,Mali,state in West Africa,AI
4620,manifesto,statement of principles,AI
4621,market economy,economic system where supply and demand regulate production and distribution,AI
4622,mouth,body opening in animals for taking in food,AI
4623,meditation,meditating deep reflective thinking,AI
4624,sea level,level of the seas water,AI
4625,meeting,gathering to exchange about problems or topics,AI
4626,majority,greater part of a quantity,AI
4627,cafeteria,facility like a canteen at universities,AI
4628,feature,typical property that distinguishes something,AI
4629,milieu,totality of natural and social living conditions,AI
4630,million amount,amount in millions,AI
4631,minority government,government without a parliamentary majority needing support,AI
4632,council of ministers,council of ministers,AI
4633,misery,bad situation or condition,AI
4634,disregard,attitude of intentionally ignoring someone or something,AI
4635,competitor,someone who strives for the same in competition,AI
4636,roommate,person with whom one shares a house apartment or room,AI
4637,mobilization,activation of resources needed to reach a goal,AI
4638,monarchy,form of state with hereditary ruler at the top,AI
4639,Montreal,city in Canada,AI
4640,bog,swamp whose ground consists of peat,AI
4641,moss,rootless spore plant with simple structure,AI
4642,moped,small motorcycle under 50 cc often with pedals and various legal meanings,AI
4643,mosque,place of prayer and prostration in Islam,AI
4644,engine hood,cover protecting the engine,AI
4645,mountain bike,robust off road bicycle,AI
4646,news channel,channel for news,AI
4647,night sky,view of the sky at night,AI
4648,national eleven,team that competes internationally against other national selections,AI
4649,nature park,natural areas with valued nature protected for shared use by people and nature,AI
4650,reevaluation,new assessment often due to new information,AI
4651,new territory,area whose possibilities and rules are still to be explored,AI
4652,niche,recess or niche in a wall,AI
4653,Nice,city in France,AI
4654,Nobel Prize,international prize by Nobel,AI
4655,normalization,process of making something normal or bringing to a normal state,AI
4656,notebook,portable computer with optional battery operation,AI
4657,novum,novelty that has never existed before,AI
4658,homelessness,lack of permanent accommodation,AI
4659,upper village,upper village place name,AI
4660,upper house,one of two chambers of a parliament,AI
4661,overhead line,electric line supplying trains trams or trolleybuses,AI
4662,senior public prosecutor,promoted prosecutor who is department head or senior prosecutor,AI
4663,lens,optical system that produces a real image of an object,AI
4664,vintage vehicle,old vehicle aircraft ship or model,AI
4665,female Olympic champion,female athlete who won an Olympic competition,AI
4666,order,monastic community living under rules with vows,AI
4667,order,command of what to do or not do,AI
4668,administrative offense,minor violation of the legal order,AI
4669,Osaka,city in Japan,AI
4670,Eastern Swiss,Swiss from Eastern Switzerland,AI
4671,package,packaging or covering of goods usually paper cardboard or plastic,AI
4672,palais,small palace fashionable residential complex,AI
4673,panel,selected group of people for a survey or discussion,AI
4674,panorama,round view 360 degree view also landscape view or model,AI
4675,panther,especially a melanistic leopard,AI
4676,prime example,example that clearly proves something perfect fit,AI
4677,paradigm shift,fundamental change of views in a field,AI
4678,female party leader,female chair or president of a party,AI
4679,party leadership,group of people in the top leadership of a party,AI
4680,party chairwoman,nominative singular of the weak declension of Parteivorsitzender,AI
4681,passenger,person who uses a vehicle without driving it,AI
4682,timpani stroke,stroke on a timpani,AI
4683,level,height of a liquid or numeric value of a physical quantity,AI
4684,pendant,corresponding complementary counterpart,AI
4685,Pennsylvania,US state,AI
4686,penny,currency unit in Great Britain,AI
4687,retirement,placement of public servants and employees into retirement with pension,AI
4688,perfection,completeness that cannot be improved,AI
4689,pledge,collateral held by a lender as security for a debt,AI
4690,parish,lowest church authority led by a pastor,AI
4691,arrow,projectile of shaft and tip shot with a bow,AI
4692,pillar,freestanding or wall pillar supporting loads,AI
4693,philharmonic,name of orchestras and concert societies,AI
4694,pizzeria,restaurant mainly offering pizzas,AI
4695,podium place,placing in the top three of a competition,AI
4696,panel discussion,discussion with panelists on a raised podium,AI
4697,poetry,poetry,AI
4698,cup final,final match of a cup competition,AI
4699,poker,card game,AI
4700,political scientist,person who studies political science,AI
