id,translate,translate_description,source
2001,fatality,person who died in an accident or disaster,AI
2002,toilet,sanitary facility for bodily waste,AI
2003,Tokyo,capital of Japan,AI
2004,pot,small vessel,AI
2005,stretcher,horizontal litter with handles to carry someone lying down,AI
2006,training camp,stay for athletes to train intensively,AI
2007,tractor,power vehicle used in agriculture to pull machines and loads,AI
2008,transporter,vehicle for transporting goods,AI
2009,trio,group of three people who do something together,AI
2010,triumph,great success in war or competition,AI
2011,dryness,quality of being dry or lack of moisture,AI
2012,tower,tall slim free standing building,AI
2013,ultra,supporter of the extreme wing of a group or party,AI
2014,upheaval,far reaching change or upheaval especially social or technical,AI
2015,circumstance,situation or condition relevant to an event,AI
2016,draw,outcome of a game or match with equal points and no winner,AI
2017,accident causer,person who is at fault for an accident,AI
2018,wrong,violation of the law,AI
2019,restlessness,unpleasant movements or noises,AI
2020,accommodation,organizing lodging,AI
2021,subsoil,deeper layer of earth,AI
2022,accommodation,temporary lodging,AI
2023,severe weather,extreme weather causing damage,AI
2024,origin,time place or material from which something arose,AI
2025,user,user,AI
2026,Vatican,state of the Catholic Church,AI
2027,Venice,city in Italy,AI
2028,Venezuela,state in South America,AI
2029,processing,use or transformation of something into a product,AI
2030,consumer advice center,independent mostly publicly funded nonprofit that informs and advises consumers,AI
2031,distribution,act of spreading and multiplying something,AI
2032,bond,feeling of belonging together,AI
2033,pursuit,chasing or following to observe catch or seize,AI
2034,rape,sexual assault forcing a person against their expressed will,AI
2035,traffic control,police checking of road users,AI
2036,transport minister,head of a transport ministry,AI
2037,publishing house,company that reproduces and distributes works of literature art music or science,AI
2038,loan,temporary transfer,AI
2039,loser,person or institution that loses a competition or contest,AI
2040,landlord,person who rents something out,AI
2041,regulation,law like rule issued by an administrative authority,AI
2042,shift,act of shifting or being shifted,AI
2043,mistake,unintentional misconduct,AI
2044,insured woman,female person who has an insurance contract,AI
2045,insurance,agreement where one party compensates damage for a fee,AI
2046,defense ministry,ministry responsible for military matters,AI
2047,distribution,process of distributing,AI
2048,causer,person or thing responsible for something,AI
2049,conviction,process or result of imposing a judgment,AI
2050,administrative court,court that reviews actions of public administration,AI
2051,reference,reference or pointer to something else,AI
2052,waiver,not claiming something one is entitled to; giving up a wish,AI
2053,virus,smallest pathogen that can only multiply in cells,AI
2054,vitamin,organic compound needed for vital functions and mostly not produced by the body,AI
2055,vice chancellor,deputy of the chancellor,AI
2056,bird,vertebrate with wings and feathers,AI
2057,big tent party,party representing a broad spectrum of society,AI
2058,volume,space content of a body,AI
2059,process,sequence or happening,AI
2060,occurrence,presence of something at a place,AI
2061,advance sale,sale of tickets before an event begins,AI
2062,previous week,week before the current week,AI
2063,voter turnout,share of eligible voters who voted,AI
2064,ballot round,individual vote in an election,AI
2065,electoral district,geographic subdivision assigning seats to voters,AI
2066,madness,certain behavior or thought patterns; historically mental illness,AI
2067,perception,receiving and processing stimuli by sensory organs,AI
2068,hiker,person who goes hiking,AI
2069,hike,walk on foot in nature longer than a stroll,AI
2070,goods,good that can be acquired by trade or exchange,AI
2071,hydrogen,most common and lightest chemical element in the universe,AI
2072,military service,limited service in the armed forces by law or voluntary commitment,AI
2073,Christmas season,period around Christmas with varying dates by rite,AI
2074,while,indefinite shorter period of time,AI
2075,Weimar,city in Thuringia,AI
2076,continuation,continuation or resumption of a trip,AI
2077,World Cup,cup competition with participants from all over the world,AI
2078,world championship,regular sports competition to determine the best in a discipline,AI
2079,world economy,interdependent economic system of states and regions,AI
2080,turning point,point where a turn occurs,AI
2081,crafts,school subject teaching practical crafts,AI
2082,workshop,workroom of a craftsman,AI
2083,tool,general tool or device to make or repair things,AI
2084,being,being appearing in a certain way usually a living organism,AI
2085,West Bank,region in the Middle East,AI
2086,contest,competition for best performance among persons or groups,AI
2087,contradiction,logical incompatibility of opposing information,AI
2088,reconstruction,rebuilding of what was destroyed,AI
2089,reunion,meeting again,AI
2090,Oktoberfest,folk festival in Munich,AI
2091,game,totality of wild huntable animals,AI
2092,will,striving that determines actions,AI
2093,angle,position of two lines or surfaces to each other,AI
2094,chamber of commerce,chamber of commerce,AI
2095,economy minister,head of a ministry for economic development,AI
2096,economic policy,measures taken to influence the economy,AI
2097,joke,short story or similar intended to make one laugh,AI
2098,well being,feeling of well being,AI
2099,place of residence,municipality where someone lives,AI
2100,housing construction,construction of buildings or estates for housing,AI
