id,translate,translate_description,source
7301,geology,science of the development structure and changes of the earth and life,AI
7302,court decision,decision of a court,AI
7303,court hearing,discussion of a matter at a specific court date,AI
7304,totality,the whole or the community of a group,AI
7305,overall concept,overarching concept,AI
7306,total sum,result of adding all subtotals,AI
7307,total revenue,sum of all sales,AI
7308,stink,unpleasant bad smell,AI
7309,gestures,totality of gestures expressing an inner attitude,AI
7310,union federation,federation of individual unions,AI
7311,weighting,evaluation of factors in a model by importance or reliability,AI
7312,glass pane,pane made of glass,AI
7313,equal treatment,same kind of treatment of different persons or groups,AI
7314,goal,goal in football,AI
7315,golfer,athlete who plays golf,AI
7316,indicator,criterion or scale for how much something is present,AI
7317,basic training,fundamental training and skills,AI
7318,basic equipment,necessary equipment to use something,AI
7319,basic attitude,fundamental attitude,AI
7320,basic idea,idea used as starting point for further thoughts,AI
7321,prerequisite,important condition forming the basis,AI
7322,group winner,person or team that wins a group,AI
7323,swastika,originally religious symbol a cross with bent arms,AI
7324,female Hamburger,female person born or living in Hamburg,AI
7325,trade minister,minister for trade,AI
7326,handle,device that allows gripping an object with the hand,AI
7327,room for maneuver,options available to act,AI
7328,hardliner,person pushing a political goal against any resistance,AI
7329,hat trick,three consecutive wins by the same athlete,AI
7330,housework,tasks that arise in a household,AI
7331,criminal trespass,unlawful entry into another persons property or home and violation of house rights,AI
7332,budget deficit,loss in the budget,AI
7333,head of household,person who makes decisions in a family,AI
7334,saint,male or general person venerated as holy,AI
7335,home community,community of ones home,AI
7336,home market,domestic sales market,AI
7337,return home,returning to the homeland,AI
7338,home right,right to a home or residence,AI
7339,homesickness,longing for home,AI
7340,hepatitis,inflammation of the liver,AI
7341,Herzegovina,region in the Balkans,AI
7342,heart attack,myocardial infarction,AI
7343,hay,dried grass especially the first cut,AI
7344,assistance,supporting measure,AI
7345,female survivor,female relative of a deceased person,AI
7346,derision,humiliating biting mockery,AI
7347,Honduras,state in Central America,AI
7348,fee,remuneration for a specific service,AI
7349,hotel owner,owner or manager of a hotel,AI
7350,hotline,customer phone line for information and advice,AI
7351,mortgage,lien on property registered in the land register,AI
7352,hypothesis,unproven scientific assumption,AI
7353,ignorance,self caused ignorance or narrow mindedness,AI
7354,real estate agent,broker for property sales or rentals,AI
7355,claiming,using a legal right; claim to redress,AI
7356,Indian,person from India,AI
7357,individual traffic,private participation in traffic on foot or with own vehicle,AI
7358,info stand,stand for information,AI
7359,female initiator,female person who initiates something,AI
7360,interior committee,committee for internal affairs,AI
7361,inscription,text displayed on a base such as a memorial stone,AI
7362,insect,arthropod with six legs in adult stage,AI
7363,archipelago,group of neighboring islands,AI
7364,advertisement,ad in a newspaper or magazine,AI
7365,intendancy,office of the intendant,AI
7366,interface,connection point between units for communication,AI
7367,Iraqi,citizen of Iraq,AI
7368,wrong path,wrong path that leads astray,AI
7369,isolation,process of isolating or separating,AI
7370,yacht,fast sailing or motor boat,AI
7371,one year period,period limited to one year,AI
7372,annual salary,salary per year,AI
7373,annual statement,accounting of the year,AI
7374,sherry,aromatic liqueur wine from southern Spain,AI
7375,job search,search for employment,AI
7376,jogger,person who jogs,AI
7377,Johanniter,member of the Order of St John,AI
7378,Judaism,totality of culture history religion and tradition of the Jewish people,AI
7379,youth group,group of youths,AI
7380,young star,young person who is publicly known,AI
7381,coffee machine,usually electric kitchen appliance for coffee,AI
7382,cesarean,delivery by surgical opening of the uterus,AI
7383,Kaliningrad,city or region in Russia,AI
7384,Kalle,male first name,AI
7385,camaraderie,friendly relationship without sexual claims,AI
7386,female Canadian,female citizen of Canada,AI
7387,canister,sealable often rectangular container for liquids,AI
7388,cantonal hospital,facility run by a canton to treat patients,AI
7389,capsule,small usually round or oval container,AI
7390,Cape Town,city in South Africa,AI
7391,carp,fish of genus Cyprinus especially Cyprinus carpio,AI
7392,carousel,fairground ride with rotating platform,AI
7393,indicator number,number that shows states and developments,AI
7394,notch,wedge shaped indentation,AI
7395,nuclear power,production of energy from the atomic nucleus,AI
7396,nuclear power plant,power plant generating electricity from nuclear energy,AI
7397,kerosene,fuel for jet engines and aircraft,AI
7398,keyboard,electronic musical instrument with keys,AI
7399,kilowatt,one thousand watts,AI
7400,childrens village,homes founded to care for orphaned children,AI
