id,translate,translate_description,source
4901,traffic sign,officially ordered part of road equipment to regulate and secure traffic,AI
4902,publisher,person who runs a publishing house,AI
4903,injury break,interruption of an activity due to injury,AI
4904,engagement,promise to marry someone,AI
4905,avoidance,deliberate avoiding of something,AI
4906,rental,lending or providing something for a fee,AI
4907,interrogation,questioning a person about a matter by an authority,AI
4908,vernissage,opening of an exhibition of a living artists works,AI
4909,Verona,city in Italy,AI
4910,insurance coverage,protection granted by insurance,AI
4911,female representative,female person acting for others,AI
4912,warning,admonition for rule violation often with threat of stricter penalty,AI
4913,adult education center,nonprofit institution for adult and continuing education,AI
4914,incitement,inciting parts of the population against a group through hateful speech,AI
4915,foresight,attitude toward expected events,AI
4916,reservation,objection or limitation,AI
4917,person ahead,person positioned in front of another,AI
4918,suburb,settlement on the periphery of a city,AI
4919,calf,back muscular part of the lower leg,AI
4920,election night,evening of election day when results are often released,AI
4921,term of office,period for which a person or body is elected,AI
4922,campaign promise,promise by a candidate to do something if elected,AI
4923,Waldviertel,region in Lower Austria,AI
4924,coat of arms,symbol of a noble family city or state with a shield and accessories,AI
4925,warning signal,agreed sign that warns of danger,AI
4926,armed forces,totality of the armed forces,AI
4927,female animal,female animal,AI
4928,wisdom,deep insight based on experience and knowledge,AI
4929,passing on,process of giving something to another,AI
4930,world picture,overall picture of the world ordered into connections,AI
4931,world premiere,first performance or presentation worldwide,AI
4932,Weser,river in Germany,AI
4933,West Germany,western part of Germany,AI
4934,Western Europe,region in Western Europe,AI
4935,race,competition to determine the fastest runner,AI
4936,resuscitation,restoring life functions through measures such as defibrillation,AI
4937,compensation,compensation or restitution for damage,AI
4938,wind energy,kinetic energy of the wind,AI
4939,active ingredient,substance that causes a specific effect in small dose,AI
4940,economic research,scientific research analysis of the economy,AI
4941,economic situation,state of the economy of a country or region,AI
4942,weekly market,market held weekly offering fresh food,AI
4943,housing shortage,shortage of available apartments,AI
4944,cloud,large collection of water particles in the troposphere,AI
4945,word choice,conscious choice of words for a statement,AI
4946,tooth,part of the teeth of humans and vertebrates,AI
4947,dentist,doctor specializing in dental medicine,AI
4948,magician,male person with magical abilities,AI
4949,pedestrian crossing,striped crossing giving pedestrians priority,AI
4950,line,horizontal sequence of similar objects such as text,AI
4951,celery,celery,AI
4952,certification,process to prove compliance with requirements,AI
4953,civilization,cultural sphere of societies within a historical period,AI
4954,argument,heated dispute or irritation,AI
4955,refuge,place or person providing protection and safety,AI
4956,influx,participation by people due to interest,AI
4957,attention,attention and friendly caring treatment,AI
4958,influx,increase in population through newcomers,AI
4959,doubtful case,situation in which something is doubted,AI
4960,stopover,interruption of a trip or route,AI
4961,death,transition from life to death,AI
4962,aversion,slight reluctance toward something or someone,AI
4963,recall,request to leave a position or office,AI
4964,goalkeeper drop-kick,kicking the ball from the hand by the goalkeeper,AI
4965,abbot,head and spiritual leader of a monastery,AI
4966,removal,transport away from a place,AI
4967,abortion,intervention to terminate and remove embryo/fetus,AI
4968,deviation,non-fulfillment of a regularity,AI
4969,farmer,person who practices farming,AI
4970,alert level,graded level used to assess danger and set readiness,AI
4971,alfa grass,Mediterranean grass used for making ropes and paper,AI
4972,Algeria,state in North Africa,AI
4973,alien,extraterrestrial being,AI
4974,altar,table-like structure for worship and rituals,AI
4975,ambulance,patient transport vehicle,AI
4976,keepsake,small item meant to evoke memories of an event or person,AI
4977,threat,announcement of negative consequences,AI
4978,fishing rod,elongated device for fishing,AI
4979,angler,person who fishes,AI
4980,animation,"activity to spread joy and good mood, often in tourism",AI
4981,settlement,permanently inhabited place,AI
4982,decency,good manners and polite behavior,AI
4983,employment,agreement to take a job,AI
4984,applicant,person who submits a request,AI
4985,workers' party,party of employed workers representing their interests,AI
4986,employment agency,authority that places jobs and manages unemployment benefits,AI
4987,working circle,rather informal association with a common goal,AI
4988,are,area measure equal to 100 square meters,AI
4989,bracelet,"band worn on the wrist or arm, usually as jewelry",AI
4990,butt,word for the rear end of an animal or person,AI
4991,species protection,measures to protect and preserve species and their habitats,AI
4992,doctor's practice,workplace of a general practitioner or specialist,AI
4993,female assistant,"female, usually academically trained assistant",AI
4994,asteroid,small planet-like object orbiting the sun,AI
4995,asylum application,request for asylum,AI
4996,nuclear power,energy from nuclear reactions,AI
4997,resurrection,coming to life again after death,AI
4998,updraft,rising air movement,AI
4999,notes,explanatory written notes of memories,AI
5000,yield,return from an activity,AI
