id,translate,translate_description,source
4301,axe,"large tool with a sharp blade, usually used with two hands",AI
4302,oven,large household appliance that produces heat to cook food,AI
4303,Bali,island in Indonesia,AI
4304,banking,banking,AI
4305,building authority,public administration office for construction matters,AI
4306,building committee,committee for building matters,AI
4307,farmers' association,interest group of farmers,AI
4308,building owner,person or entity that commissions a building project,AI
4309,female civil servant,female person who is a civil servant,AI
4310,regret,sympathy with others; regret,AI
4311,side dish,accompanying item; something enclosed,AI
4312,advisory board,"standing advisory body, often in authorities or institutions",AI
4313,togetherness,being together with one or more people in a harmonious atmosphere,AI
4314,clothing,fabric for wearing on the body,AI
4315,revitalization,animating or becoming animated,AI
4316,remark,utterance about a topic,AI
4317,highlands,land with elevations,AI
4318,best time,best time achieved,AI
4319,viewer,person who looks at something,AI
4320,mobility,ability to move or be moved,AI
4321,admiration,feeling of admiration for someone or something,AI
4322,district court,court of a district,AI
4323,minister of education,head of a ministry of education,AI
4324,education system,totality of institutions serving education,AI
4325,trillion,"1,000,000,000,000 = 10^12 (one million million; one million squared)",AI
4326,biology,science of life,AI
4327,blackout,temporary loss of memory,AI
4328,sheet metal,thin metal sheet,AI
4329,angle of view,mental perspective or viewpoint,AI
4330,lightning,electrical discharge in clouds,AI
4331,blood pressure,pressure of blood in a vessel,AI
4332,hypertension,chronically high blood pressure,AI
4333,Bolivia,state in South America,AI
4334,well,spring or well,AI
4335,boy,boy (English),AI
4336,arson attack,serious case of arson to cause major damage and attention,AI
4337,bride,woman up to the day after the wedding,AI
4338,focal point,point where a lens or mirror focuses light,AI
4339,mailbox,public box for posting mail,AI
4340,British woman,female citizen of Great Britain,AI
4341,breast cancer,malignant change of the mammary gland,AI
4342,boxwood,evergreen ornamental shrub Buxus sempervirens,AI
4343,booking,transfer of an amount from one account to another,AI
4344,federal territory,territory of a federal state,AI
4345,female chancellor,head of government of Germany,AI
4346,Bundesliga club,sports club in the Bundesliga,AI
4347,federal minister,head of a federal ministry,AI
4348,federal politics,political activities at federal level,AI
4349,federal transport minister,minister for transport,AI
4350,button badge,badge with text or image pinned to clothing,AI
4351,casino,place or house for gatherings,AI
4352,casting,selection procedure to find a suitable person,AI
4353,chemotherapy,treatment of cancer with drugs,AI
4354,choreography,notation for recording dance sequences developed around 1700,AI
4355,Colorado,U.S. state,AI
4356,Columbia,name for regions or cities in America,AI
4357,county,traditional administrative district in UK and Ireland,AI
4358,credo,apostolic creed,AI
4359,Damian,male given name,AI
4360,vapor,gas still in contact with the liquid or solid phase it came from,AI
4361,intestine,organ for digestion,AI
4362,female performer,female person who portrays something,AI
4363,long-burning stove,stove or oven with long burning time,AI
4364,decoration,act of decorating or its result,AI
4365,democrat,supporter of democracy or a democratic party,AI
4366,ancient Greek city-state,ancient Greek city-state,AI
4367,humility,religious attitude of submitting to divine will,AI
4368,department,administrative district in France,AI
4369,department,highest administrative authority in the USA,AI
4370,dessert,"final, often sweet course of a meal",AI
4371,diagnostics,science of determining diseases,AI
4372,dialect,regional speech variety distinct from the standard language,AI
4373,diplomat,person authorized to represent a state abroad,AI
4374,discrepancy,disagreement or mismatch,AI
4375,doctor,person with medical training,AI
4376,two-year budget,budget for two years,AI
4377,double strike,double strike,AI
4378,dual leadership,leadership of an organization by two people,AI
4379,village square,central square of a village,AI
4380,can,small container with a lid,AI
4381,double,actor who stands in for another,AI
4382,drink,alcoholic beverage or mixed drink,AI
4383,printer,peripheral device that prints digital text and images,AI
4384,pressure means,means of exerting pressure,AI
4385,Dublin,capital of Ireland,AI
4386,diarrhea,rapid excretion of mushy or liquid stool,AI
4387,shower,facility letting water fall for washing,AI
4388,authenticity,quality of being genuine,AI
4389,perch,fish species; European perch in Switzerland,AI
4390,own home,"own house, usually occupied by the owner",AI
4391,property,characteristic of a thing or being,AI
4392,suitability,quality of being suitable,AI
4393,urgent motion,request for immediate consideration,AI
4394,input,act of inputting; introduction of information,AI
4395,shopping cart,cart with wire basket for shopping,AI
4396,introduction,introductory part of a text or work,AI
4397,interference,unasked-for participation,AI
4398,impact,"impact of lightning, projectile, etc.",AI
4399,mutual agreement,shared attitude on something,AI
4400,population,number of residents,AI
