id,translate,translate_description,source
13501,anabolic agent,substance that stimulates anabolic metabolism,AI
13502,illiterate,person who cannot read or write,AI
13503,andante,moderately slow musical tempo,AI
13504,amenity,pleasant advantage or comfort,AI
13505,postcard,postcard with a picture of a place on the back,AI
13506,anthropologist,scientist who studies anthropology,AI
13507,increase,growth or rise,AI
13508,cider,wine made from fermented apples,AI
13509,aphorism,concise witty saying or thought fragment,AI
13510,working condition,circumstance under which work is done,AI
13511,area of work,thematic area in which someone works professionally,AI
13512,labor market reform,reform of the labor market,AI
13513,arcade,arch supported by columns or piers,AI
13514,fitting,component used to control a vehicle; set of instruments to control a machine,AI
13515,poorhouse,accommodation for the needy,AI
13516,member of the same species,member of the same species,AI
13517,articulation,formation of sounds using articulatory organs,AI
13518,insurance company,company that compensates for damage for a fee,AI
13519,asylum seeker,person who asks for or is granted asylum,AI
13520,nuclear reactor,"reactor in which atomic nuclei are repeatedly split in a chain reaction, often used for energy generation",AI
13521,nuclear transport,transport of nuclear material,AI
13522,nuclear test,testing of nuclear explosives,AI
13523,transfer company,company set up to take on employees,AI
13524,chance of advancement,possibility of professional advancement,AI
13525,expenditure,voluntary financial sacrifice for others' interests,AI
13526,eyewitness report,account of something the author personally saw,AI
13527,foreign investment,investment made abroad,AI
13528,riot,series of violent acts by a crowd,AI
13529,committee member,person who is a member of a committee,AI
13530,passing place,place to pass oncoming traffic,AI
13531,outgrowth,tissue overgrowth in organisms,AI
13532,car company,company that makes or sells cars,AI
13533,car burglar,person who breaks into and robs cars,AI
13534,autonomous region,region with self-government,AI
13535,avant-gardist,representative of the avant-garde,AI
13536,azure,blue color of a cloudless sky,AI
13537,metropolitan area,large urban region with high population density and much industry,AI
13538,Balt,member of a Baltic people,AI
13539,bank director,head of a bank,AI
13540,banking company,banking enterprise,AI
13541,bank loan,loan from a bank,AI
13542,basis point,finance unit equal to 1/100 of a percentage point,AI
13543,bastard,"illegitimate child, especially of a high-status father and lower-status mother",AI
13544,Bastille,fortified castle in France,AI
13545,building element,single part used in prefabricated house construction,AI
13546,civil servant pension,pension for civil servants,AI
13547,covetousness,intensely felt desire for something,AI
13548,acceding country,country that joins,AI
13549,accession negotiation,negotiation about accession,AI
13550,benzene,"simplest aromatic hydrocarbon, formula C6H6",AI
13551,miner,person who extracts raw materials in a mine,AI
13552,rescue work,work to free or rescue someone from danger,AI
13553,vocational academy,academy with a three-year study and training contract,AI
13554,professional army,professional army,AI
13555,colleague,person who works in the same profession,AI
13556,accusation,statement blaming someone for something,AI
13557,status quo,status of possession or rights,AI
13558,company health fund,company health insurance fund,AI
13559,looted art,art taken as war booty,AI
13560,district attorney,legal representative in a district,AI
13561,district councillor,delegate of a district,AI
13562,conqueror,person who has subdued someone or something,AI
13563,beer can,can for storing beer,AI
13564,low-wage country,country where wages are largely low,AI
13565,sinkhole,depression over a collapsed mine tunnel,AI
13566,bioethics,ethics focused on life or individual autonomy,AI
13567,UN peacekeeper,soldier in a United Nations peacekeeping force,AI
13568,blood product,"blood preparation, usually a red cell concentrate",AI
13569,land reform,redistribution of land ownership,AI
13570,ground troops,unit operating on land,AI
13571,bolide,especially bright meteor,AI
13572,bomb planter,person who places a bomb,AI
13573,bark,outer rough layer of trees,AI
13574,Borneo,island in Southeast Asia,AI
13575,latitude,position on Earth between equator and poles,AI
13576,fuel element,energy source in a nuclear reactor,AI
13577,fuel rod,fuel rod in nuclear reactors,AI
13578,letter bomb,explosive device hidden in a mail item,AI
13579,gross income,money agreed before deductions in a period,AI
13580,fixed book pricing,vertical price fixing in the German book trade,AI
13581,publishing house,publisher that releases books,AI
13582,Buddhist,follower of Buddhism,AI
13583,boo,"shout of ""boo"" to express displeasure",AI
13584,federal prosecutor,lawyer or prosecutor of the federal government,AI
13585,Federal Border Guard,border protection police of Germany; now Federal Police,AI
13586,Bundesliga club,club in the Bundesliga,AI
13587,Federal Post,state enterprise for postal services,AI
13588,Bundeswehr deployment,deployment of the German armed forces,AI
13589,bungee,elastic rope used for bungee jumping,AI
13590,bypass,diversion running parallel to the main flow to avoid a section,AI
13591,carrier,carrier; transporter,AI
13592,chance conversion,use of scoring chances in sports,AI
13593,chaot,person who is undisciplined and disorganized,AI
13594,canon,member of a cathedral chapter,AI
13595,chromosome,DNA structure carrying genetic information,AI
13596,cinephile,admirer and knowledgeable lover of cinema,AI
13597,computer company,company active in computers,AI
13598,computer manufacturer,company that produces computers,AI
13599,computer conglomerate,large computer manufacturer,AI
13600,computer network,network of connected systems,AI
